,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_7_bytes,choices_0_logprobs_content_0_top_logprobs_10_bytes,choices_0_logprobs_content_0_top_logprobs_6_bytes,choices_0_logprobs_content_0_top_logprobs_9_bytes,choices_0_logprobs_content_0_top_logprobs_17_bytes,choices_0_logprobs_content_0_top_logprobs_18_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes,choices_0_logprobs_content_0_top_logprobs_4_bytes,choices_0_logprobs_content_0_top_logprobs_16_bytes,choices_0_logprobs_content_0_top_logprobs_3_bytes,choices_0_logprobs_content_0_top_logprobs_5_bytes,choices_0_logprobs_content_0_top_logprobs_12_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_19_bytes
76,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,7,çikolata,chatcmpl-9INSJJmMlqwL9aobwsw0CaBcTBf0c,length,0,2,-0.009484174,2,-0.009484174,1,-4.6630106,Ç,-14.548203,E,-14.979117,3,-15.251763,"
",-16.180212,İ,-16.539265,Bu,-16.854342,ç,-18.068352,**,-18.070332,B,-18.130833,Ö,-18.18621,4,-18.452042, ,-18.929073,D,-19.044304,T,-19.079018,C,-19.09291,Se,-19.132896,S,-19.17475,Y,-19.277245,2,assistant,1714167095,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,278,279,65,,,,,,,,,,,,,,
77,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,10,patlamış mısır,chatcmpl-9INSKbRERUfbfJVjbswbsHOWKfDvM,length,0,1,-1.9361265e-07,1,-1.9361265e-07,2,-15.881046,**,-17.616367, ,-19.184984,İ,-19.780466,"
",-19.908342,3,-20.658192,E,-21.389301,Sorry,-22.161526,I,-22.587078,-,-22.594036,"

",-22.784271,１,-23.224762,A,-23.31548,Bu,-23.547909,G,-23.602318,4,-23.62196,***,-23.628115,Ö,-23.628302,Ç,-23.671383,1,assistant,1714167096,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,362,363,65,,,,,,,,,,,,,,
78,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,15,patlamış mısır,chatcmpl-9INSLgL8sqSO823vr8qAGgCBZGlQI,length,0,2,-0.0027646984,2,-0.0027646984,1,-5.896266,**,-11.581342,E,-13.8509245,"
",-14.699992,İ,-16.013906,Ç,-16.554964,Po,-16.701803,Et,-16.923767,3,-17.156782,`,-17.33586, ,-17.37283,\(,-17.820799,0,-18.142836,"""",-18.353567,Bu,-18.425713,Since,-18.559618,*,-18.813114,B,-18.885086,```,-18.893808,2,assistant,1714167097,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,219,220,66,,,,,,,,,,,,,,
79,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,17,patlamış mısır,chatcmpl-9INSLvY8OiD0irGrcOrHgAKuUSOP4,length,0,1,-0.004593538,1,-0.004593538,2,-5.385403,3,-17.689024,**,-19.14514,"
",-19.28072,İ,-19.541098,E,-20.298819, ,-20.665005,4,-21.567259,Ç,-21.679068,Sorry,-22.746904,I,-22.998125,0,-23.035213,-,-23.116306,​,-23.170414,ç,-23.195196,Ö,-23.288769,"

",-23.38469,B,-23.485346,Bu,-23.620235,1,assistant,1714167097,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,297,298,66,,,,,,,,,,,,,,
80,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,20,patlamış mısır,chatcmpl-9INSM3S5JEhQCeTEWHbP6iwkw27Qe,length,0,1,0.0,1,0.0,2,-17.414772, ,-20.976208,**,-20.998917,"
",-22.33519,İ,-22.663528,3,-24.572779,Sorry,-24.838266,I,-25.557419,"

",-25.677927,１,-26.040442,E,-26.082943,-,-26.315605,   ,-26.434048,​,-26.443935,₁,-26.61385,The,-27.00674,A,-27.007973,  ,-27.27301,Ç,-27.299646,1,assistant,1714167098,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,381,382,66,,,,,,,,,,,,,,
81,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1/1B,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Belief,25,belirsizlik,chatcmpl-9INSNGPwWNmp8EKs5nVK129KC8E0O,length,0,2,-0.012883949,2,-0.012883949,3,-4.364485,1,-9.932875,E,-10.477114,**,-13.268152,"
",-13.896093,Po,-16.162855,Since,-16.192568,Ç,-16.616117,Bel,-16.843212,İ,-17.338934,"""E",-17.42591, ,-17.624788,Bu,-17.636383,Et,-17.936365,[E,-18.157076,\(,-18.254366,B,-18.276533,Ö,-18.526913,Y,-18.645689,2,assistant,1714167099,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,216,217,67,,,,,,,,,,,,,,
82,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR/1B,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Action,27,belirsizlik,chatcmpl-9INSOn4KT7qLfqHChMB1k0dgdvlQo,length,0,2,-0.025432643,2,-0.025432643,1,-3.6890717,3,-9.05934,E,-15.446392,"
",-15.940624,Ç,-18.435196,İ,-18.86863,4,-18.914032,**,-18.984163, ,-19.348278,ç,-20.269587,Since,-20.2986,"

",-20.378014,Bu,-20.47519,B,-20.714617,Sorry,-20.847452,C,-20.986069,D,-21.141178,Ö,-21.205313,T,-21.25512,2,assistant,1714167100,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,300,301,67,,,,,,,,,,,,,,
83,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,30,patlamış mısır,chatcmpl-9INSOUoOymodHNgwjwStEwoFXAwfz,length,0,1,-1.9361265e-07,1,-1.9361265e-07,2,-15.813374,**,-17.440933,"
",-19.381657, ,-19.425215,3,-20.35904,İ,-20.741056,Sorry,-21.518867,E,-22.473747,"

",-23.30426,I,-23.44059,-,-23.688515,１,-23.743195,***,-23.770973,Bu,-23.8238,A,-24.118454,   ,-24.301325,,-24.306168,​,-24.384512,Ö,-24.397177,1,assistant,1714167100,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,384,385,67,,,,,,,,,,,,,,
84,2,Ullman Expansion,59,1C-TR/22,1C-TR,22,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,35,patlamış mısır,chatcmpl-9INSPTmVBN8P0aMUqBClosvmIOFAb,length,0,1,-0.0012335648,1,-0.0012335648,2,-6.701467,E,-12.966474,**,-13.7936125,"
",-16.188366,Ç,-17.052628, ,-17.23091,3,-17.510006,İ,-17.532637,0,-18.605507,ç,-18.921358,Po,-19.056175,`,-19.19931,Bu,-19.482607,C,-19.598627,"

",-19.808348,[,-20.01816,A,-20.049223,Ö,-20.175245,-,-20.183226,1,assistant,1714167101,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,273,274,68,,,,,,,,,,,,,,
85,2,Ullman Expansion,59,1C-TR/22,1C-TR,22,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,37,patlamış mısır,chatcmpl-9INSQNO744h260QiX88uEroblonv5,length,0,1,-0.0054503973,1,-0.0054503973,2,-5.214801,E,-17.475735,"
",-18.09179,3,-18.291319,**,-19.10947,İ,-19.422575, ,-19.754135,Ç,-21.796787,4,-22.001974,Bu,-22.081327,-,-22.176708,0,-22.25065,B,-22.456194,Ö,-22.63947,I,-22.724585,"

",-22.74643,Se,-22.96814,D,-23.209574,T,-23.230541,1,assistant,1714167102,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,351,352,68,,,,,,,,,,,,,,
86,2,Ullman Expansion,59,1C-TR/22,1C-TR,22,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,40,patlamış mısır,chatcmpl-9INSRHPwmB0LlF82dgvjQCjRnUxRq,length,0,1,-1.9146995e-05,1,-1.9146995e-05,2,-10.868172,"
",-18.277716,**,-19.371536,3,-20.4076,İ,-20.67601, ,-20.770308,I,-23.105152,E,-23.343021,-,-23.69285,Sorry,-23.79979,4,-24.034344,"

",-24.16155,​,-24.191809,0,-24.436474,１,-24.51699,The,-24.680689,Ç,-24.714426,ı,-25.135406,`,-25.16522,1,assistant,1714167103,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,435,436,68,,,,,,,,,,,,,,
87,2,Ullman Expansion,60,1D-TR/22,1D-TR,22,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,45,patlamış mısır,chatcmpl-9INSR34i2wQlhOvYnlNabeX37MyNJ,length,0,1,-0.029659532,1,-0.029659532,2,-3.5332491,E,-11.853903,**,-12.262188,Et,-13.733473,"
",-14.438297,İ,-15.779163,Po,-16.017365,\(,-16.738731,Ç,-16.740816,3,-16.865519, ,-17.314316,Pat,-17.398043,Bu,-17.507002,B,-17.942673,0,-18.11686,The,-18.226566,S,-18.486687,`,-18.524086,Y,-18.597956,1,assistant,1714167103,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,210,211,69,,,,,,,,,,,,,,
88,2,Ullman Expansion,60,1D-TR/22,1D-TR,22,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,47,patlamış mısır,chatcmpl-9INSSFGgFgN8olX0htLV2aH4OjPdT,length,0,1,-0.014327687,1,-0.014327687,2,-4.2527575,"
",-15.457172,E,-15.512484,3,-16.935745,**,-17.67294,İ,-18.723444,Bu,-20.090683, ,-20.321905,Ç,-20.87212,"

",-21.046886,4,-21.132267,B,-21.183126,Pat,-21.411583,T,-21.690544,Ö,-21.714394,C,-21.762075,Se,-22.003014,D,-22.069107,-,-22.071304,1,assistant,1714167104,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,288,289,69,,,,,,,,,,,,,,
89,2,Ullman Expansion,60,1D-TR/22,1D-TR,22,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,50,patlamış mısır,chatcmpl-9INSTDONhCKha8ti6Ub2XRY2Y6teB,length,0,1,-0.00032247265,1,-0.00032247265,2,-8.03998,"
",-17.365238,3,-18.993132,**,-19.142714,İ,-20.4894, ,-21.440504,E,-21.89882,I,-22.404224,0,-22.746252,4,-22.914024,"

",-23.000053,-,-23.044542,​,-23.113,The,-23.915163,Ç,-23.920527,Sorry,-23.978748,１,-24.150766,***,-24.30685,Bu,-24.309227,1,assistant,1714167105,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,372,373,69,,,,,,,,,,,,,,
90,2,Ullman Expansion,61,1-TR/23,1-TR,23,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2, 2_TR, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-2,1,Ezgi torbanın {CEVAP} dolu olduğunu zannediyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,1.0,,1,Belief,6,çikolata,chatcmpl-9INSTMk57auYfzVvWFAxi985IfQAP,length,0,2,-4.00813e-06,2,-4.00813e-06,**,-12.719069,"
",-14.486458,1,-15.876823,E,-16.02278, ,-16.75818,3,-17.1963,İ,-17.270414,Po,-17.521843,Ç,-18.060127,`,-18.357864,\(,-18.403204,Bu,-18.801458,```,-18.86168,0,-18.965134,"""",-18.977192,"

",-19.256481,Et,-19.29839,-,-19.412376,*,-19.512924,2,assistant,1714167105,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,199,200,70,,,,,,,,,,,,,,
91,2,Ullman Expansion,61,1-TR/23,1-TR,23,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2, 2_TR, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,7,çikolata,chatcmpl-9INSUMaQ0sJUsUEWJDs4DwxPqLa5s,length,0,2,-2.9352968e-06,2,-2.9352968e-06,1,-12.82545,"
",-16.727673,**,-17.635033,3,-17.767342,E,-17.767624,Ç,-19.282356, ,-19.990171,İ,-20.571707,​,-21.438316,"

",-21.64598,4,-21.73746,-,-22.110304,ç,-22.21529,B,-22.23487,Bu,-22.405544,Se,-22.512877,C,-22.552277,T,-22.712158,２,-22.798296,2,assistant,1714167106,gpt-4-turbo-2024-04-09,chat.completion,fp_0e47b86dd9,1,277,278,70,,,,,,,,,,,,,,
92,2,Ullman Expansion,61,1-TR/23,1-TR,23,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2, 2_TR, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,10,patlamış mısır,chatcmpl-9INSfqb2XAyZ9ii6gQ76r2rGZl2rP,length,0,1,0.0,1,0.0,2,-16.665972,**,-16.986177, ,-18.52074,"
",-19.309628,İ,-19.579048,3,-21.294449,E,-21.968016,Sorry,-21.970469,-,-22.167412,"

",-22.558874,１,-22.781738,***,-22.846922,I,-22.852676,​,-22.981674,   ,-23.254623,A,-23.488388,"""",-23.593903,Ç,-23.651308,*,-23.671978,1,assistant,1714167117,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,361,362,70,,,,,,,,,,,,,,
