,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_8_bytes,choices_0_logprobs_content_0_top_logprobs_18_bytes,choices_0_logprobs_content_0_top_logprobs_7_bytes,choices_0_logprobs_content_0_top_logprobs_11_bytes,choices_0_logprobs_content_0_top_logprobs_9_bytes,choices_0_logprobs_content_0_top_logprobs_17_bytes,choices_0_logprobs_content_0_top_logprobs_4_bytes,choices_0_logprobs_content_0_top_logprobs_10_bytes,choices_0_logprobs_content_0_top_logprobs_16_bytes,choices_0_logprobs_content_0_top_logprobs_5_bytes,choices_0_logprobs_content_0_top_logprobs_13_bytes,choices_0_logprobs_content_0_top_logprobs_12_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes
75,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,5,çikolata,chatcmpl-9IUTCWpFzOTAm3kJd4GhWo2S0BCeJ,length,0,2,-6.392203e-06,2,-6.392203e-06,**,-12.221192,1,-14.717658,E,-14.844081,"
",-15.104232,İ,-16.68047,3,-16.74312, ,-17.05747,Ç,-17.0802,Po,-17.128164,`,-17.226973,\(,-17.766699,Et,-18.076204,Bu,-18.27144,```,-18.402422,0,-18.411634,"""",-18.51047,4,-19.00968,{,-19.010942,*,-19.041492,2,assistant,1714194058,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,200,201,65,,,,,,,,,,,,,,
76,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,7,çikolata,chatcmpl-9IUTDwn9Rt5lNxlqapo6sOdQZp6RA,length,0,2,-0.043408133,2,-0.043408133,1,-3.1587684,3,-14.583341,Ç,-14.703549,"
",-15.179551,E,-16.366701,İ,-17.054142,ç,-17.219032,**,-17.502056, ,-17.548252,4,-17.947626,B,-19.182487,Ö,-19.25716,Bu,-19.435085,-,-19.438547,C,-19.666262,T,-19.709023,​,-19.740562,"

",-19.758614,Se,-20.082615,2,assistant,1714194059,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,278,279,65,,,,,,,,,,,,,,
77,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,10,patlamış mısır,chatcmpl-9IUTDLGX1QMZaHyzhH0mRGGWyyXbs,length,0,1,-1.9361265e-07,1,-1.9361265e-07,2,-15.763668,**,-18.753927, ,-20.2384,"
",-20.992231,İ,-21.092323,3,-21.672882,-,-23.458519,E,-23.684505,I,-23.775396,Sorry,-23.785133,１,-23.987051,​,-24.33508,"

",-24.371258,₁,-24.641396,"""",-24.70364,0,-24.7237,`,-24.741417,Ö,-24.758682,Ç,-24.796799,1,assistant,1714194059,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,362,363,65,,,,,,,,,,,,,,
78,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,15,patlamış mısır,chatcmpl-9IUTETuxqH47Wexe7I0brnHWChQi3,length,0,2,-0.0014216646,2,-0.0014216646,1,-6.558165,**,-13.873057,E,-14.448964,"
",-15.3499975,Et,-15.423932,Ç,-16.769053,Po,-16.829008,İ,-16.898802, ,-17.598755,3,-17.979126,Bu,-18.705477,Since,-18.737839,B,-19.110182,`,-19.127462,Y,-19.235418,P,-19.448599,S,-19.476452,"""",-19.612503,The,-19.636175,2,assistant,1714194060,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,219,220,66,,,,,,,,,,,,,,
79,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,17,patlamış mısır,chatcmpl-9IUTFPRUU14xbHceouPFin4ScfNyJ,length,0,2,-0.15336196,2,-0.15336196,1,-1.9506565,3,-16.25475,"
",-17.760735,**,-18.398466,Ç,-18.819687,İ,-18.87914,E,-19.245064, ,-19.384308,ç,-20.26849,4,-20.315006,​,-21.195713,-,-21.408894,Pat,-21.42724,B,-21.76078,"

",-22.02205,T,-22.273224,​​,-22.412045,```,-22.412823,C,-22.433231,2,assistant,1714194061,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,297,298,66,,,,,,,,,,,,,,
80,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,20,patlamış mısır,chatcmpl-9IUTFVCD9ux97KKQgy2GbvEL2XPWK,length,0,1,-3.1281633e-07,1,-3.1281633e-07,2,-15.484407,**,-17.597523,"
",-19.049707, ,-19.572542,İ,-20.422007,3,-21.333529,Sorry,-22.534035,E,-22.897385,"

",-22.944902,-,-23.211843,I,-23.333178,１,-23.565647,A,-24.182777,Ç,-24.18284,​,-24.226866,₁,-24.234472,   ,-24.3296,The,-24.375212,4,-24.388382,1,assistant,1714194061,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,381,382,66,,,,,,,,,,,,,,
81,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1/1B,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Belief,25,belirsizlik,chatcmpl-9IUTGsZCojGidBVlPAMcOEoMfnbrS,length,0,2,-0.0014668923,2,-0.0014668923,3,-6.576494,E,-9.8780365,1,-11.062447,**,-12.478384,"
",-13.768814,Po,-15.218653,Ç,-15.449194,İ,-16.635464, ,-16.899494,Since,-16.928188,Bu,-17.080885,{,-17.25897,"""E",-17.282892,\(,-17.404558,Et,-17.42151,Bel,-17.44536,`,-17.685066,Y,-17.740305,Ö,-17.755487,2,assistant,1714194062,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,216,217,67,,,,,,,,,,,,,,
82,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR/1B,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Action,27,belirsizlik,chatcmpl-9IUTHsFIR0KDejbI9sL8MHqvfvGIr,length,0,2,-0.5304104,2,-0.5304104,1,-0.8882481,3,-8.253815,E,-15.564119,"
",-15.855789,İ,-17.632954,Ç,-18.097992,**,-18.368736,4,-19.051178,ç,-19.628262,Bu,-19.659285, ,-19.773973,Since,-20.09497,Sorry,-20.166506,"

",-20.497873,Ö,-20.671394,I,-20.745232,B,-20.78146,D,-21.239264,C,-21.254826,2,assistant,1714194063,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,300,301,67,,,,,,,,,,,,,,
83,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,30,patlamış mısır,chatcmpl-9IUTHJeHvEla5A2SgBcC2BdxdLwdU,length,0,1,-3.1281633e-07,1,-3.1281633e-07,2,-15.533997,**,-17.819645,"
",-20.009129,3,-20.38679, ,-20.479008,İ,-20.891207,Sorry,-21.981918,E,-22.56452,"

",-23.271992,I,-23.536549,１,-23.68519,-,-23.94506,Bu,-24.141785,​,-24.2144,A,-24.441952,***,-24.580025,Ö,-24.591732,4,-24.684364,₁,-24.705013,1,assistant,1714194063,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,384,385,67,,,,,,,,,,,,,,
84,2,Ullman Expansion,59,1C-TR/22,1C-TR,22,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,35,patlamış mısır,chatcmpl-9IUTIbvxR76iNgs5P47jwoluSx7pY,length,0,1,-0.0014793867,1,-0.0014793867,2,-6.5193815,E,-12.959172,**,-13.713361,"
",-16.325603, ,-16.765682,Ç,-16.902042,3,-17.186552,İ,-17.333584,0,-18.177536,`,-18.338959,ç,-18.395199,Po,-18.570217,\(,-19.011938,Pat,-19.262203,Bu,-19.534157,Ö,-19.745687,-,-19.993069,4,-20.004917,"""",-20.026005,1,assistant,1714194064,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,273,274,68,,,,,,,,,,,,,,
85,2,Ullman Expansion,59,1C-TR/22,1C-TR,22,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,37,patlamış mısır,chatcmpl-9IUTI7ILb4yHayj8ZDkQyFllCMEI4,length,0,1,-0.0035745304,1,-0.0035745304,2,-5.6357384,E,-16.133589,3,-17.802307,"
",-18.29724,**,-18.304974,İ,-18.702515, ,-19.202713,Ç,-20.889174,0,-21.128784,Bu,-21.222988,4,-21.507757,Ö,-21.754536,B,-21.85159,-,-21.86633,​,-21.99152,I,-22.507135,"

",-22.509945,T,-22.53117,Sorry,-22.565722,1,assistant,1714194064,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,351,352,68,,,,,,,,,,,,,,
86,2,Ullman Expansion,59,1C-TR/22,1C-TR,22,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,40,patlamış mısır,chatcmpl-9IUTJ03IVKA0ug7H0JDzF6QTDEiTU,length,0,1,-2.7014437e-05,1,-2.7014437e-05,2,-10.519745,"
",-17.808777,**,-18.664827, ,-19.078053,3,-19.33137,İ,-19.71438,I,-21.868544,E,-21.992493,-,-22.572975,"

",-22.73325,​,-22.827646,4,-22.996626,Sorry,-23.038345,0,-23.06707,The,-23.077522,Ç,-23.24084,１,-23.578938,Pat,-23.58741,A,-23.832289,1,assistant,1714194065,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,435,436,68,,,,,,,,,,,,,,
87,2,Ullman Expansion,60,1D-TR/22,1D-TR,22,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,45,patlamış mısır,chatcmpl-9IUTKwwJFnzmXmDtPo7MjXXKECk13,length,0,1,-0.009672514,1,-0.009672514,2,-4.6435685,**,-13.898136,Et,-14.162054,E,-14.536655,"
",-15.188473,İ,-17.371426,Ç,-17.734438,3,-17.827486,Po,-18.131472,\(,-18.260946, ,-18.321163,`,-19.259863,0,-19.48915,Bu,-19.647429,The,-19.668169,B,-19.689287,S,-20.213484,Ö,-20.418356,C,-20.471842,1,assistant,1714194066,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,210,211,69,,,,,,,,,,,,,,
88,2,Ullman Expansion,60,1D-TR/22,1D-TR,22,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,47,patlamış mısır,chatcmpl-9IUTKWgbtcPNmDpCcKPN90nDbOXXn,length,0,1,-0.0018755631,1,-0.0018755631,2,-6.2799287,E,-15.711587,"
",-16.369925,3,-18.1211,**,-18.33565,İ,-19.379295, ,-20.408773,Bu,-20.993654,"

",-21.775427,Ç,-21.81054,Pat,-22.16222,B,-22.184345,Ö,-22.294561,Et,-22.308878,C,-22.551828,4,-22.553873,T,-22.560095,0,-22.654907,​,-22.7657,1,assistant,1714194066,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,288,289,69,,,,,,,,,,,,,,
89,2,Ullman Expansion,60,1D-TR/22,1D-TR,22,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,50,patlamış mısır,chatcmpl-9IUTL0ZVdZC5R6uq5NQrLfyxTXsO8,length,0,1,-0.00025084958,1,-0.00025084958,2,-8.291457,"
",-16.36095,**,-18.158695,3,-19.713196,İ,-19.72671, ,-21.216202,E,-21.794195,"

",-21.915298,I,-22.168087,-,-23.058563,Sorry,-23.112852,Bu,-23.447119,​,-23.509981,4,-23.657085,Ö,-23.827534,The,-23.890678,Tor,-24.039093,0,-24.042625,***,-24.082516,1,assistant,1714194067,gpt-4-turbo-2024-04-09,chat.completion,fp_0e47b86dd9,1,372,373,69,,,,,,,,,,,,,,
90,2,Ullman Expansion,61,1-TR/23,1-TR,23,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2, 2_TR, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-2,1,Ezgi torbanın {CEVAP} dolu olduğunu zannediyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,1.0,,1,Belief,6,çikolata,chatcmpl-9IUTMDOP5xkuLTOx9sJuXAiVay9Ez,length,0,2,-4.723352e-06,2,-4.723352e-06,**,-12.677316,"
",-14.265573,1,-15.306584,E,-15.363767,İ,-16.254463,Ç,-16.529642,Po,-16.627474,3,-16.813646, ,-16.835928,\(,-16.931627,`,-17.574677,Et,-17.777472,Bu,-18.137138,0,-18.21446,"""",-18.38716,₂,-18.652878,```,-18.656317,Y,-18.950495,２,-18.970745,2,assistant,1714194068,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,199,200,70,,,,,,,,,,,,,,
91,2,Ullman Expansion,61,1-TR/23,1-TR,23,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2, 2_TR, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,7,çikolata,chatcmpl-9IUTMTrwOiP20WekFiWWhlDA7hU3b,length,0,2,-2.0935051e-05,2,-2.0935051e-05,1,-10.789598,"
",-15.539522,3,-17.163385,**,-17.178585,E,-17.68394,Ç,-19.205265, ,-19.43653,İ,-20.709625,4,-20.893732,​,-20.929617,-,-21.46369,ç,-21.53694,"

",-21.69213,B,-21.957844,{,-21.982782,C,-22.356434,２,-22.450556,​​,-22.577765,T,-22.659359,2,assistant,1714194068,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,277,278,70,,,,,,,,,,,,,,
