,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_16_bytes,choices_0_logprobs_content_0_top_logprobs_10_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes,choices_0_logprobs_content_0_top_logprobs_13_bytes,choices_0_logprobs_content_0_top_logprobs_17_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_18_bytes,choices_0_logprobs_content_0_top_logprobs_6_bytes,choices_0_logprobs_content_0_top_logprobs_19_bytes
77,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,10,patlamış mısır,chatcmpl-9IMUUXHo9CpzQaUDLtoRIBmBjRLwf,length,0,2,-0.67097694,2,-0.67097694,1,-0.7162517,Ç,-9.358593, ,-10.315689,B,-11.258159,3,-11.728618,0,-11.872495,Bu,-11.938944,Pat,-11.962772,Y,-12.054063,İ,-12.317502,"
",-12.396174,Ben,-12.610117,Ö,-12.87881,\xc5,-13.281316,E,-13.505814,A,-13.638773,S,-13.806385,"""",-13.903115,Bur,-13.981283,2,assistant,1714163386,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,362,363,65,,,,,,,,,
78,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,15,patlamış mısır,chatcmpl-9IMUUw7w6QJiBZ7JFfbTTXLqo0c7C,length,0,2,-0.25633803,2,-0.25633803,1,-1.4984053,E,-7.8488617,Ç,-7.972086,Do,-8.319616,3,-8.324274,C,-8.57851,Y,-8.650583,R,-8.999174,İ,-9.096075,0,-9.46096,Bu,-9.476301,"""",-9.619352,CE,-9.930742, ,-10.092339,B,-10.238113,Ö,-10.275671,**,-10.46063,Ben,-10.554726,Et,-10.617781,2,assistant,1714163386,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,219,220,66,,,,,,,,,
79,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,17,patlamış mısır,chatcmpl-9IMUVSy2ofJzIEecTZ6teEcEyLakF,length,0,1,-0.0034829434,1,-0.0034829434,2,-5.674753,Y,-11.920557, ,-12.096678,Pat,-12.4855175,E,-12.621412,Ç,-12.730724,"
",-12.99079,3,-13.015187,B,-13.067388,{,-13.558392,Bu,-13.715901,0,-14.00242,Ö,-14.109858,"""",-14.148874,Se,-14.14994,4,-14.285008,İ,-14.370039,A,-14.514186,5,-14.705193,1,assistant,1714163387,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,297,298,66,,,,,,,,,
80,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,20,patlamış mısır,chatcmpl-9IMUV8tLkavFhHZiFITQTIa1eQhYv,length,0,1,-0.015559975,1,-0.015559975,2,-4.1765156,Ç,-10.864237,Pat,-11.47415,0,-11.878677, ,-11.909725,Ö,-12.057777,Y,-12.3522835,İ,-12.437502,B,-12.449782,3,-12.825236,E,-12.965072,Bu,-12.971429,pat,-13.676306,Ben,-14.034621,A,-14.096117,"
",-14.177964,Tek,-14.442597,S,-14.446309,"""",-14.450267,1,assistant,1714163387,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,381,382,66,,,,,,,,,
81,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1/1B,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Belief,25,belirsizlik,chatcmpl-9IMUVu6hE35MlUrjog7Ch79Bfqlje,length,0,2,-0.09890179,2,-0.09890179,1,-2.6937904,3,-3.6629658,R,-8.615681,Y,-8.837849,Ç,-9.221874,**,-9.637892,Ben,-9.845457,E,-10.079643,C,-10.08028,Bu,-10.5449295,İ,-10.689186,4,-10.778545, ,-10.956802,5,-11.35643,Do,-11.437874,"""",-11.525734,(,-11.562708,B,-11.637503,Bur,-11.649361,2,assistant,1714163387,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,216,217,67,,,,,,,,,
82,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR/1B,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Action,27,belirsizlik,chatcmpl-9IMUW0ih3HcU1JY3PgyBbXZ0BeAcs,length,0,2,-0.0630039,2,-0.0630039,1,-2.8638597,3,-5.540604, ,-10.679289,Y,-11.420095,4,-11.71937,İ,-12.209933,"
",-12.273162,Ç,-12.550926,0,-12.559524,5,-12.776076,B,-13.297788,-,-13.367387,E,-13.45625,{,-13.506872,Tek,-13.5827055,Bu,-13.8131895,Ö,-14.124282,O,-14.156159,Se,-14.232907,2,assistant,1714163388,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,300,301,67,,,,,,,,,
83,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,30,patlamış mısır,chatcmpl-9IMUWDQ9wCfjOtM8DhNWN6td3bZpK,length,0,2,-0.017692704,2,-0.017692704,1,-4.0502777,3,-9.98464,Ç,-11.076855, ,-11.573675,B,-11.746225,\xc5,-12.328119,Ben,-12.54768,İ,-12.560907,Bu,-12.66153,Y,-12.812816,0,-12.888074,"
",-13.179415,Pat,-13.556035,Ö,-13.621774,-,-13.7264595,E,-13.889613,Tek,-13.900983,A,-14.102611,S,-14.244956,2,assistant,1714163388,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,384,385,67,,,,,,,,,
84,2,Ullman Expansion,59,1C-TR/22,1C-TR,22,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,35,patlamış mısır,chatcmpl-9IMUX1L5KMZDJNtYjBCHuHjOutHVf,length,0,1,-0.27411395,1,-0.27411395,2,-1.4382966,E,-7.8211493,0,-8.224587,Bu,-8.251725,3,-8.438903,Tor,-8.514674,Y,-8.8543005,İ,-8.934604,C,-9.300073,{,-9.622069,As,-9.703483,Ö,-9.860709,Do,-9.877179,B,-10.000091,**,-10.11333,Po,-10.212039,"""",-10.296653,R,-10.510869,CE,-10.525895,1,assistant,1714163389,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,273,274,68,,,,,,,,,
85,2,Ullman Expansion,59,1C-TR/22,1C-TR,22,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,37,patlamış mısır,chatcmpl-9IMUXlpOku9jZWHOdCZI2G6wiFmYR,length,0,2,-0.20930564,2,-0.20930564,1,-1.6681012,Ç,-10.117972, ,-10.400443,3,-10.457797,Y,-10.546096,Pat,-10.816219,"
",-11.562837,0,-11.655774,4,-12.1904,"""",-12.269345,pat,-12.490654,-,-12.519693,{,-12.530196,C,-12.532858,İ,-12.70698,**,-12.920534,E,-12.954977,B,-12.967896,(,-13.295123,2,assistant,1714163389,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,351,352,68,,,,,,,,,
86,2,Ullman Expansion,59,1C-TR/22,1C-TR,22,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,40,patlamış mısır,chatcmpl-9IMUXtXpfnxw0mGMmK8f2uudSTDPU,length,0,1,-0.1059834,1,-0.1059834,2,-2.2979963, ,-10.856026,Ç,-11.060648,Pat,-11.2858715,0,-11.794776,3,-12.286575,B,-12.586002,Ö,-12.643136,İ,-12.656006,Y,-12.799006,"
",-12.969376,Bu,-13.494312,pat,-13.697422,"""",-13.806127,**,-13.834399,ş,-13.854023,A,-13.864766,E,-13.95426,-,-14.096239,1,assistant,1714163389,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,435,436,68,,,,,,,,,
87,2,Ullman Expansion,60,1D-TR/22,1D-TR,22,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,45,patlamış mısır,chatcmpl-9IMUZPb266ULaeVq2dmwvy7hvk7V6,length,0,2,-0.42551255,2,-0.42551255,1,-1.0814478,E,-5.7762814,Tor,-7.3573265,0,-7.58819,3,-7.8052692,Y,-8.015001,İ,-8.112341,Po,-8.25795,"""",-8.421526,R,-8.566378,{,-8.729353,Do,-8.965778,Bu,-9.061445,B,-9.161823,Ç,-9.370195,4,-9.393032,"""E",-9.4989395,C,-9.53339,5,-9.957407,2,assistant,1714163391,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,210,211,69,,,,,,,,,
88,2,Ullman Expansion,60,1D-TR/22,1D-TR,22,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,47,patlamış mısır,chatcmpl-9IMUa6jgl7Z05LufdgwnIZwEqynUJ,length,0,1,-0.16769794,1,-0.16769794,2,-1.8686829, ,-11.320677,Y,-11.740442,3,-11.966202,"
",-12.292512,E,-12.584142,0,-12.935085,B,-12.994399,"""",-13.378049,Ç,-13.4848995,**,-13.57832,4,-13.607006,{,-13.668599,İ,-13.777798,-,-14.090077,Ö,-14.152669,C,-14.167327,A,-14.17086,Pat,-14.1755905,1,assistant,1714163392,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,288,289,69,,,,,,,,,
89,2,Ullman Expansion,60,1D-TR/22,1D-TR,22,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,50,patlamış mısır,chatcmpl-9IMUawUbq5OTYooMY004eZEcejnS4,length,0,1,-0.13379239,1,-0.13379239,2,-2.0795703, ,-10.105643,0,-10.623577,Pat,-10.70013,3,-10.732531,Ç,-10.937535,B,-11.053628,Bu,-11.438723,Y,-11.57787,E,-11.808308,"
",-12.081406,Ö,-12.153139,İ,-12.353694,pat,-12.86517,4,-12.89307,-,-13.080938,A,-13.09131,S,-13.222715,Ben,-13.337555,1,assistant,1714163392,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,372,373,69,,,,,,,,,
90,2,Ullman Expansion,61,1-TR/23,1-TR,23,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2, 2_TR, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-2,1,Ezgi torbanın {CEVAP} dolu olduğunu zannediyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,1.0,,1,Belief,6,çikolata,chatcmpl-9IMUaULzs9e7wYVlxhisqA7hd5E2C,length,0,2,-0.43335214,2,-0.43335214,1,-1.056029,Y,-7.493954,R,-7.693896,3,-7.8651223,Ç,-8.112447,Bu,-8.389167,0,-8.530528,İ,-8.631316,E,-8.848884,"""",-9.009341,Tor,-9.196425,B,-9.278722,C,-9.326125, ,-9.478957,CE,-9.491008,Po,-9.520593,Ben,-9.719695,(,-10.026614,{,-10.100879,2,assistant,1714163392,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,199,200,70,,,,,,,,,
91,2,Ullman Expansion,61,1-TR/23,1-TR,23,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2, 2_TR, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,7,çikolata,chatcmpl-9IMUbVlMlrpI62yyGcCKZ9xBrew8c,length,0,1,-0.18180387,1,-0.18180387,2,-1.7949859, ,-10.9958315,Y,-11.041554,3,-11.469611,Ç,-11.871343,E,-11.931309,0,-12.155904,Pat,-12.597897,{,-12.76334,4,-12.898095,"
",-12.93222,İ,-13.086649,B,-13.112759,5,-13.3653345,"""",-13.584352,Ö,-13.75147,y,-13.769147,-,-13.888798,K,-14.082367,1,assistant,1714163393,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,277,278,70,,,,,,,,,
92,2,Ullman Expansion,61,1-TR/23,1-TR,23,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2, 2_TR, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,10,patlamış mısır,chatcmpl-9IMUbg8QC8WBYdI5kFHQVZYGvXw4r,length,0,1,-0.02310396,1,-0.02310396,2,-3.785519,Pat,-10.443928,Ç,-11.168287,Bu,-11.43228,Y,-11.540598,B,-11.626135, ,-11.827728,Ö,-11.92451,0,-11.996308,3,-12.091517,E,-12.293212,İ,-12.315836,Ben,-12.662943,pat,-12.684924,"
",-13.276488,Tek,-13.300545,A,-13.304758,Ü,-13.669734,S,-13.70276,1,assistant,1714163393,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,361,362,70,,,,,,,,,
93,2,Ullman Expansion,62,1A-TR/23,1A-TR,23,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2, 2_TR, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-2,1,Ezgi torbanın {CEVAP} dolu olduğunu zannediyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,1.0,,1,Belief,16,patlamış mısır,chatcmpl-9IMUcPH700NDhnOgJGJIS8ENslJGI,length,0,1,-0.5941103,1,-0.5941103,2,-0.81292325,E,-7.2488823,Y,-7.463213,3,-7.7397766,Do,-7.930372,C,-8.26745,R,-8.279823,Bu,-8.423145,İ,-8.499937,"""",-8.907545,0,-8.931068,B,-9.010702,Ç,-9.013384,Ben,-9.147469,Tor,-9.496094,Po,-9.803719, ,-10.096535,4,-10.159538,Ö,-10.222683,1,assistant,1714163394,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,218,219,71,,,,,,,,,
94,2,Ullman Expansion,62,1A-TR/23,1A-TR,23,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2, 2_TR, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,17,patlamış mısır,chatcmpl-9IMUcDyZfGeAc8LCYlOdZVoRzV8XN,length,0,1,-0.12997878,1,-0.12997878,2,-2.1052804, ,-10.795047,"
",-11.465037,3,-11.951868,Y,-12.388773,"""",-12.84022,0,-12.895914,{,-13.171186,**,-13.41195,Ç,-13.424858,-,-13.477007,E,-13.557443,4,-13.641074,(,-14.002196,İ,-14.086743,B,-14.537954,Ö,-14.590166,​,-14.652502,"

",-14.6568775,1,assistant,1714163394,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,296,297,71,,,,,,,,,
