,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_bytes,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_6_bytes,choices_0_logprobs_content_0_top_logprobs_12_bytes,choices_0_logprobs_content_0_top_logprobs_18_bytes,choices_0_logprobs_content_0_top_logprobs_17_bytes,choices_0_logprobs_content_0_top_logprobs_13_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_16_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes
53,1,Ullman Replication,96,1C-TR/45,1C-TR,45,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,"Ullman Replication: Universal 1 Q1 (Turkish, FBV San)",Turkish,,1.0,1_TR-3,2,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,172,patlamış mısır,chatcmpl-9IN6RegL7ctjVzsRp8X56vzDQAVs9,length,0,1,-0.33174264,1,-0.33174264,2,-1.269195,Tor,-8.591247,E,-8.794015,Do,-8.875882,0,-9.207402,3,-9.389972,İ,-9.53169,**,-9.666072,Y,-9.737292,C,-9.793958,{,-9.818606,Bu,-10.200561,Po,-10.263314,CE,-10.622764,Ö,-10.883563,R,-11.078692,Pat,-11.13333,As,-11.154101,Ç,,-11.196811,1,assistant,1714165739,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,272,273,53,,,,,,,,
54,1,Ullman Replication,97,1D-TR/45,1D-TR,45,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,"Ullman Replication: Universal 1 Q1 (Turkish, FBV San)",Turkish,,1.0,1_TR-3,2,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,174,patlamış mısır,chatcmpl-9IN6RRrfk6VDQQm2Vy1cqjgAyPFRv,length,0,2,-0.6929619,2,-0.6929619,1,-0.7158024,E,-5.089635,Tor,-6.601619,3,-7.3483324,Y,-7.6838293,0,-7.7431936,Do,-8.222978,İ,-8.671836,"""",-8.76765,Po,-8.884385,R,-8.913699,{,-9.179805,C,-9.365516,4,-9.464011,5,-9.594319,"""E",-9.631118,B,-9.650577,Bu,-9.8491125,Ç,,-9.926686,2,assistant,1714165739,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,209,210,54,,,,,,,,
55,1,Ullman Replication,103,2-TR/46,2-TR,46,2,Unexpected Transfer,Base 2,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: Universal 2 Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,176,sepetin,chatcmpl-9IN6Sm4PUQAsdjaAxyBtNTZ97h09U,length,0,2,-0.42492503,2,-0.42492503,1,-1.0766795,K,-6.2536793,Do,-6.702631,3,-7.07732,{,-8.892298,**,-8.918753,İ,-9.076462,Y,-9.081375,R,-9.316011,C,-9.319281,4,-9.326874, ,-9.818354,O,-9.947693,CE,-10.14913,Se,-10.150452,(,-10.279434,5,-10.322737,B,-10.534504,Can,,-10.555912,2,assistant,1714165740,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,210,211,55,,,,,,,,
56,1,Ullman Replication,104,2A-TR/62,2A-TR,62,2A,Unexpected Transfer,Transparent,"Odada Can, Mehmet, bir kedi, bir şeffaf plastik kutu, ve bir de şeffaf sandık var. Can kediyi alıyor ve sandığın içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sandıktan çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: 2A Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3/2A,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3/2A,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sandığın",Closed-ended,Turkish,,1.0,1,Thought,202,kutunun,chatcmpl-9IN6SbLIPCJ1Xfvn617VsZ7XkaPNg,length,0,2,-0.56223315,2,-0.56223315,1,-0.86411685,3,-5.4972286,K,-6.719408,{,-7.190752,C,-7.747265,İ,-8.136839,4,-8.1630535,0,-8.414078,Do,-8.793133,**,-8.84857,Top,-9.198599,5,-9.233915,Y,-9.364878,CE,-9.442865,R,-9.71427, ,-9.845266,Can,-10.037151,O,-10.065725,6,,-10.080687,2,assistant,1714165740,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,219,220,56,,,,,,,,
57,1,Ullman Replication,105,2C-TR/46,2C-TR,46,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: Universal 2 Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,179,kutunun,chatcmpl-9IN6T8sYfXpreIh2PhKQWEOpJyJmY,length,0,2,-0.56831646,2,-0.56831646,1,-0.84442043,Do,-6.52715,3,-6.987731,K,-7.7563105,C,-9.097634,**,-9.295171,Y,-9.351092,R,-9.769265,İ,-9.793445,{,-9.820254, ,-10.060418,M,-10.067758,4,-10.129718,(,-10.517325,CE,-10.796346,Son,-10.8215685,0,-10.852181,5,-10.8817625,B,,-11.37708,2,assistant,1714165741,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,243,244,57,,,,,,,,
58,1,Ullman Replication,106,2B-TR/47,2B-TR,47,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: 2B Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3/2B,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3/2B,5,Can kedinin {CEVAP} üstünde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,178,kutunun,chatcmpl-9IN6TUae5FHGsRZIvufDJ6MfOy40O,length,0,2,-0.4048217,2,-0.4048217,1,-1.1128981,3,-6.394856,K,-6.6014256,4,-8.592163,Do,-8.692253,Can,-8.867716,İ,-9.262457,{,-9.311066,C,-9.695335,Y,-9.987925,5,-10.293013,O,-10.364559, ,-10.448103,(,-10.513117,CE,-10.730675,B,-10.734791,Ö,-10.785246,k,-11.049042,\xc5,,-11.153088,2,assistant,1714165741,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,227,228,58,,,,,,,,
59,1,Ullman Replication,107,2D-TR/48,2D-TR,48,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Replication: 2D Q1 (Turkish, FBV Zan)",Turkish,,1.0,5_TR-3/2D,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,180,kutunun,chatcmpl-9IN6Tt2FFkz8D7v5czIWAafEzj71V,length,0,2,-0.48424858,2,-0.48424858,1,-0.96947426,K,-6.602203,3,-6.9003024,Do,-7.30141,M,-8.349811,{,-8.497825,C,-8.752181,4,-9.081418,İ,-9.235356,R,-9.281999,Y,-9.734656,5,-10.017127,0,-10.066859,CE,-10.129275,**,-10.152652, ,-10.259196,Bu,-10.9291315,Ö,-10.976859,6,,-10.992221,2,assistant,1714165741,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,216,217,59,,,,,,,,
60,2,Ullman Expansion,51,1-EN/21,1-EN,21,1,Unexpected Contents,Base 1,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. She reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,1,chocolate,chatcmpl-9IN6UxbumUNLUcv3fSIc7izxX0V17,length,0,2,-0.18551846,2,-0.18551846,1,-1.776335,3,-10.076633,0,-11.97891, ,-12.188711,4,-13.093977,-,-13.4410715,"
",-13.519302,5,-13.6950445,**,-13.703459,The,-14.408772,7,-14.706758,6,-14.712155,I,-14.891375,Please,-15.221121,9,-15.250586,#,-15.26753,*,-15.420325,Sorry,-15.551841,<|end|>,,-15.5581255,2,assistant,1714165742,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,119,120,60,,,,,,,,
61,2,Ullman Expansion,51,1-EN/21,1-EN,21,1,Unexpected Contents,Base 1,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. She reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,2,chocolate,chatcmpl-9IN6U23AgLOBHl6ZmANiGSPSGh8f5,length,0,2,-0.020752668,2,-0.020752668,1,-3.8867881,3,-11.267535,"
",-12.818678, ,-13.121831,0,-13.222709,4,-13.771267,-,-14.507027,5,-14.669926,I,-14.876542,The,-14.899445,２,-14.976803,**,-15.326149,"

",-15.359578,ERROR,-15.515449,7,-15.641637,Please,-15.707725,6,-15.7243805,9,-15.768758,,,-15.913459,2,assistant,1714165742,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,166,167,60,,,,,,,,
62,2,Ullman Expansion,51,1-EN/21,1-EN,21,1,Unexpected Contents,Base 1,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. She reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,4,popcorn,chatcmpl-9IN6V3tmAAqOf4AipBqFqeJ185EuP,length,0,1,-0.00121869,1,-0.00121869,2,-6.712471,0,-15.172748,**,-15.291819, ,-15.303204,Sorry,-15.323689,3,-15.44483,I,-15.902752,You,-16.464361,-,-16.491947,The,-16.55509,Correct,-17.191658,"
",-17.218462,Incorrect,-17.278597,4,-17.334093,Answer,-17.465471,This,-17.506647,A,-17.510431,5,-17.585627,7,,-17.761574,1,assistant,1714165743,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,218,219,60,,,,,,,,
63,2,Ullman Expansion,52,1A-EN/21,1A-EN,21,1A,Unexpected Contents,Transparent,"Here is a bag filled with popcorn. There is no chocolate in the bag. The bag is made of transparent plastic, so you can see what is inside. Yet, the label on the bag says ’chocolate’ and not “popcorn.” Sam finds the bag. She had never seen the bag before. Sam reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,11,popcorn,chatcmpl-9IN6VPgrHdObQXOzD5zjDWs8N8Ty2,length,0,2,-0.030615993,2,-0.030615993,1,-3.502494,3,-11.617965, ,-12.308983,"
",-12.491986,0,-13.296767,-,-13.346236,**,-13.624558,4,-14.025249,The,-14.381898,"

",-14.73544,Answer,-14.776226,5,-14.849481,#,-15.141679,<|end|>,-15.50595,6,-15.636231,7,-15.6525545,9,-15.8363905,"""",-15.897772,I,,-15.910624,2,assistant,1714165743,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,126,127,61,,,,,,,,
64,2,Ullman Expansion,52,1A-EN/21,1A-EN,21,1A,Unexpected Contents,Transparent,"Here is a bag filled with popcorn. There is no chocolate in the bag. The bag is made of transparent plastic, so you can see what is inside. Yet, the label on the bag says ’chocolate’ and not “popcorn.” Sam finds the bag. She had never seen the bag before. Sam reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,12,popcorn,chatcmpl-9IN6VhULuOfMQvtpEmfpKfqKFAOwo,length,0,2,-0.021021532,2,-0.021021532,1,-3.8735626,3,-11.581218,0,-13.361895, ,-13.428382,"
",-13.784132,4,-13.861513,5,-14.898701,-,-14.941431,２,-14.9552765,"

",-15.658473,7,-15.949995,6,-15.988108,9,-15.996753,,-16.005533,**,-16.28818,The,-16.38262,8,-16.486616,I,-17.031916,"""",,-17.093721,2,assistant,1714165743,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,173,174,61,,,,,,,,
65,2,Ullman Expansion,52,1A-EN/21,1A-EN,21,1A,Unexpected Contents,Transparent,"Here is a bag filled with popcorn. There is no chocolate in the bag. The bag is made of transparent plastic, so you can see what is inside. Yet, the label on the bag says ’chocolate’ and not “popcorn.” Sam finds the bag. She had never seen the bag before. Sam reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,14,popcorn,chatcmpl-9IN6WxXUoDknqANDSzPNj36tEoIN8,length,0,1,-0.00047964725,1,-0.00047964725,2,-7.6488905,**,-14.274797,0,-14.979601, ,-15.302115,-,-15.568123,Sorry,-15.580228,3,-15.765605,You,-16.07981,I,-16.298971,The,-16.674322,１,-16.784136,4,-17.10613,5,-17.161543,This,-17.2544,A,-17.337292,***,-17.381361,9,-17.398565,It,-17.466017,There,,-17.522057,1,assistant,1714165744,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,225,226,61,,,,,,,,
66,2,Ullman Expansion,53,1B-EN/72,1B-EN,72,1B,Unexpected Contents,Uninformative,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam cannot read. Sam looks at the label.",English,Ullman Expansion: 1B (English),English,,,"1_EN/1B, 2_EN/1B, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN/1B,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate, uncertainty",Closed-ended,English,,,1,Belief,21,uncertainty,chatcmpl-9IN6WrkBCLmRoN4X9VZUiEec06Dro,length,0,2,-0.50172746,2,-0.50172746,3,-0.96198785,1,-4.3921695,4,-12.383306, ,-13.442385,"
",-13.889773,<|end|>,-15.035294,-,-15.203554,5,-15.35882,**,-15.483217,"

",-15.505701,0,-15.647196,The,-15.864411,I,-16.215738,{,-16.265556,6,-16.53218,Please,-16.562557,#,-16.625263,(,-16.629932," 
",,-16.652622,2,assistant,1714165744,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,127,128,62,,,,,,,,
67,2,Ullman Expansion,53,1B-EN/72,1B-EN,72,1B,Unexpected Contents,Uninformative,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam cannot read. Sam looks at the label.",English,Ullman Expansion: 1B (English),English,,,"1_EN/1B, 2_EN/1B, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN/1B,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate, uncertainty",Closed-ended,English,,,1,Action,22,uncertainty,chatcmpl-9IN6WJmhvzUCRX5199QJLb5N3xJAh,length,0,1,-0.13198519,1,-0.13198519,2,-2.0958714,3,-7.3298535, ,-12.115858,4,-12.38883,0,-12.741226,"
",-13.272848,5,-13.970821,**,-14.141348,-,-14.1686325,The,-14.642733,7,-14.93589,I,-14.937719,6,-15.191257,RESP,-15.234928,8,-15.292315,"""",-15.361153,9,-15.426689,!,-15.451803,１,,-15.575834,1,assistant,1714165744,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,177,178,62,,,,,,,,
68,2,Ullman Expansion,53,1B-EN/72,1B-EN,72,1B,Unexpected Contents,Uninformative,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam cannot read. Sam looks at the label.",English,Ullman Expansion: 1B (English),English,,,"1_EN/1B, 2_EN/1B, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,24,popcorn,chatcmpl-9IN6XVWKUKadgfPbbhcyslyDixuPl,length,0,1,-0.00033689264,1,-0.00033689264,2,-8.0063505,3,-13.130248,0,-14.888103, ,-15.213669,Sorry,-16.027863,-,-16.22323,4,-16.671534,**,-16.791773,#,-16.83841,I,-16.838854,5,-17.259712,１,-17.693516,Invalid,-17.866478,7,-17.927467,9,-17.956823,You,-17.990475,The,-18.053415,"
",-18.093649,Thank,,-18.168573,1,assistant,1714165745,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,229,230,62,,,,,,,,
69,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,31,popcorn,chatcmpl-9IN6Xkm7OY62h2otdI0r58PC2QcTl,length,0,2,-0.0662231,2,-0.0662231,1,-2.7483692, ,-11.13028,3,-11.141232,**,-12.636647,0,-12.776085,-,-13.436024,4,-14.039801,"
",-14.507805,#,-14.658754,The,-14.8354025,"""",-14.843856,5,-14.925126,２,-15.376243,ERROR,-15.416995,7,-15.465316,*,-15.49953,Answer,-15.521227,***,-15.538628,[,,-15.651708,2,assistant,1714165745,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,157,158,63,,,,,,,,
70,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,32,popcorn,chatcmpl-9IN6YrNgiLwDYZ9i0ZiSu6Irq5n5X,length,0,2,-0.0043440717,2,-0.0043440717,1,-5.4439955,3,-12.068798, ,-13.437654,２,-13.872243,"
",-13.887094,-,-14.560923,4,-14.695007,,-15.224873,0,-15.335116,5,-15.798522,The,-15.90904,**,-15.988158,"

",-16.10997,I,-16.428972,7,-16.810333,9,-16.849419,6,-16.992365,₂,-17.032124,_,,-17.079697,2,assistant,1714165746,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,204,205,63,,,,,,,,
71,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,34,popcorn,chatcmpl-9IN6YlYXlTOK7ZZVl7hMjC7d7fG0q,length,0,1,-0.17799656,1,-0.17799656,2,-1.8137692, ,-12.307488,3,-12.324696,0,-13.440839,4,-13.866571,-,-14.660624,**,-14.695492,5,-14.696822,"
",-14.7254305,7,-15.561564,１,-15.566176,6,-15.726807,9,-15.923215,8,-16.043762,I,-16.13337,２,-16.558374,The,-16.61917,ERROR,-16.630198,A,,-16.763084,1,assistant,1714165746,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,256,257,63,,,,,,,,
72,2,Ullman Expansion,55,1D-EN/21,1D-EN,21,1D,Unexpected Contents,Late Label,Sam fills a bag with popcorn and closes it. There is no chocolate in the bag. Sam writes a label and puts it on the bag. Sam looks at the bag. She cannot see what is inside the bag. Sam reads the label. The label says the bag has chocolate in it.,English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,41,popcorn,chatcmpl-9IN6YlYfdQK6QfZMyazRQcv9DLPuJ,length,0,1,-0.21036015,1,-0.21036015,2,-1.6628653,0,-9.917382, ,-10.890044,**,-11.297971,3,-11.379422,-,-12.042493,"
",-13.1895075,#,-13.900964,The,-14.027993,Answer,-14.297128,4,-14.456046,"""",-14.479035,`,-14.923896,7,-14.952267,*,-14.9723425,You,-15.077944,5,-15.099679,{,-15.120974,I,,-15.198198,1,assistant,1714165746,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,117,118,64,,,,,,,,
