,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_bytes,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_7_bytes,choices_0_logprobs_content_0_top_logprobs_17_bytes,choices_0_logprobs_content_0_top_logprobs_19_bytes,choices_0_logprobs_content_0_top_logprobs_18_bytes,choices_0_logprobs_content_0_top_logprobs_9_bytes,choices_0_logprobs_content_0_top_logprobs_16_bytes
63,2,Ullman Expansion,52,1A-EN/21,1A-EN,21,1A,Unexpected Contents,Transparent,"Here is a bag filled with popcorn. There is no chocolate in the bag. The bag is made of transparent plastic, so you can see what is inside. Yet, the label on the bag says ’chocolate’ and not “popcorn.” Sam finds the bag. She had never seen the bag before. Sam reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,11,popcorn,chatcmpl-9IMImphnVNOFGmddCwNu5gZJwVKyw,length,0,1,-0.51541233,1,-0.51541233,2,-0.9095545, ,-11.438209,3,-11.689461,0,-12.489348,"
",-12.575918,**,-12.807671,-,-13.058913,The,-14.253816,4,-14.382903,"

",-14.630343,Answer,-14.64372,#,-14.809835,"""",,-15.125849,<|end|>,-15.194457,*,-15.210021,You,-15.3801365,I,-15.389151,Please,-15.469971,This,-15.5153885,1,assistant,1714162660,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,126,127,61,,,,,,,
64,2,Ullman Expansion,52,1A-EN/21,1A-EN,21,1A,Unexpected Contents,Transparent,"Here is a bag filled with popcorn. There is no chocolate in the bag. The bag is made of transparent plastic, so you can see what is inside. Yet, the label on the bag says ’chocolate’ and not “popcorn.” Sam finds the bag. She had never seen the bag before. Sam reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,12,popcorn,chatcmpl-9IMInasC3e477Ra3l7NIoTg8X3n8g,length,0,2,-0.04966193,2,-0.04966193,1,-3.0278265,3,-11.024883,0,-12.630711, ,-13.077561,4,-13.656783,"
",-13.838482,-,-14.624845,5,-14.95213,"

",-15.739341,**,-15.742428,7,-15.794017,6,-15.960696,9,,-16.118467,"""",-16.262789,{,-16.276585,２,-16.29436,8,-16.481968,The,-16.48971,[,-16.667418,2,assistant,1714162661,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,173,174,61,,,,,,,
65,2,Ullman Expansion,52,1A-EN/21,1A-EN,21,1A,Unexpected Contents,Transparent,"Here is a bag filled with popcorn. There is no chocolate in the bag. The bag is made of transparent plastic, so you can see what is inside. Yet, the label on the bag says ’chocolate’ and not “popcorn.” Sam finds the bag. She had never seen the bag before. Sam reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,14,popcorn,chatcmpl-9IMInRoiNnv5JJZ9PykXIcxQO8MfD,length,0,1,-0.00019030878,1,-0.00019030878,2,-8.581675,**,-14.739879,0,-15.004652,Sorry,-15.245914,I,-15.397263,You,-15.710198,3,-16.014545,The,-16.225973,-,-16.459839,It,-16.657635,This,-16.752289, ,-16.769241,Correct,,-17.044193,There,-17.079258,Incorrect,-17.082813,Answer,-17.125227,A,-17.227634,Oops,-17.49339,4,-17.598434,1,assistant,1714162661,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,225,226,61,,,,,,,
66,2,Ullman Expansion,53,1B-EN/72,1B-EN,72,1B,Unexpected Contents,Uninformative,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam cannot read. Sam looks at the label.",English,Ullman Expansion: 1B (English),English,,,"1_EN/1B, 2_EN/1B, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN/1B,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate, uncertainty",Closed-ended,English,,,1,Belief,21,uncertainty,chatcmpl-9IMInqUtGgSfWLc78GsUwdigm462G,length,0,2,-0.22223365,2,-0.22223365,3,-1.7211217,1,-3.8927774, ,-12.129357,4,-12.346347,"
",-13.100827,-,-14.491669,0,-14.722858,**,-14.764925,<|end|>,-14.780842,5,-15.007527,"

",-15.083133,(,-15.492912,The,,-15.588104,#,-15.6978035," 
",-15.777277,I,-15.813003,{,-15.86445,Please,-15.9254675,6,-15.977465,2,assistant,1714162661,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,127,128,62,,,,,,,
67,2,Ullman Expansion,53,1B-EN/72,1B-EN,72,1B,Unexpected Contents,Uninformative,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam cannot read. Sam looks at the label.",English,Ullman Expansion: 1B (English),English,,,"1_EN/1B, 2_EN/1B, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN/1B,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate, uncertainty",Closed-ended,English,,,1,Action,22,uncertainty,chatcmpl-9IMIojQGWt5mBfLx1wPfwIPYNRAxn,length,0,1,-0.31586677,1,-0.31586677,2,-1.3078139,3,-7.831532, ,-11.673675,4,-12.417637,"
",-12.562165,0,-12.575817,-,-13.703998,5,-13.813351,**,-13.832442,The,-14.479583,I,-14.810195,7,-14.894458,6,,-15.08587,"

",-15.1000595,RESP,-15.143242,8,-15.21619,Please,-15.315646,9,-15.365091,!,-15.5285635,1,assistant,1714162662,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,177,178,62,,,,,,,
68,2,Ullman Expansion,53,1B-EN/72,1B-EN,72,1B,Unexpected Contents,Uninformative,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam cannot read. Sam looks at the label.",English,Ullman Expansion: 1B (English),English,,,"1_EN/1B, 2_EN/1B, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,24,popcorn,chatcmpl-9IMIo4Ar91YpzEQyszKrrECjXhNj7,length,0,1,-0.0012234434,1,-0.0012234434,2,-6.7081633,3,-14.269731, ,-14.847088,0,-15.180704,-,-16.516237,**,-16.522451,4,-17.297413,Sorry,-17.356283,#,-17.640902,"
",-17.666616,5,-17.78409,Correct,-17.805956,!,,-17.827604,I,-17.875412,１,-18.324295,7,-18.348883,9,-18.413702,The,-18.525434,A,-18.57921,1,assistant,1714162662,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,229,230,62,,,,,,,
69,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,31,popcorn,chatcmpl-9IMIpl2QCCOg1kmxVkEEcX555yvlK,length,0,2,-0.10177721,2,-0.10177721,1,-2.3362076,3,-10.376584, ,-11.612774,0,-12.047842,**,-12.488914,-,-12.791052,4,-13.133465,The,-13.436089,"
",-13.619997,5,-13.821129,Answer,-14.063016,#,-14.270855,Please,,-14.296642,I,-14.521695,7,-14.643742,２,-14.702102,[,-14.8249855,"""",-14.829831,6,-14.856918,2,assistant,1714162663,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,157,158,63,,,,,,,
70,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,32,popcorn,chatcmpl-9IMIpqKaSrKf7443DVnM3xYQR7oAD,length,0,2,-0.0018177436,2,-0.0018177436,1,-6.3161106,3,-12.546069,"
",-13.700613, ,-14.13589,２,-14.441911,The,-15.052013,4,-15.19548,-,-15.374095,0,-15.4643955,I,-15.537022,**,-15.945279,"

",-16.000473,,,-16.083838,5,-16.146288,You,-16.35038,Two,-16.824987,This,-17.044306,7,-17.083092,It,-17.168852,2,assistant,1714162663,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,204,205,63,,,,,,,
71,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,34,popcorn,chatcmpl-9IMIpvExoU5wj6YxukYwTrzepj3cK,length,0,1,-0.1435121,1,-0.1435121,2,-2.0123646,3,-12.427343, ,-12.474857,0,-13.0583935,4,-13.922721,5,-14.562437,-,-14.699062,**,-14.823347,"
",-15.015111,１,-15.030019,I,-15.369557,7,-15.692388,9,,-15.750909,The,-15.752416,6,-15.786037,Sorry,-15.9490185,8,-16.095642,２,-16.100117,ERROR,-16.129461,1,assistant,1714162663,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,256,257,63,,,,,,,
72,2,Ullman Expansion,55,1D-EN/21,1D-EN,21,1D,Unexpected Contents,Late Label,Sam fills a bag with popcorn and closes it. There is no chocolate in the bag. Sam writes a label and puts it on the bag. Sam looks at the bag. She cannot see what is inside the bag. Sam reads the label. The label says the bag has chocolate in it.,English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,41,popcorn,chatcmpl-9IMIqAgADgMLFWFDTAu3dWayxULcQ,length,0,1,-0.0019272094,1,-0.0019272094,2,-6.26982,0,-11.08714, ,-12.050626,**,-12.810914,3,-13.118926,-,-14.145969,"
",-14.194135,The,-14.870108,7,-15.068638,Answer,-15.192119,I,-15.265629,#,-15.365183,`,,-15.376359,Sorry,-15.413783,5,-15.424375,\,-15.435278,4,-15.700929,You,-15.800179,9,-15.99868,1,assistant,1714162664,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,117,118,64,,,,,,,
73,2,Ullman Expansion,55,1D-EN/21,1D-EN,21,1D,Unexpected Contents,Late Label,Sam fills a bag with popcorn and closes it. There is no chocolate in the bag. Sam writes a label and puts it on the bag. Sam looks at the bag. She cannot see what is inside the bag. Sam reads the label. The label says the bag has chocolate in it.,English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,42,popcorn,chatcmpl-9IMIq6Jj6KMex1ykcQExM5nlyl3ze,length,0,1,-0.3231614,1,-0.3231614,2,-1.286937,0,-11.647542, ,-12.349185,"
",-12.404173,3,-12.478981,**,-13.846556,-,-14.185829,4,-14.664998,"

",-15.056372,The,-15.364018,5,-15.433267,"""",-15.662058,#,,-15.791826,7,-15.902063,I,-16.26221,9,-16.272509,\,-16.314486,!,-16.320988,No,-16.325066,1,assistant,1714162664,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,164,165,64,,,,,,,
74,2,Ullman Expansion,55,1D-EN/21,1D-EN,21,1D,Unexpected Contents,Late Label,Sam fills a bag with popcorn and closes it. There is no chocolate in the bag. Sam writes a label and puts it on the bag. Sam looks at the bag. She cannot see what is inside the bag. Sam reads the label. The label says the bag has chocolate in it.,English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,44,popcorn,chatcmpl-9IMIrtWd5nRxv8CV4jdCwwbaRjtuq,length,0,1,-0.0038877192,1,-0.0038877192,2,-5.5531697,0,-13.30795, ,-13.901075,**,-14.031716,3,-15.062788,-,-16.377197,4,-16.543888,１,-16.683308,5,-16.848366,Sorry,-16.881733,Invalid,-17.012568,9,-17.13713,7,,-17.188473,I,-17.189716,The,-17.386513,#,-17.59331,Incorrect,-17.600868,\xf0\x9f,-17.631573,8,-17.634659,1,assistant,1714162665,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,216,217,64,,,,,,,
75,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,5,çikolata,chatcmpl-9IMIrAOymMxaE4AtYd6ibDsWUxS34,length,0,2,-0.37676123,2,-0.37676123,1,-1.165921,3,-8.129216,İ,-8.260142,Bu,-8.447869,R,-8.522056,E,-8.609706,Y,-8.660129,C,-8.963716,0,-9.142478,Ben,-9.849919,CE,-9.938756,Ö,-9.948239,As,,-9.977662,Ç,-10.012752,B,-10.098577,Tor,-10.1909895,Do,-10.536445,Et,-10.565068,**,-10.605496,2,assistant,1714162665,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,200,201,65,,,,,,,
76,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,7,çikolata,chatcmpl-9IMIrMyDebMaVHKMSBQUoWfIRwWQv,length,0,2,-0.6370689,2,-0.6370689,1,-0.75291556, ,-10.220561,Y,-10.74463,3,-10.940162,0,-11.680571,Ç,-11.744737,Pat,-12.001134,E,-12.017769,4,-12.03903,"
",-12.2536955,İ,-12.353813,B,-12.59589,5,,-12.854112,-,-13.014159,{,-13.033034,"""",-13.203582,C,-13.288658,6,-13.444525,7,-13.47166,2,assistant,1714162665,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,278,279,65,,,,,,,
77,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,10,patlamış mısır,chatcmpl-9IMIsfWkvuhtcbe3KrfKaR1Sw06G2,length,0,1,-0.4927884,1,-0.4927884,2,-0.9446393,Ç,-9.9632225, ,-10.166918,B,-10.353683,Bu,-10.704878,Y,-11.086454,0,-11.3537035,3,-11.437483,"
",-11.9364195,Ben,-11.951953,Ö,-12.203038,Pat,-12.21673,İ,,-12.384996,E,-12.901433,\xc5,-13.1183195,S,-13.12395,A,-13.12649,Bur,-13.336085,Hang,-13.463995,1,assistant,1714162666,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,362,363,65,,,,,,,
78,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,15,patlamış mısır,chatcmpl-9IMIsIR0xoyMIl5Xksf574O4rmJj7,length,0,2,-0.33333603,2,-0.33333603,1,-1.2733537,E,-7.4894466,C,-7.6285152,Ç,-7.744419,Do,-8.153021,3,-8.366106,Y,-8.426825,İ,-8.695173,Bu,-9.109053,CE,-9.132668,R,-9.269081,"""",-9.322336,0,,-9.337116,**,-9.702057,B,-9.756336,Ö,-9.831173, ,-9.918541,Ben,-10.319292,As,-10.330021,2,assistant,1714162666,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,219,220,66,,,,,,,
79,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,17,patlamış mısır,chatcmpl-9IMItellrkPeT5qfbPN3ArlwnulNO,length,0,1,-0.037205797,1,-0.037205797,2,-3.311555,Y,-11.521003, ,-11.6246195,"
",-12.051419,E,-12.299913,3,-12.397947,Ç,-12.87488,B,-13.00905,{,-13.29553,0,-13.394442,4,-13.463409,"""",-13.471427,İ,,-13.558781,Ö,-13.927688,Se,-14.034321,A,-14.063679,5,-14.191316,**,-14.316074,K,-14.347899,1,assistant,1714162667,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,297,298,66,,,,,,,
80,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,20,patlamış mısır,chatcmpl-9IMItLKJUre7IMAjT6w8PLHAnlZYk,length,0,1,-0.008283347,1,-0.008283347,2,-4.8074393,Pat,-11.421703,Ç,-11.451092,B,-12.034807,Ö,-12.045279,Bu,-12.092524,Y,-12.25639, ,-12.300365,3,-12.435522,0,-12.449995,E,-12.768994,İ,-12.903265,Ben,,-13.1442995,A,-13.736826,"
",-14.156632,pat,-14.175165,S,-14.387971,Tek,-14.553656,**,-14.653336,1,assistant,1714162667,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,381,382,66,,,,,,,
81,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1/1B,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Belief,25,belirsizlik,chatcmpl-9IMIuKt7gNTn4ORIRGvytoZxKQgju,length,0,2,-0.09890179,2,-0.09890179,1,-2.6937904,3,-3.6629658,R,-8.615681,Y,-8.837849,Ç,-9.221874,**,-9.637892,Ben,-9.845457,E,-10.079643,C,-10.08028,Bu,-10.5449295,İ,-10.689186,4,-10.778545, ,,-10.956802,5,-11.35643,Do,-11.437874,"""",-11.525734,(,-11.562708,B,-11.637503,Bur,-11.649361,2,assistant,1714162668,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,216,217,67,,,,,,,
82,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR/1B,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Action,27,belirsizlik,chatcmpl-9IMIuIL1PZimhMUiwZkYlXEpTnm0T,length,0,2,-0.1905543,2,-0.1905543,1,-1.771401,3,-5.7109094, ,-10.843837,Y,-11.162938,4,-11.722995,İ,-12.156851,0,-12.338699,Ç,-12.402515,E,-12.549362,5,-12.826986,B,-12.957586,{,-12.975703,"
",,-12.989231,Bu,-13.174965,-,-13.22189,Ben,-13.323665,**,-13.886724,O,-13.965279,A,-14.032203,2,assistant,1714162668,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,300,301,67,,,,,,,
