,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_bytes,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_9_bytes,choices_0_logprobs_content_0_top_logprobs_16_bytes,choices_0_logprobs_content_0_top_logprobs_12_bytes,choices_0_logprobs_content_0_top_logprobs_18_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes,choices_0_logprobs_content_0_top_logprobs_13_bytes,choices_0_logprobs_content_0_top_logprobs_17_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_6_bytes,choices_0_logprobs_content_0_top_logprobs_11_bytes
65,2,Ullman Expansion,52,1A-EN/21,1A-EN,21,1A,Unexpected Contents,Transparent,"Here is a bag filled with popcorn. There is no chocolate in the bag. The bag is made of transparent plastic, so you can see what is inside. Yet, the label on the bag says ’chocolate’ and not “popcorn.” Sam finds the bag. She had never seen the bag before. Sam reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,14,popcorn,chatcmpl-9IMz7ewcM6unOeukHPYSrOznWbwYC,length,0,1,-0.0035972176,1,-0.0035972176,2,-5.6312885,0,-12.973903,**,-14.250284, ,-14.43627,3,-14.617548,-,-14.891742,Sorry,-15.136945,The,-16.116646,This,-16.32629,You,-16.368298,Correct,-16.46622,Unfortunately,-16.579428,4,-16.588696,Incorrect,-16.62416,１,-16.635845,5,-16.651367,"
",-16.701958,I,-16.756088,A,,-16.924831,1,assistant,1714165285,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,225,226,61,,,,,,,,,,
66,2,Ullman Expansion,53,1B-EN/72,1B-EN,72,1B,Unexpected Contents,Uninformative,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam cannot read. Sam looks at the label.",English,Ullman Expansion: 1B (English),English,,,"1_EN/1B, 2_EN/1B, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN/1B,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate, uncertainty",Closed-ended,English,,,1,Belief,21,uncertainty,chatcmpl-9IMz7TfYs5s0tHX0h6Hf6FOqvgDG1,length,0,2,-0.5211887,2,-0.5211887,3,-0.94915766,1,-3.9578495,4,-11.888731, ,-12.715115,"
",-14.483067,<|end|>,-14.694473,5,-14.821849,0,-14.858537,-,-14.979115,**,-15.355611,The,-15.711092,I,-15.929206,6,-15.931836,"

",-16.204168,*,-16.352663,7,-16.46196,(,-16.477587,Please,-16.538534,#,,-16.64625,2,assistant,1714165285,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,127,128,62,,,,,,,,,,
67,2,Ullman Expansion,53,1B-EN/72,1B-EN,72,1B,Unexpected Contents,Uninformative,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam cannot read. Sam looks at the label.",English,Ullman Expansion: 1B (English),English,,,"1_EN/1B, 2_EN/1B, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN/1B,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate, uncertainty",Closed-ended,English,,,1,Action,22,uncertainty,chatcmpl-9IMz7iX6ZlWwmIeyRODugCKORxSop,length,0,1,-0.18173935,1,-0.18173935,2,-1.8145022,3,-5.7335734,4,-11.986249, ,-12.014232,0,-12.961673,"
",-13.03814,5,-13.723271,-,-14.113639,**,-14.330608,7,-15.003461,The,-15.168543,6,-15.299888,I,-15.4267025,8,-15.531417,9,-15.650358,!,-15.755525,"""",-15.775258,"

",-15.847229,RESP,,-15.882602,1,assistant,1714165285,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,177,178,62,,,,,,,,,,
68,2,Ullman Expansion,53,1B-EN/72,1B-EN,72,1B,Unexpected Contents,Uninformative,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam cannot read. Sam looks at the label.",English,Ullman Expansion: 1B (English),English,,,"1_EN/1B, 2_EN/1B, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,24,popcorn,chatcmpl-9IMz8jAjE5QDccB8rk5zLPT7FfpfQ,length,0,1,-0.0003768112,1,-0.0003768112,2,-7.8887777,3,-14.108782, ,-15.218602,0,-15.576015,Sorry,-16.271309,-,-16.929602,I,-16.933681,**,-17.084023,4,-17.312653,5,-17.454096,"
",-17.476665,#,-17.825161,A,-18.013855,The,-18.048332,9,-18.346409,7,-18.395012,１,-18.467438,Correct,-18.482021,You,,-18.588032,1,assistant,1714165286,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,229,230,62,,,,,,,,,,
69,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,31,popcorn,chatcmpl-9IMz8MYnZB58yGfTR4gGDfOTAmISx,length,0,2,-0.074596286,2,-0.074596286,1,-2.63348,3,-10.787832, ,-11.24048,0,-12.315658,**,-12.747625,-,-13.349358,4,-13.640909,"
",-14.014247,5,-14.426308,The,-14.7926855,​,-14.876269,#,-15.077616,ERROR,-15.133333,"""",-15.187272,7,-15.39885,２,-15.528576,.,-15.565991,***,-15.574857,6,,-15.60757,2,assistant,1714165286,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,157,158,63,,,,,,,,,,
70,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,32,popcorn,chatcmpl-9IMz8R0Kk38kdfMblhbNFglTXJtyA,length,0,2,-0.0038918767,2,-0.0038918767,1,-5.554618,3,-11.937512, ,-13.375317,２,-13.602016,"
",-13.695863,4,-14.296836,-,-14.56192,0,-15.274305,The,-15.306472,5,-15.411808,I,-15.797432,"

",-15.846403,**,-16.13391,,-16.463213,You,-16.527126,7,-16.612576,9,-16.647915,Two,-16.714508,<|end|>,,-16.945415,2,assistant,1714165286,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,204,205,63,,,,,,,,,,
71,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,34,popcorn,chatcmpl-9IMz9R1EGwYVGSxpwq5lKWVaJ4dGX,length,0,1,-0.07968741,1,-0.07968741,2,-2.5694392, ,-12.119284,3,-12.545455,0,-13.076503,4,-13.82113,5,-14.64483,**,-14.834566,-,-14.889317,１,-15.404231,7,-15.46171,"
",-15.67504,9,-15.714098,6,-15.824889,8,-16.059223,I,-16.2204,ERROR,-16.572025,A,-16.573683,The,-16.660925,２,,-17.015783,1,assistant,1714165287,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,256,257,63,,,,,,,,,,
72,2,Ullman Expansion,55,1D-EN/21,1D-EN,21,1D,Unexpected Contents,Late Label,Sam fills a bag with popcorn and closes it. There is no chocolate in the bag. Sam writes a label and puts it on the bag. Sam looks at the bag. She cannot see what is inside the bag. Sam reads the label. The label says the bag has chocolate in it.,English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,41,popcorn,chatcmpl-9IMz9rkrUgrUZ3BuySjBT4nYDWpzO,length,0,1,-0.015505984,1,-0.015505984,2,-4.176917,0,-11.0525465, ,-11.87947,3,-12.390317,**,-12.789651,"
",-13.154355,-,-13.833914,The,-14.305369,Answer,-14.561381,I,-15.106865,"

",-15.128642,`,-15.222357,#,-15.301582,4,-15.329938,\,-15.452733,7,-15.477517,Sorry,-15.519989,5,-15.54627,You,,-15.603012,1,assistant,1714165287,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,117,118,64,,,,,,,,,,
73,2,Ullman Expansion,55,1D-EN/21,1D-EN,21,1D,Unexpected Contents,Late Label,Sam fills a bag with popcorn and closes it. There is no chocolate in the bag. Sam writes a label and puts it on the bag. Sam looks at the bag. She cannot see what is inside the bag. Sam reads the label. The label says the bag has chocolate in it.,English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,42,popcorn,chatcmpl-9IMzAVD0pXkptROo5V2wGRutr0vLj,length,0,1,-0.5385937,1,-0.5385937,2,-0.87612766,0,-11.080803,3,-12.086865,"
",-12.324638, ,-12.500923,**,-13.703862,-,-14.10996,4,-14.47763,The,-14.879665,"

",-14.88754,5,-14.946673,{,-15.373076,7,-15.526817,#,-15.551557,"""",-15.5863495,9,-15.6425295,!,-15.707252,I,-15.809704,No,,-16.04696,1,assistant,1714165288,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,164,165,64,,,,,,,,,,
74,2,Ullman Expansion,55,1D-EN/21,1D-EN,21,1D,Unexpected Contents,Late Label,Sam fills a bag with popcorn and closes it. There is no chocolate in the bag. Sam writes a label and puts it on the bag. Sam looks at the bag. She cannot see what is inside the bag. Sam reads the label. The label says the bag has chocolate in it.,English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,44,popcorn,chatcmpl-9IMzAPNc7omh420uwBidQR43IPqWY,length,0,1,-0.005116346,1,-0.005116346,2,-5.279683,0,-12.417307, ,-13.48464,**,-14.116816,3,-14.2209425,4,-15.634826,-,-15.874008,5,-15.931358,Invalid,-16.03326,Sorry,-16.244888,１,-16.252668,7,-16.295246,9,-16.331055,Incorrect,-16.542387,I,-16.593872,ERROR,-16.809916,"
",-16.845352,8,-16.867908,A,,-16.969795,1,assistant,1714165288,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,216,217,64,,,,,,,,,,
75,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,5,çikolata,chatcmpl-9IMzAyu43J79BmBJDbk7KvmjCx9eS,length,0,2,-0.47137043,2,-0.47137043,1,-0.9846914,Y,-8.063501,E,-8.489332,Bu,-8.601742,R,-8.6192875,İ,-8.69496,3,-8.940315,CE,-9.213274,C,-9.227566,Tor,-9.295818,0,-9.356804, ,-9.6779175,Ç,-9.730379,"""",-9.860434,Do,-9.912182,B,-9.978861,As,-10.333675,Po,-10.364767,Ö,,-10.404114,2,assistant,1714165288,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,200,201,65,,,,,,,,,,
76,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,7,çikolata,chatcmpl-9IMzBg3sammGge6nc74IPgk9Y1dAC,length,0,1,-0.40327716,1,-0.40327716,2,-1.1033676, ,-10.587226,Y,-11.213524,3,-11.323763,0,-11.978836,E,-12.035764,Ç,-12.350349,"
",-12.381807,4,-12.540026,İ,-12.620712,Pat,-12.7493,B,-12.866247,"""",-12.976792,-,-13.069759,{,-13.161773,5,-13.270029,Ö,-13.703636,K,-13.733535,C,,-13.773064,1,assistant,1714165289,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,278,279,65,,,,,,,,,,
77,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,10,patlamış mısır,chatcmpl-9IMzB9flYOOyhurC1VnqdQ9OpfsPm,length,0,1,-0.040219788,1,-0.040219788,2,-3.2364116,Ç,-10.908443, ,-10.9669285,0,-11.586491,Pat,-11.607781,B,-11.613395,Y,-11.83314,3,-12.139857,Bu,-12.278222,İ,-12.355765,Ö,-12.654255,"
",-12.756611,E,-13.234235,A,-13.644987,Tek,-13.856781,Ben,-13.8715515,S,-13.949346,pat,-14.090206,K,,-14.257359,1,assistant,1714165289,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,362,363,65,,,,,,,,,,
78,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,15,patlamış mısır,chatcmpl-9IMzC43MIxohNxgJBojuJVVd3gLua,length,0,2,-0.4912247,2,-0.4912247,1,-0.9531407,E,-7.7298074,3,-8.178324,İ,-8.260424,Y,-8.536705,Do,-8.702263,C,-8.798983,Ç,-9.060389,CE,-9.154642,**,-9.296457,Bu,-9.365236,0,-9.550879,"""",-9.605528,Ö,-9.931789,R,-10.048105,B,-10.191336,Pat,-10.309673,As,-10.594267, ,,-10.626478,2,assistant,1714165290,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,219,220,66,,,,,,,,,,
79,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,17,patlamış mısır,chatcmpl-9IMzCCrMHM66QRsU0eETJ7KqWcJsf,length,0,1,-0.091893844,1,-0.091893844,2,-2.4335687, ,-10.983318,Y,-11.337667,"
",-12.008746,3,-12.038635,Ç,-12.44186,0,-12.8968725,E,-12.898907,{,-13.102402,B,-13.147283,4,-13.372033,"""",-13.604497,İ,-13.819517,Ö,-13.994502,C,-14.016919,A,-14.041182,5,-14.273182,-,-14.345425,Bu,,-14.370671,1,assistant,1714165290,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,297,298,66,,,,,,,,,,
80,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,20,patlamış mısır,chatcmpl-9IMzCtehRmUDf7hUkDeuqDemeEmrT,length,0,1,-0.008510081,1,-0.008510081,2,-4.7844768,Ç,-10.310874,Pat,-11.283555,Bu,-11.688622,B,-11.819858,Ö,-11.998578,Y,-12.017777,E,-12.224368,0,-12.395854,3,-12.54349,İ,-12.547879,Ben,-12.699954, ,-13.081715,pat,-13.624575,A,-13.739728,S,-13.995518,Tek,-14.021578,Do,-14.355461,Ü,,-14.388146,1,assistant,1714165290,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,381,382,66,,,,,,,,,,
81,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1/1B,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Belief,25,belirsizlik,chatcmpl-9IMzDlpP2KU8Ip8LzefUFnzrx8wC4,length,0,2,-0.031237265,2,-0.031237265,1,-4.043198,3,-4.3829827,R,-8.208339,Y,-9.225629,Ç,-9.660779,**,-9.854657,Ben,-10.415135,İ,-10.759093,C,-10.77843,E,-10.862643, ,-11.289308,Bu,-11.321996,"""",-11.5478735,Do,-11.660476,4,-11.807498,(,-12.034654,Bur,-12.07393,[,-12.102004,B,,-12.110274,2,assistant,1714165291,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,216,217,67,,,,,,,,,,
82,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR/1B,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Action,27,belirsizlik,chatcmpl-9IMzDkoeggpFFEwZoQWkvF4WP4WvW,length,0,2,-0.019507091,2,-0.019507091,1,-4.097895,3,-5.9409623, ,-10.289645,Y,-11.480165,Ç,-12.528152,"
",-12.559136,4,-12.560157,İ,-12.667142,E,-13.162493,B,-13.343397,Ben,-13.457679,5,-13.458873,0,-13.4735775,-,-13.758284,Bu,-14.176914,K,-14.410469,{,-14.422987,A,-14.547153,Ö,,-14.551493,2,assistant,1714165291,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,300,301,67,,,,,,,,,,
83,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,30,patlamış mısır,chatcmpl-9IMzDr1Vj43uCQPHcUJqXQzoSAf0G,length,0,2,-0.02536152,2,-0.02536152,1,-3.691133,3,-10.684012,B,-11.0989065,Ç,-11.535495, ,-11.798413,Ben,-12.350406,İ,-12.360244,Bu,-12.389689,"
",-12.467782,\xc5,-12.596917,Pat,-12.7447,Y,-12.911045,Ik,-13.538391,Ö,-13.631921,A,-13.905264,E,-13.938748,Bur,-14.009271,0,-14.054565,-,,-14.20115,2,assistant,1714165291,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,384,385,67,,,,,,,,,,
