,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_8_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_13_bytes,choices_0_logprobs_content_0_top_logprobs_18_bytes,choices_0_logprobs_content_0_top_logprobs_10_bytes,choices_0_logprobs_content_0_top_logprobs_12_bytes,choices_0_logprobs_content_0_top_logprobs_5_bytes,choices_0_logprobs_content_0_top_logprobs_6_bytes,choices_0_logprobs_content_0_top_logprobs_4_bytes,choices_0_logprobs_content_0_top_logprobs_7_bytes,choices_0_logprobs_content_0_top_logprobs_19_bytes,choices_0_logprobs_content_0_top_logprobs_16_bytes
53,1,Ullman Replication,96,1C-TR/45,1C-TR,45,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,"Ullman Replication: Universal 1 Q1 (Turkish, FBV San)",Turkish,,1.0,1_TR-3,2,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,172,patlamış mısır,chatcmpl-9IUWkoCwoHIHCtqeUEC258CwCXA1e,length,0,2,-0.000117370815,2,-0.000117370815,1,-9.083562,E,-13.312871,**,-13.440053,"
",-14.744227,3,-16.409077, ,-16.639767,Ç,-17.07564,İ,-17.232872,Po,-18.005604,`,-18.042095,Et,-18.137594,{,-18.393919,0,-18.414314,\(,-18.690767,Y,-19.069244,Bu,-19.106182,C,-19.12609,```,-19.183926,"

",-19.284906,2,assistant,1714194278,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,272,273,53,,,,,,,,,,,,
54,1,Ullman Replication,97,1D-TR/45,1D-TR,45,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,"Ullman Replication: Universal 1 Q1 (Turkish, FBV San)",Turkish,,1.0,1_TR-3,2,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,174,patlamış mısır,chatcmpl-9IUWmgzJy0uwfV4hlh3sK7xHwWfbh,length,0,2,-0.0006878906,2,-0.0006878906,1,-7.303865,**,-12.055041,Et,-12.460088,E,-12.545009,"
",-13.66286,Po,-16.598011,3,-17.117458,İ,-17.396107, ,-17.783829,\(,-17.938051,Bu,-17.982485,`,-18.007528,Ç,-18.159332,The,-18.350035,Y,-18.483324,B,-18.524055,Pat,-18.689608,２,-18.961218,Since,-18.991535,2,assistant,1714194280,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,209,210,54,,,,,,,,,,,,
55,1,Ullman Replication,103,2-TR/46,2-TR,46,2,Unexpected Transfer,Base 2,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: Universal 2 Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,176,sepetin,chatcmpl-9IUWnBQunQHP2NsqXp575hxcKYZdT,length,0,2,-1.4855664e-05,2,-1.4855664e-05,Can,-11.298834,**,-13.137634,"
",-14.873571,1,-16.960035, ,-17.596573,3,-17.6238,M,-17.930817,`,-18.50089,C,-18.572945,K,-18.880453,İ,-18.942173,\(,-19.011276,S,-19.30108,"""",-19.48679,5,-19.544203,```,-19.756065, Can,-19.781635,[,-19.840467,4,-19.924137,2,assistant,1714194281,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,210,211,55,,,,,,,,,,,,
56,1,Ullman Replication,104,2A-TR/62,2A-TR,62,2A,Unexpected Transfer,Transparent,"Odada Can, Mehmet, bir kedi, bir şeffaf plastik kutu, ve bir de şeffaf sandık var. Can kediyi alıyor ve sandığın içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sandıktan çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: 2A Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3/2A,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3/2A,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sandığın",Closed-ended,Turkish,,1.0,1,Thought,202,kutunun,chatcmpl-9IUWnVxOdRzrVcZ0eOccstHaGey4V,length,0,2,-2.9040899e-05,2,-2.9040899e-05,Can,-10.621946,**,-12.393511,"
",-15.21525,1,-15.612562,Sand,-16.86191,\(,-17.28258,3,-17.360832, ,-17.363775,K,-17.590445,`,-17.689138,M,-17.806955,C,-18.009619,İ,-18.363188, Can,-18.945826,２,-19.178898,S,-19.281773,₂,-19.32162,>,-19.410875,\[,-19.44491,2,assistant,1714194281,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,219,220,56,,,,,,,,,,,,
57,1,Ullman Replication,105,2C-TR/46,2C-TR,46,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: Universal 2 Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,179,kutunun,chatcmpl-9IUWow9CMC4BCZa8GKUYR31cUxhI3,length,0,2,-0.0024146575,2,-0.0024146575,1,-6.0302505,**,-12.643648,Can,-12.693468,"
",-14.958012,M,-16.647411,\(,-16.681408,3,-16.896862, ,-18.036182,`,-18.125765,İ,-18.578934,K,-18.590517,C,-19.113033,２,-19.210804,S,-19.368786,The,-19.446781,"""",-19.608969,5,-19.632845,***,-19.655499,4,-19.667282,2,assistant,1714194282,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,243,244,57,,,,,,,,,,,,
58,1,Ullman Replication,106,2B-TR/47,2B-TR,47,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: 2B Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3/2B,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3/2B,5,Can kedinin {CEVAP} üstünde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,178,kutunun,chatcmpl-9IUWp4WgRjdkb6Q8izXNJwyUGzNik,length,0,2,-4.334534e-05,2,-4.334534e-05,Can,-10.37444,**,-11.53852,1,-13.451512,"
",-14.759213,3,-16.2415, ,-16.70888,K,-16.855043,M,-17.310751,5,-17.622278,C,-17.630907,İ,-17.723606,`,-17.764662,\(,-17.964178,"""",-18.013218,S,-18.181421,4,-18.301575,O,-18.844374, Can,-18.879337,>,-18.910456,2,assistant,1714194283,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,227,228,58,,,,,,,,,,,,
59,1,Ullman Replication,107,2D-TR/48,2D-TR,48,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Replication: 2D Q1 (Turkish, FBV Zan)",Turkish,,1.0,5_TR-3/2D,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,180,kutunun,chatcmpl-9IUWpwoAwmvggf8PHvjSa4cwDZxmk,length,0,1,-0.012857704,1,-0.012857704,2,-4.361552,M,-11.398088,**,-12.232481,K,-15.540686,"
",-16.34917,3,-16.76118, ,-16.99048,`,-16.998358,İ,-17.082771,\(,-17.568207,C,-17.696722,CE,-18.240465,***,-18.260805,The,-18.42935,{,-18.584846,B,-18.669,Can,-18.746298,0,-18.923674,S,-19.008093,1,assistant,1714194283,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,216,217,59,,,,,,,,,,,,
60,2,Ullman Expansion,51,1-EN/21,1-EN,21,1,Unexpected Contents,Base 1,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. She reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,1,chocolate,chatcmpl-9IUWqoYVHOWgLsR4RvEwCKO1weEb3,length,0,2,-3.888926e-06,2,-3.888926e-06,**,-12.915356,Since,-15.360699,1,-15.459324,Based,-15.581333,Sam,-15.747608,Respond,-15.905764, ,-15.959446,"
",-16.040865,Given,-16.208145,The,-16.379131,２,-17.689352,Despite,-18.079454,`,-18.321236,3,-18.61341,\[,-18.754484,​,-18.97736,She,-19.214859,   ,-19.311073,,-19.325575,2,assistant,1714194284,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,119,120,60,,,,,,,,,,,,
61,2,Ullman Expansion,51,1-EN/21,1-EN,21,1,Unexpected Contents,Base 1,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. She reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,2,chocolate,chatcmpl-9IUWqkOsBREkOV4QhAxDSi8PNpPg8,length,0,2,-4.3202e-07,2,-4.3202e-07,1,-14.739796,**,-17.89174,"
",-18.646912, ,-20.256477,3,-20.658218,２,-22.392395,​,-22.792519,"

",-23.534576,Since,-23.908638,,-24.680569,The,-24.740261,₂,-24.789959,```,-25.109352,***,-25.201069,She,-25.324043,I,-25.363224,,-25.480202,To,-25.487133,Given,-25.487427,2,assistant,1714194284,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,166,167,60,,,,,,,,,,,,
62,2,Ullman Expansion,51,1-EN/21,1-EN,21,1,Unexpected Contents,Base 1,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. She reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,4,popcorn,chatcmpl-9IUWrXPJbHULs26mnUjY6SLj9ro1y,length,0,1,0.0,1,0.0,**,-19.806137, ,-19.925114,"
",-20.33789,2,-20.675785,１,-22.380987,"

",-24.476347,₁,-24.672049,<|end|>,-24.806171,​,-24.825325,   ,-24.953636,3,-25.208641,,-25.312819,  ,-25.541601,The,-25.62151,***,-25.725004,​​,-26.295326,I,-26.302446,-,-26.84358,*,-26.895554,1,assistant,1714194285,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,218,219,60,,,,,,,,,,,,
63,2,Ullman Expansion,52,1A-EN/21,1A-EN,21,1A,Unexpected Contents,Transparent,"Here is a bag filled with popcorn. There is no chocolate in the bag. The bag is made of transparent plastic, so you can see what is inside. Yet, the label on the bag says ’chocolate’ and not “popcorn.” Sam finds the bag. She had never seen the bag before. Sam reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,11,popcorn,chatcmpl-9IUWrFpZ7gVuyknarIP9F0QQtmJXy,length,0,2,-7.107425e-06,2,-7.107425e-06,1,-12.276147,**,-13.591653,Sam,-15.151446,Since,-15.887984,The,-15.9599695,Based,-16.215775,Respond,-16.270893,Given,-16.33388,Despite,-16.448917, ,-16.492716,"
",-16.920383,２,-17.699963,Although,-18.186686,`,-18.527576,3,-18.709307,Even,-19.00198,​,-19.175388,Though,-19.318762,,-19.46428,2,assistant,1714194285,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,126,127,61,,,,,,,,,,,,
64,2,Ullman Expansion,52,1A-EN/21,1A-EN,21,1A,Unexpected Contents,Transparent,"Here is a bag filled with popcorn. There is no chocolate in the bag. The bag is made of transparent plastic, so you can see what is inside. Yet, the label on the bag says ’chocolate’ and not “popcorn.” Sam finds the bag. She had never seen the bag before. Sam reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,12,popcorn,chatcmpl-9IUWsf5NcecdUsEikn8OdOApZNWlU,length,0,2,-1.9361265e-07,2,-1.9361265e-07,1,-16.578037,**,-19.067749,"
",-19.819002, ,-20.906847,3,-21.171429,２,-23.089136,​,-23.545467,Since,-23.638405,"

",-24.055353,The,-24.140137,,-24.920965,₂,-25.110802,```,-25.221968,Given,-25.22329,I,-25.309906,To,-25.398573,​​,-25.470806,  ,-25.698414,   ,-25.762691,2,assistant,1714194286,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,173,174,61,,,,,,,,,,,,
65,2,Ullman Expansion,52,1A-EN/21,1A-EN,21,1A,Unexpected Contents,Transparent,"Here is a bag filled with popcorn. There is no chocolate in the bag. The bag is made of transparent plastic, so you can see what is inside. Yet, the label on the bag says ’chocolate’ and not “popcorn.” Sam finds the bag. She had never seen the bag before. Sam reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,14,popcorn,chatcmpl-9IUWsLvMaqEy28ZbBeKGpx22E2QQz,length,0,1,0.0,1,0.0,2,-21.03056, ,-21.826748,**,-21.907745,"
",-24.962917,１,-25.128387,The,-25.815557,₁,-25.92324,   ,-26.120136,​,-26.431961,I,-26.610981,"

",-27.085493,  ,-27.124506,***,-27.173862,3,-27.226347,,-27.32077,Since,-27.739592,`,-27.7771,```,-27.792538,​​,-27.806028,1,assistant,1714194286,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,225,226,61,,,,,,,,,,,,
66,2,Ullman Expansion,53,1B-EN/72,1B-EN,72,1B,Unexpected Contents,Uninformative,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam cannot read. Sam looks at the label.",English,Ullman Expansion: 1B (English),English,,,"1_EN/1B, 2_EN/1B, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN/1B,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate, uncertainty",Closed-ended,English,,,1,Belief,21,uncertainty,chatcmpl-9IUWtjxoyH1INfsOtxMrCBaRbwZsi,length,0,3,-0.26128915,3,-0.26128915,2,-1.4707847,1,-8.563414,Since,-12.413155,Sam,-13.547073,Given,-15.594965,**,-16.293303,Based,-17.070253,If,-17.4825,Respond,-17.53389,The,-17.930872,"
",-17.966492, ,-18.175943,Considering,-18.625229,She,-19.2876,Despite,-19.79505,Answer,-19.83082, Sam,-19.982033,Because,-20.08261,Even,-20.125208,3,assistant,1714194287,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,127,128,62,,,,,,,,,,,,
67,2,Ullman Expansion,53,1B-EN/72,1B-EN,72,1B,Unexpected Contents,Uninformative,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam cannot read. Sam looks at the label.",English,Ullman Expansion: 1B (English),English,,,"1_EN/1B, 2_EN/1B, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN/1B,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate, uncertainty",Closed-ended,English,,,1,Action,22,uncertainty,chatcmpl-9IUWtneGVVGhPxSGUaALLI8c2ShRm,length,0,2,-0.040221736,2,-0.040221736,1,-3.2432628,3,-7.856624,"
",-19.310143,Since,-19.597424, ,-20.188108,**,-20.54427,4,-21.301336,The,-22.257633,I,-22.644346,"

",-22.707724,This,-23.415874,Correct,-23.66734,Given,-23.716953,​,-23.797283,Here,-24.164637,If,-24.577297,To,-24.59369,２,-24.619568,There,-24.6392,2,assistant,1714194287,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,177,178,62,,,,,,,,,,,,
68,2,Ullman Expansion,53,1B-EN/72,1B-EN,72,1B,Unexpected Contents,Uninformative,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam cannot read. Sam looks at the label.",English,Ullman Expansion: 1B (English),English,,,"1_EN/1B, 2_EN/1B, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,24,popcorn,chatcmpl-9IUWuIbWaIcBDe9wBJVgROE6xo0A0,length,0,1,0.0,1,0.0, ,-22.178982,**,-23.260872,"
",-23.694992,2,-24.353954,１,-25.862476,3,-26.62392,"

",-26.904207,₁,-27.036335,   ,-27.163425,The,-27.411495,,-27.608782,  ,-27.838703,I,-28.081554,<|end|>,-28.434631,​,-28.502033,```,-28.698036,Sorry,-28.730606,Given,-29.056805,Correct,-29.187458,1,assistant,1714194288,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,229,230,62,,,,,,,,,,,,
69,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,31,popcorn,chatcmpl-9IUWvu0QAvydhe4KZsfslgAnpN6a8,length,0,1,-7.89631e-07,1,-7.89631e-07,**,-14.421273,2,-15.784436,１,-18.298592, ,-18.80328,Respond,-19.654552,`,-19.686775,"
",-19.707455,₁,-20.024239,The,-20.067324,Sam,-20.718035,Based,-20.73476,0,-20.871037,Given,-21.089388,,-21.148907,3,-21.479479,*,-21.964197,Since,-22.146494,{,-22.2587,***,-22.460747,1,assistant,1714194289,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,157,158,63,,,,,,,,,,,,
70,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,32,popcorn,chatcmpl-9IUWvSgD12xt2GB6v3BZdSVZN19py,length,0,1,-0.0027675482,1,-0.0027675482,2,-5.891199,3,-19.031885,**,-19.82181,"
",-20.127623, ,-22.536228,Since,-23.841574,１,-23.858883,The,-24.930601,Given,-25.10236,​,-25.478716,```,-25.55926,4,-25.85359,***,-26.127039,0,-26.172255,I,-26.177832,"

",-26.274796,*,-26.33238,,-26.350733,₁,-26.373844,1,assistant,1714194289,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,204,205,63,,,,,,,,,,,,
71,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,34,popcorn,chatcmpl-9IUWwFKhEQ2jc3GmQ26jPnkSp4dZB,length,0,1,-1.9361265e-07,1,-1.9361265e-07,2,-15.73138,**,-21.360163, ,-22.195255,"
",-22.264572,１,-23.913538,3,-24.104479,The,-25.573254,₁,-25.980028,​,-26.213503,***,-27.00682,"

",-27.016037,*,-27.494371,I,-27.537321,,-27.557417,   ,-27.567759,  ,-27.81211,`,-27.953508,-,-27.95803,This,-28.022362,1,assistant,1714194290,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,256,257,63,,,,,,,,,,,,
