,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_6_bytes,choices_0_logprobs_content_0_top_logprobs_7_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes,choices_0_logprobs_content_0_top_logprobs_9_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_5_bytes,choices_0_logprobs_content_0_top_logprobs_10_bytes,choices_0_logprobs_content_0_top_logprobs_12_bytes,choices_0_logprobs_content_0_top_logprobs_2_bytes,choices_0_logprobs_content_0_top_logprobs_8_bytes,choices_0_logprobs_content_0_top_logprobs_4_bytes,choices_0_logprobs_content_0_top_logprobs_11_bytes,choices_0_logprobs_content_0_top_logprobs_17_bytes
41,1,Ullman Replication,42,2B-TR/12,2B-TR,12,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Replication: 2B Q1 (Turkish),Turkish,,,5_TR-1/2B,2,Turkish,Yardımsever bir asistansın.,0,5_TR-1/2B,5,Can kedinin {CEVAP} üstünde olduğunu düşünüyor.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Thought,73,kutunun,chatcmpl-9IUs4IMiaIxzeYbV6LRB6CkQXSVFX,length,0,2,-2.8802491e-05,2,-2.8802491e-05,Can,-10.758303,**,-12.144632,1,-13.282534,"
",-15.013573,M,-16.85966, ,-17.499186,3,-17.52565,K,-17.896435,\(,-18.25677,`,-18.32756,C,-18.380278,5,-19.116919,"""",-19.247908,İ,-19.273897, Can,-19.651304,S,-19.654734,*,-19.659405,[,-19.810305,4,-19.823092,2,assistant,1714195600,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,229,230,41,,,,,,,,,,,,,
42,1,Ullman Replication,43,2B-TR/13,2B-TR,13,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: 2B Q1 (Turkish, FBV Zan)",Turkish,1.0,,5_TR-2/2B,2,Turkish,Yardımsever bir asistansın.,0,5_TR-2/2B,5,Can kedinin {CEVAP} üstünde olduğunu zannediyor.,"kutunun, sepetin",Closed-ended,Turkish,1.0,,1,Thought,74,kutunun,chatcmpl-9IUs5jLuh1ftiXO3DHOiDgkA6I07L,length,0,2,-4.9186317e-05,2,-4.9186317e-05,Can,-10.654562,1,-10.818218,**,-12.425686,M,-14.457367,"
",-14.936506,3,-15.783424,K,-16.2698, ,-16.890652,5,-16.91522,C,-16.988754,İ,-17.859959,S,-17.866844,`,-17.92036,4,-18.218714,The,-18.388643,\(,-18.451332,"""",-18.574642,Bu,-18.61391,Se,-18.645164,2,assistant,1714195601,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,227,228,42,,,,,,,,,,,,,
43,1,Ullman Replication,44,2B-EN/14,2B-EN,14,2B,Unexpected Transfer,Relationship,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it on the basket. He leaves the room and goes to school. While John is away, Mark takes the cat off the basket and puts it on the box. Mark leaves the room and goes to work. John comes back from school and enters the room. John looks around the room. He doesn’t know what happened in the room when he was away.",English,Ullman Replication: 2B Q2 (English),English,,,6_EN/2B,1,English,You are a helpful assistant.,0,6_EN/2B,6,John will look for the cat on the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Action,70,box,chatcmpl-9IUs5BHS4UrnDKe0nrbBcQnVOgfbt,length,0,2,-6.869018e-06,2,-6.869018e-06,**,-11.913194,John,-16.9462,1,-17.105448,"
",-17.490894,The,-17.569422,`,-17.933384, ,-18.910082,3,-18.952072,₂,-18.978298,２,-19.087542,,-19.222406,Respond,-19.723991,\(,-19.780426,\[,-19.922411,Based,-20.003654,Since,-20.198093,To,-20.23124,In,-20.56997,```,-20.593493,2,assistant,1714195601,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,155,156,43,,,,,,,,,,,,,
44,1,Ullman Replication,45,2B-TR/15,2B-TR,15,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Replication: 2B Q2 (Turkish),Turkish,,,6_TR/2B,2,Turkish,Yardımsever bir asistansın.,0,6_TR/2B,6,Can kediyi {CEVAP} üstünde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,75,kutunun,chatcmpl-9IUs6qZrPjeZoeKvxoVUcahoTmpEe,length,0,2,-0.00038241007,2,-0.00038241007,1,-8.072024,Can,-9.751206,**,-11.547772,"
",-13.929635,M,-14.131944,K,-16.583923,3,-16.625881, ,-17.091265,\(,-17.182558,C,-17.240112,`,-17.594307,İ,-17.788458,S,-17.915009,5,-18.012737,***,-18.192312,"""",-18.260147,２,-18.274294,Se,-18.428661,B,-18.589302,2,assistant,1714195602,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,225,226,44,,,,,,,,,,,,,
45,1,Ullman Replication,46,2D-EN/16,2D-EN,16,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Replication: 2D Q1 (English),English,,,5_EN/2D,1,English,You are a helpful assistant.,0,5_EN/2D,5,Mark thinks that the cat is in the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Thought,87,box,chatcmpl-9IUs66CJU6xsKMMXn5VGSloDtAWFb,length,0,1,-0.00038527095,1,-0.00038527095,2,-7.8681126,**,-13.129494,Mark,-15.062786,The,-16.634838,Since,-16.906124, ,-17.106197,3,-18.439367,Respond,-18.55612,`,-18.65895,{,-18.746393,"
",-19.16248,0,-19.300228,Given,-19.358692,Answer,-19.428827,Based,-19.672026,RESP,-19.676708,In,-19.722206,***,-19.766375,[,-19.79105,1,assistant,1714195602,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,150,151,45,,,,,,,,,,,,,
46,1,Ullman Replication,47,2D-TR/17,2D-TR,17,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Replication: 2D Q1 (Turkish),Turkish,,,5_TR-1/2D,2,Turkish,Yardımsever bir asistansın.,0,5_TR-1/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu düşünüyor.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Thought,91,kutunun,chatcmpl-9IUs7OTAHe0lZVVnFCcbM0SfWar5U,length,0,1,-0.00018470621,1,-0.00018470621,2,-8.829609,M,-10.3228035,**,-12.304287,K,-14.990515,Can,-15.824636, ,-16.25255,`,-16.610826,"
",-17.015617,3,-17.072311,CE,-17.270412,İ,-17.548796,C,-17.579412,S,-17.965849,{,-18.092173,0,-18.175259,[,-18.20724,***,-18.5664,\(,-18.689499,"""",-18.712835,1,assistant,1714195603,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,218,219,46,,,,,,,,,,,,,
47,1,Ullman Replication,48,2D-TR/18,2D-TR,18,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Replication: 2D Q1 (Turkish, FBV Zan)",Turkish,1.0,,5_TR-2/2D,2,Turkish,Yardımsever bir asistansın.,0,5_TR-2/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sepetin",Closed-ended,Turkish,1.0,,1,Thought,92,kutunun,chatcmpl-9IUs8zw82zxU5n31TzIJIdgfRw0ht,length,0,1,-4.1318875e-05,1,-4.1318875e-05,2,-10.604049,M,-11.316419,**,-12.512952,K,-15.311694,CE,-16.297817, ,-16.57299,`,-16.825516,"
",-16.994225,{,-17.12229,C,-17.504585,Can,-17.656864,İ,-18.422245,3,-18.508686,[,-18.8632,"""",-18.943745,\(,-18.980606,S,-19.124899,-,-19.263268,The,-19.492561,1,assistant,1714195604,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,216,217,47,,,,,,,,,,,,,
48,1,Ullman Replication,49,2D-EN/19,2D-EN,19,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Replication: 2D Q2 (English),English,,,6_EN/2D,1,English,You are a helpful assistant.,0,6_EN/2D,6,Mark will look for the cat in the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Action,88,box,chatcmpl-9IUs88zTHnyEodeimyuWEDxSD2CvR,length,0,1,-0.0023711317,1,-0.0023711317,2,-6.0463586,**,-13.310789,Since,-16.228006,Mark,-16.290237,The,-17.869253, ,-18.154104,`,-18.916632,3,-19.32077,Respond,-19.810278,"
",-19.94212,Based,-20.015516,Given,-20.258755,John,-20.364567,Answer,-20.52095,[,-20.562933,***,-20.581045,１,-20.635946,{,-20.641563,In,-20.654837,1,assistant,1714195604,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,150,151,48,,,,,,,,,,,,,
49,1,Ullman Replication,50,2D-TR/20,2D-TR,20,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Replication: 2D Q2 (Turkish),Turkish,,,6_TR/2D,2,Turkish,Yardımsever bir asistansın.,0,6_TR/2D,6,Mehmet kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,93,kutunun,chatcmpl-9IUs9bjVNmZENyIS8ZqfSIsgIz89y,length,0,1,-0.00013882013,1,-0.00013882013,2,-9.0654545,M,-10.958208,**,-12.159998,K,-15.959616,Can,-16.226248, ,-16.565588,"
",-16.574144,3,-17.290594,C,-17.460817,İ,-17.477402,`,-17.499361,0,-18.599897,S,-18.701553,\(,-18.791124,***,-18.839544,-,-18.869165,[,-19.012838,*,-19.096369,"""",-19.101284,1,assistant,1714195605,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,214,215,49,,,,,,,,,,,,,
50,1,Ullman Replication,93,1-TR/45,1-TR,45,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Replication: Universal 1 Q1 (Turkish, FBV San)",Turkish,,1.0,1_TR-3,2,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,166,çikolata,chatcmpl-9IUs9suXbTzkLhp2FORCcX2vpq9B7,length,0,2,-3.7697225e-06,2,-3.7697225e-06,**,-12.981541,"
",-14.289467,1,-14.996555,E,-16.032585, ,-16.481651,3,-16.769169,İ,-17.162025,Ç,-17.693668,Et,-17.876637,Po,-17.945992,`,-18.250065,\(,-18.273806,"""",-18.420692,Bu,-18.73053,```,-18.800766,２,-18.918434,0,-18.982988,4,-19.124187,"

",-19.18816,2,assistant,1714195605,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,199,200,50,,,,,,,,,,,,,
51,1,Ullman Replication,94,1A-TR/45,1A-TR,45,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,"Ullman Replication: Universal 1 Q1 (Turkish, FBV San)",Turkish,,1.0,1_TR-3,2,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,168,patlamış mısır,chatcmpl-9IUsAibBJbKAqaeF5eNWPL7aL7Tl2,length,0,2,-4.00813e-06,2,-4.00813e-06,**,-12.710541,"
",-14.739767,1,-15.47682,E,-16.433723, ,-17.344847,3,-17.618675,İ,-17.722174,`,-18.030283,\(,-18.57571,Ç,-18.766335,```,-18.910639,"""",-19.005363,Bu,-19.283499,Po,-19.466063,\[,-19.695967,Et,-19.697208,0,-19.699825,"

",-19.895807,-,-19.969374,2,assistant,1714195606,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,218,219,51,,,,,,,,,,,,,
52,1,Ullman Replication,95,1B-TR/71,1B-TR,71,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Replication: 1B Q2 (Turkish),Turkish,,,2_TR/1B,2,Turkish,Yardımsever bir asistansın.,0,2_TR/1B,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Action,27,belirsizlik,chatcmpl-9IUsAE8N1AYK9gWyo7tUSWGKk3UP0,length,0,1,-0.010290733,1,-0.010290733,3,-4.7678895,2,-6.3543725,E,-15.247611,**,-15.792031,"
",-16.039667,Bel,-17.343554, ,-19.05593,İ,-19.118528,Po,-19.271011,Ç,-19.393158,Et,-20.183214,ç,-20.45718,[,-21.037382,`,-21.256939,"

",-21.395594,\(,-21.489403,P,-21.490017,I,-21.506865,4,-21.509111,1,assistant,1714195606,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,225,226,52,,,,,,,,,,,,,
53,1,Ullman Replication,96,1C-TR/45,1C-TR,45,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,"Ullman Replication: Universal 1 Q1 (Turkish, FBV San)",Turkish,,1.0,1_TR-3,2,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,172,patlamış mısır,chatcmpl-9IUsBqssIDkkRyjykWiDyppisCbgN,length,0,2,-0.0035587312,2,-0.0035587312,1,-5.6417174,E,-12.878313,**,-12.945599,"
",-14.866045, ,-16.496334,Po,-16.963774,Ç,-17.027443,3,-17.080767,İ,-17.27241,Et,-17.840961,`,-18.125618,\(,-18.489985,0,-18.730076,P,-19.081501,{,-19.100355,B,-19.194893,Y,-19.199947,Pat,-19.230019,Bu,-19.233814,2,assistant,1714195607,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,272,273,53,,,,,,,,,,,,,
54,1,Ullman Replication,97,1D-TR/45,1D-TR,45,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,"Ullman Replication: Universal 1 Q1 (Turkish, FBV San)",Turkish,,1.0,1_TR-3,2,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,174,patlamış mısır,chatcmpl-9IUsCUbiZbslhU92iVTaewIBIdFf7,length,0,2,-0.00049453304,2,-0.00049453304,1,-7.674834,Et,-11.254718,**,-11.500815,E,-12.333093,"
",-13.170386,Po,-15.774993,İ,-16.57325,Bu,-17.054468,3,-17.206884,Ç,-17.20717,`,-17.291882, ,-17.398136,\(,-17.589785,Y,-17.590143,S,-17.999392,The,-18.002775,B,-18.028494,[,-18.12499,Pat,-18.25687,2,assistant,1714195608,gpt-4-turbo-2024-04-09,chat.completion,fp_0e47b86dd9,1,209,210,54,,,,,,,,,,,,,
55,1,Ullman Replication,103,2-TR/46,2-TR,46,2,Unexpected Transfer,Base 2,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: Universal 2 Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,176,sepetin,chatcmpl-9IUsCF641LyWjlcvX3UbgJOxfpN7Y,length,0,2,-5.3596854e-05,2,-5.3596854e-05,Can,-10.053663,**,-11.558773,"
",-14.238781,1,-16.744198,`,-16.974773, ,-17.067078,3,-17.456673,\(,-17.5087,C,-17.644197,İ,-18.009436,M,-18.54882,K,-18.574947, Can,-18.651682,"""",-18.961205,```,-19.181406,S,-19.29059,{,-19.33058,5,-19.454323,O,-19.511957,2,assistant,1714195608,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,210,211,55,,,,,,,,,,,,,
56,1,Ullman Replication,104,2A-TR/62,2A-TR,62,2A,Unexpected Transfer,Transparent,"Odada Can, Mehmet, bir kedi, bir şeffaf plastik kutu, ve bir de şeffaf sandık var. Can kediyi alıyor ve sandığın içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sandıktan çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: 2A Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3/2A,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3/2A,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sandığın",Closed-ended,Turkish,,1.0,1,Thought,202,kutunun,chatcmpl-9IUsDqem8tORxn21g0lL4IBY7dWZV,length,0,2,-4.20341e-05,2,-4.20341e-05,Can,-10.25985,**,-11.984177,"
",-15.354387,1,-15.435551,Sand,-16.922499, ,-17.037407,3,-17.115122,\(,-17.244484,`,-17.526243,M,-17.606062,K,-17.609417,C,-17.981129,İ,-18.128315, Can,-18.645134,S,-18.911797,>,-18.96912,"""",-19.066732,```,-19.108603,\[,-19.152514,2,assistant,1714195609,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,219,220,56,,,,,,,,,,,,,
57,1,Ullman Replication,105,2C-TR/46,2C-TR,46,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: Universal 2 Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,179,kutunun,chatcmpl-9IUsDQp3rJpHfeqnF14S8huc1fxOH,length,0,2,-0.00011343709,2,-0.00011343709,1,-9.227811,Can,-11.594661,**,-12.207814,"
",-14.635083,M,-15.556386,3,-16.205265,\(,-16.984127, ,-17.405607,`,-17.674364,5,-17.778004,K,-17.843996,C,-18.258684,İ,-18.55011,２,-18.802279,4,-18.80604,S,-18.865578,"""",-18.92396,Se,-19.17766,The,-19.271482,2,assistant,1714195609,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,243,244,57,,,,,,,,,,,,,
58,1,Ullman Replication,106,2B-TR/47,2B-TR,47,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: 2B Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3/2B,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3/2B,5,Can kedinin {CEVAP} üstünde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,178,kutunun,chatcmpl-9IUsEQ4mJCzrI2VC1AElrlrnGV2yw,length,0,2,-4.2391708e-05,2,-4.2391708e-05,Can,-10.6444435,**,-11.566826,1,-11.867172,M,-14.086319,"
",-14.4790535,K,-15.655964,3,-15.780207,5,-16.573814, ,-16.68276,C,-17.186945,`,-17.455101,\(,-17.459837,İ,-17.525223,S,-18.004837,"""",-18.049232,4,-18.05369,O,-18.538576,The,-18.565945,２,-18.685114,2,assistant,1714195610,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,227,228,58,,,,,,,,,,,,,
