,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_8_bytes,choices_0_logprobs_content_0_top_logprobs_5_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_17_bytes,choices_0_logprobs_content_0_top_logprobs_12_bytes,choices_0_logprobs_content_0_top_logprobs_4_bytes,choices_0_logprobs_content_0_top_logprobs_7_bytes,choices_0_logprobs_content_0_top_logprobs_9_bytes,choices_0_logprobs_content_0_top_logprobs_16_bytes,choices_0_logprobs_content_0_top_logprobs_3_bytes,choices_0_logprobs_content_0_top_logprobs_13_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes,choices_0_logprobs_content_0_top_logprobs_10_bytes
65,2,Ullman Expansion,52,1A-EN/21,1A-EN,21,1A,Unexpected Contents,Transparent,"Here is a bag filled with popcorn. There is no chocolate in the bag. The bag is made of transparent plastic, so you can see what is inside. Yet, the label on the bag says ’chocolate’ and not “popcorn.” Sam finds the bag. She had never seen the bag before. Sam reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,14,popcorn,chatcmpl-9INNEjLXmnYymKnBm9DX0MG7TFoVs,length,0,1,0.0,1,0.0,2,-20.70689, ,-21.420614,**,-22.995659,The,-24.19771,"
",-24.26046,１,-24.271534,₁,-25.002087,I,-25.143824,   ,-25.832808,"

",-25.955578,​,-26.005913,This,-26.064938,***,-26.17817,Sorry,-26.218105,Thank,-26.344467,3,-26.367859,,-26.44516,Response,-26.488884,Since,-26.512613,1,assistant,1714166780,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,225,226,61,,,,,,,,,,,,,
66,2,Ullman Expansion,53,1B-EN/72,1B-EN,72,1B,Unexpected Contents,Uninformative,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam cannot read. Sam looks at the label.",English,Ullman Expansion: 1B (English),English,,,"1_EN/1B, 2_EN/1B, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN/1B,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate, uncertainty",Closed-ended,English,,,1,Belief,21,uncertainty,chatcmpl-9INNEkIn5qF4Cn4tLCtj7OV40Mawf,length,0,3,-0.0031947086,3,-0.0031947086,2,-5.7893734,1,-8.968161,Since,-13.509474,Sam,-14.277193,Given,-15.829117,**,-15.994349,"
",-16.894388,If,-17.51333,Respond,-18.347399, ,-18.933372,Based,-18.98816,The,-19.017431,Considering,-19.526434,She,-20.036367,Answer,-20.209946, Sam,-20.391455,4,-20.744108,Even,-21.043505,[,-21.183945,3,assistant,1714166780,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,127,128,62,,,,,,,,,,,,,
67,2,Ullman Expansion,53,1B-EN/72,1B-EN,72,1B,Unexpected Contents,Uninformative,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam cannot read. Sam looks at the label.",English,Ullman Expansion: 1B (English),English,,,"1_EN/1B, 2_EN/1B, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN/1B,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate, uncertainty",Closed-ended,English,,,1,Action,22,uncertainty,chatcmpl-9INNFhfbx1DAIba84GsXvYPKyyvKO,length,0,2,-0.0005020392,2,-0.0005020392,1,-7.6357865,3,-10.873083,Since,-19.659248,**,-19.948786,"
",-20.198298, ,-21.416761,4,-22.67542,The,-22.94082,Given,-23.075678,２,-23.498655,I,-23.513586,Here,-24.126844,She,-24.15092,"

",-24.308134,If,-24.342009,​,-24.602232,This,-24.60428,Correct,-24.641031,Based,-24.667486,2,assistant,1714166781,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,177,178,62,,,,,,,,,,,,,
68,2,Ullman Expansion,53,1B-EN/72,1B-EN,72,1B,Unexpected Contents,Uninformative,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam cannot read. Sam looks at the label.",English,Ullman Expansion: 1B (English),English,,,"1_EN/1B, 2_EN/1B, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,24,popcorn,chatcmpl-9INNGJX6vi0K7IcPdWvZItTBad9F1,length,0,1,0.0,1,0.0, ,-21.555506,**,-21.92293,"
",-22.262589,2,-23.466875,<|end|>,-25.430244,１,-25.682846,3,-25.978924,"

",-26.093014,   ,-26.498066,,-26.882435,  ,-27.000622,₁,-27.242462,The,-27.283379,Correct,-27.650433,I,-27.697552,Given,-27.71139,Response,-27.93785,​,-27.946968,Sorry,-28.368004,1,assistant,1714166782,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,229,230,62,,,,,,,,,,,,,
69,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,31,popcorn,chatcmpl-9INNGgI49mDEj1Cc1B48tcyRWMXeK,length,0,1,-2.4584822e-06,1,-2.4584822e-06,**,-13.128974,2,-14.996247, ,-18.00254,"
",-18.347593,１,-18.448631,The,-18.89686,Based,-18.974243,`,-19.04152,Given,-19.266172,Respond,-19.489443,₁,-19.914623,Sam,-20.167803,Since,-20.261694,0,-20.411379,,-20.619833,***,-20.699965,3,-20.781263,*,-20.946747,[,-21.039204,1,assistant,1714166782,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,157,158,63,,,,,,,,,,,,,
70,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,32,popcorn,chatcmpl-9INNHat5vU09PpMzJdAFEFO6zg0Sx,length,0,1,-0.0010568645,1,-0.0010568645,2,-6.853058,**,-18.061049,3,-18.301472,"
",-20.272354, ,-21.502792,１,-22.371967,Since,-22.466682,​,-23.483603,The,-23.539463,***,-23.943512,```,-24.216972,Given,-24.327148,₁,-24.520927,`,-24.573202,4,-24.847733,I,-24.89944,*,-25.075684,,-25.107683,,-25.1845,1,assistant,1714166783,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,204,205,63,,,,,,,,,,,,,
71,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,34,popcorn,chatcmpl-9INNI7T80HG5waPboPed3kZicjd90,length,0,1,-1.9361265e-07,1,-1.9361265e-07,2,-15.601612,**,-20.170357, ,-22.199327,"
",-22.958376,１,-23.834213,3,-24.083305,The,-24.956566,***,-25.514194,₁,-25.814735,​,-26.085163,,-26.523369,I,-26.766064,"

",-27.294981,<|end|>,-27.363441,*,-27.421192,Since,-27.480766,`,-27.52174,,-27.53755,Given,-27.601574,1,assistant,1714166784,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,256,257,63,,,,,,,,,,,,,
72,2,Ullman Expansion,55,1D-EN/21,1D-EN,21,1D,Unexpected Contents,Late Label,Sam fills a bag with popcorn and closes it. There is no chocolate in the bag. Sam writes a label and puts it on the bag. Sam looks at the bag. She cannot see what is inside the bag. Sam reads the label. The label says the bag has chocolate in it.,English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,41,popcorn,chatcmpl-9INNINOLWWDAR34aZMfiaufwWOfhr,length,0,1,-2.451116e-05,1,-2.451116e-05,2,-10.671249,Since,-14.803686,**,-14.94047,The,-15.736338,Sam,-15.796747,"
",-16.56029, ,-16.699133,Given,-16.736475,Based,-17.202227,Respond,-17.697815,There,-18.803366,3,-19.155397,Answer,-19.23199,１,-19.573053,If,-19.632011,Considering,-19.700254,According,-19.776659,`,-20.030497,​,-20.217712,1,assistant,1714166784,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,117,118,64,,,,,,,,,,,,,
73,2,Ullman Expansion,55,1D-EN/21,1D-EN,21,1D,Unexpected Contents,Late Label,Sam fills a bag with popcorn and closes it. There is no chocolate in the bag. Sam writes a label and puts it on the bag. Sam looks at the bag. She cannot see what is inside the bag. Sam reads the label. The label says the bag has chocolate in it.,English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,42,popcorn,chatcmpl-9INNJIwssT0b719bEEiS1ifqt5ZQf,length,0,2,-1.2664457e-06,2,-1.2664457e-06,1,-13.679429,**,-17.690208,"
",-19.67894,3,-20.835249, ,-21.94105,Since,-22.670439,２,-23.448341,The,-23.557383,Given,-23.580269,​,-24.053785,,-24.14824,₂,-24.442793,```,-24.780905,"

",-25.130419,I,-25.227057,To,-25.568878,>,-25.61619,,-25.641329,Despite,-25.725298,2,assistant,1714166785,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,164,165,64,,,,,,,,,,,,,
74,2,Ullman Expansion,55,1D-EN/21,1D-EN,21,1D,Unexpected Contents,Late Label,Sam fills a bag with popcorn and closes it. There is no chocolate in the bag. Sam writes a label and puts it on the bag. Sam looks at the bag. She cannot see what is inside the bag. Sam reads the label. The label says the bag has chocolate in it.,English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,44,popcorn,chatcmpl-9INNKDPTDI4eyO5A8dLSMIkOhpM4v,length,0,1,0.0,1,0.0,2,-18.827599, ,-21.452662,**,-23.00879,The,-24.233685,"
",-24.344448,１,-25.133493,I,-25.675201,₁,-25.804224,3,-26.030663,   ,-26.395424,This,-26.566536,,-26.696684,***,-26.783527,Sorry,-26.810703,  ,-27.047287,"

",-27.117292,There,-27.199764,Since,-27.21714,Correct,-27.2434,1,assistant,1714166786,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,216,217,64,,,,,,,,,,,,,
75,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,5,çikolata,chatcmpl-9INNKNZvGsye6Jib8ZRj71nkUsBnY,length,0,2,-1.0087517e-05,2,-1.0087517e-05,**,-11.846444,1,-13.686385,E,-14.119309,"
",-15.334138,İ,-16.231256,Et,-16.287292,3,-16.30114,Ç,-16.491732, ,-16.78239,Po,-16.788963,\(,-16.980532,`,-17.063227,"""",-17.982864,Bu,-18.234425,0,-18.50629,Y,-18.54895,{,-18.614054,4,-18.673197,*,-18.708393,2,assistant,1714166786,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,200,201,65,,,,,,,,,,,,,
76,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,7,çikolata,chatcmpl-9INNNBlb25IDilwChziwEJ9ANa5b2,length,0,2,-0.0029050855,2,-0.0029050855,1,-5.843008,E,-15.153376,Ç,-15.803083,3,-15.85368,"
",-15.922255,İ,-17.621456,**,-17.728231,Bu,-18.675303, ,-19.01579,ç,-19.037176,4,-19.25536,B,-19.399315,Ö,-19.502207,Tor,-20.05624,Se,-20.133608,C,-20.176813,T,-20.212273,"

",-20.221226,D,-20.344267,2,assistant,1714166789,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,278,279,65,,,,,,,,,,,,,
77,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,10,patlamış mısır,chatcmpl-9INNNFEX9H4FHNA5cOOXfYxpTAnqC,length,0,1,-1.9361265e-07,1,-1.9361265e-07,2,-16.089664,**,-18.181593, ,-19.556332,İ,-20.734259,"
",-20.99332,3,-21.693546,E,-22.631931,Sorry,-22.765347,-,-23.281853,I,-23.489138,"

",-23.87692,１,-23.908096,​,-24.02108,Ö,-24.278198,***,-24.286417,Ç,-24.31429,A,-24.39227,   ,-24.48027,₁,-24.535652,1,assistant,1714166789,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,362,363,65,,,,,,,,,,,,,
78,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,15,patlamış mısır,chatcmpl-9INNOfRHZUBsyxMqHB7LrIKg1WMFB,length,0,2,-0.10936258,2,-0.10936258,1,-2.2673254,E,-12.901231,**,-13.099992,Et,-14.322581,"
",-15.299987,İ,-15.869792,Po,-16.218714,Ç,-16.259592, ,-17.197449,3,-17.38385,Bu,-18.197903,`,-18.240036,B,-18.255085,Since,-18.2878,The,-18.39082,\(,-18.439203,P,-18.679213,S,-18.730629,Y,-19.023642,2,assistant,1714166790,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,219,220,66,,,,,,,,,,,,,
79,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,17,patlamış mısır,chatcmpl-9INNPx9TxEvTpp055e05THJOiGZdm,length,0,2,-0.55994964,2,-0.55994964,1,-0.846853,"
",-16.60952,3,-16.9946,E,-18.408312,**,-18.533102,İ,-18.772413,Ç,-19.3728, ,-19.86894,4,-20.888733,ç,-21.429192,"

",-21.432041,B,-21.630724,Bu,-21.69779,-,-21.738478,Sorry,-21.876457,I,-22.10861,T,-22.148546,​,-22.30913,C,-22.533257,2,assistant,1714166791,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,297,298,66,,,,,,,,,,,,,
80,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,20,patlamış mısır,chatcmpl-9INNPAQmv5u3u2naFvAu28oxvZ977,length,0,1,-1.9361265e-07,1,-1.9361265e-07,2,-15.655418,**,-17.840973, ,-19.006176,"
",-19.667316,İ,-20.367807,3,-21.244911,Sorry,-22.51901,-,-22.591572,"

",-23.10334,１,-23.126738,I,-23.175747,E,-23.214884,​,-23.45839,   ,-23.998585,***,-24.040115,Ç,-24.045305,A,-24.074934,₁,-24.163794,"""",-24.236856,1,assistant,1714166791,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,381,382,66,,,,,,,,,,,,,
81,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1/1B,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Belief,25,belirsizlik,chatcmpl-9INNQNsY31YvMgfn1nVF2h4K53fBc,length,0,2,-0.035921562,2,-0.035921562,3,-3.3467088,E,-10.110388,1,-10.138468,**,-13.244169,"
",-13.816313,Ç,-15.8978195,Bel,-15.920185,Po,-16.1832,Since,-16.628813, ,-16.654943,Et,-16.780708,"""E",-17.012833,İ,-17.288969,[E,-17.6981,Y,-17.79878,{,-17.897673,B,-17.941961,Bu,-17.993359,C,-18.120256,2,assistant,1714166792,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,216,217,67,,,,,,,,,,,,,
82,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR/1B,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Action,27,belirsizlik,chatcmpl-9INNQrEZ6WawdfH1DQ8D8U0fcdgNE,length,0,2,-0.0041842987,2,-0.0041842987,1,-5.4971347,3,-9.475704,E,-15.456938,"
",-15.831564,**,-18.051418, ,-18.498238,Ç,-18.750937,4,-18.887802,İ,-19.543385,Since,-20.356966,ç,-20.439533,B,-20.841835,​,-20.953625,{,-21.02412,Bu,-21.034597,-,-21.186026,C,-21.245705,"

",-21.35365,Sorry,-21.674322,2,assistant,1714166792,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,300,301,67,,,,,,,,,,,,,
83,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,30,patlamış mısır,chatcmpl-9INNRs9TnvIRNjHuWXraNLjy9usmn,length,0,1,-3.1281633e-07,1,-3.1281633e-07,2,-15.224766,**,-17.311565,"
",-18.475903, ,-19.109306,3,-19.811897,İ,-20.119423,Sorry,-20.857555,E,-21.417812,"

",-21.975489,１,-22.546413,-,-22.679579,I,-22.719025,***,-23.085428,A,-23.276571,₁,-23.360178,The,-23.370935,,-23.542492,Bu,-23.735,4,-23.74617,1,assistant,1714166793,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,384,385,67,,,,,,,,,,,,,
