,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_5_bytes,choices_0_logprobs_content_0_top_logprobs_16_bytes,choices_0_logprobs_content_0_top_logprobs_8_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_7_bytes,choices_0_logprobs_content_0_top_logprobs_4_bytes,choices_0_logprobs_content_0_top_logprobs_12_bytes,choices_0_logprobs_content_0_top_logprobs_11_bytes,choices_0_logprobs_content_0_top_logprobs_9_bytes,choices_0_logprobs_content_0_top_logprobs_10_bytes
70,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,32,popcorn,chatcmpl-9INEFXqic7hEpNQlzio0TUBmvOuAI,length,0,1,-0.00016313401,1,-0.00016313401,2,-8.721511,**,-19.074097,3,-19.132433,"
",-19.630404, ,-21.685112,１,-22.98861,Since,-23.135563,​,-23.611012,The,-23.762894,Given,-24.454979,I,-24.764973,```,-24.82919,***,-24.916729,,-25.06229,"

",-25.14149,₁,-25.141844,​​,-25.393047,If,-25.541122,`,-25.609783,1,assistant,1714166223,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,204,205,63,,,,,,,,,,,
71,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,34,popcorn,chatcmpl-9INEGcw8Na5E076uzObkCnm3b65rw,length,0,1,-1.9361265e-07,1,-1.9361265e-07,2,-15.900236,"
",-21.176666,**,-21.742306, ,-22.084143,１,-23.651222,3,-23.94981,The,-25.330381,₁,-25.880577,"

",-26.05149,​,-26.301939,,-26.739864,***,-27.019707,I,-27.334162,   ,-27.435879,-,-27.47419,  ,-27.589096,,-27.594837,There,-27.629086,*,-27.73153,1,assistant,1714166224,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,256,257,63,,,,,,,,,,,
72,2,Ullman Expansion,55,1D-EN/21,1D-EN,21,1D,Unexpected Contents,Late Label,Sam fills a bag with popcorn and closes it. There is no chocolate in the bag. Sam writes a label and puts it on the bag. Sam looks at the bag. She cannot see what is inside the bag. Sam reads the label. The label says the bag has chocolate in it.,English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,41,popcorn,chatcmpl-9INEHbSCbRqLjpqzGeRlNy5doleOp,length,0,1,-0.00018161058,1,-0.00018161058,2,-8.620817,The,-14.923771,**,-14.966791,Sam,-15.673319,Since,-15.7833, ,-16.513012,Given,-16.688498,"
",-16.900267,Respond,-16.979689,Based,-17.19313,3,-18.068676,Despite,-18.73118,There,-18.877325,Answer,-19.116987,１,-19.117132,If,-19.469397,0,-19.590715,Although,-19.652472,According,-19.718262,1,assistant,1714166225,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,117,118,64,,,,,,,,,,,
73,2,Ullman Expansion,55,1D-EN/21,1D-EN,21,1D,Unexpected Contents,Late Label,Sam fills a bag with popcorn and closes it. There is no chocolate in the bag. Sam writes a label and puts it on the bag. Sam looks at the bag. She cannot see what is inside the bag. Sam reads the label. The label says the bag has chocolate in it.,English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,42,popcorn,chatcmpl-9INEHq4bn6MvV7GkdvqWrTuYNueDd,length,0,2,-5.5122365e-07,2,-5.5122365e-07,1,-14.669442,**,-17.734848,"
",-18.629154, ,-20.976099,3,-21.615078,２,-22.641245,Since,-23.41993,The,-23.779324,​,-23.996073,```,-24.198772,₂,-24.360012,,-24.50139,Given,-24.660557,"

",-24.928398,,-25.237581,>,-25.247038,***,-25.526905,I,-25.690445,  ,-25.696854,2,assistant,1714166225,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,164,165,64,,,,,,,,,,,
74,2,Ullman Expansion,55,1D-EN/21,1D-EN,21,1D,Unexpected Contents,Late Label,Sam fills a bag with popcorn and closes it. There is no chocolate in the bag. Sam writes a label and puts it on the bag. Sam looks at the bag. She cannot see what is inside the bag. Sam reads the label. The label says the bag has chocolate in it.,English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,44,popcorn,chatcmpl-9INEIswpkTw7rwzNNffdlg5bNJIIt,length,0,1,0.0,1,0.0,2,-19.097628,**,-21.275265, ,-21.7999,"
",-22.802286,１,-24.45414,3,-25.991856,₁,-26.28261,The,-26.49518,,-26.943455,   ,-27.155582,  ,-27.229082,​,-27.485348,"

",-27.494867,***,-27.554527,<|end|>,-28.077572,-,-28.208044,,-28.307926,I,-28.395748,`,-28.471226,1,assistant,1714166226,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,216,217,64,,,,,,,,,,,
75,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,5,çikolata,chatcmpl-9INEI0HFxRYhaqFU4LY6avmpDf4HD,length,0,2,-7.9418505e-06,2,-7.9418505e-06,**,-12.426985,E,-13.46582,1,-13.630255,"
",-14.844267,Po,-15.913239,İ,-16.126272,Et,-16.256512, ,-16.319832,Ç,-16.418827,3,-16.465673,`,-17.436295,Bu,-17.515968,\(,-17.893707,Y,-18.014605,"""",-18.121231,0,-18.17988,S,-18.493195,```,-18.52533,C,-18.625877,2,assistant,1714166226,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,200,201,65,,,,,,,,,,,
76,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,7,çikolata,chatcmpl-9INEJQmRgry74SxN4s0akwtEJLDYB,length,0,2,-0.0007685328,2,-0.0007685328,1,-7.172373,"
",-15.251368,E,-15.471262,3,-16.08727,Ç,-16.587624,**,-17.495928,İ,-18.726652,ç,-19.288103, ,-19.377447,4,-19.496658,B,-20.276028,​,-20.418734,"

",-20.499647,-,-20.62047,C,-20.707485,Bu,-20.770927,Ö,-21.058285,T,-21.192158,Et,-21.194628,2,assistant,1714166227,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,278,279,65,,,,,,,,,,,
77,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,10,patlamış mısır,chatcmpl-9INEKioZqhmBPEIjU3unhmwaY5EZ3,length,0,1,-1.9361265e-07,1,-1.9361265e-07,2,-16.256983,**,-18.708796, ,-19.88563,"
",-20.185566,İ,-20.804361,3,-21.923134,E,-23.15467,-,-23.354204,１,-23.812553,"

",-23.90509,I,-24.05979,​,-24.112082,Sorry,-24.34235,₁,-24.828732,Ç,-24.857208,4,-24.967472,***,-25.069805,   ,-25.244625,`,-25.24695,1,assistant,1714166228,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,362,363,65,,,,,,,,,,,
78,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,15,patlamış mısır,chatcmpl-9INELhyDCXDqamsOPeb4qywbOnQep,length,0,2,-0.0020490284,2,-0.0020490284,1,-6.19472,**,-12.288392,E,-13.925206,"
",-14.095706,Et,-15.940831,İ,-16.005304,Po,-16.478947,Ç,-16.520603, ,-17.007273,3,-17.38987,`,-17.501244,"""",-18.303432,Bu,-18.351341,B,-18.500294,Since,-18.509045,\(,-18.591774,Y,-18.76839,C,-18.850761,S,-18.899618,2,assistant,1714166229,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,219,220,66,,,,,,,,,,,
79,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,17,patlamış mısır,chatcmpl-9INELNs5RwsEmCcyEAdKw4wAoGCxV,length,0,1,-0.009212547,1,-0.009212547,2,-4.691799,3,-17.087652,İ,-18.652273,E,-19.057198,"
",-19.150501,**,-19.349812,Ç,-19.690395, ,-20.156954,4,-20.772247,ç,-21.020798,​,-22.171453,-,-22.184391,0,-22.283321,B,-22.370152,I,-22.472094,Ö,-22.608562,Bu,-23.059269,"

",-23.07297,T,-23.110773,1,assistant,1714166229,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,297,298,66,,,,,,,,,,,
80,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,20,patlamış mısır,chatcmpl-9INEMHwVt7bwonwveQzAbzx9vZRUv,length,0,1,-1.9361265e-07,1,-1.9361265e-07,2,-16.247515,**,-18.298805,"
",-19.94533, ,-20.069569,İ,-20.530987,3,-22.525492,"

",-23.483778,Sorry,-23.654404,-,-23.654877,I,-23.822842,​,-24.100195,１,-24.101168,E,-24.455563,   ,-24.89795,₁,-24.971851,***,-25.164232,,-25.206533,"""",-25.239079,The,-25.558952,1,assistant,1714166230,gpt-4-turbo-2024-04-09,chat.completion,fp_0e47b86dd9,1,381,382,66,,,,,,,,,,,
81,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1/1B,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Belief,25,belirsizlik,chatcmpl-9INENXRzwOSUkaMM5J1CaMy45rJEl,length,0,3,-0.62125397,3,-0.62125397,2,-0.77101517,E,-8.907385,1,-9.97695,**,-12.9267235,"
",-14.067503,Since,-14.802303,Po,-14.961102,Ç,-15.93388,Bel,-16.505402,Et,-17.31694,İ,-17.41291, ,-17.622734,"""E",-17.784657,Bu,-17.786104,Y,-17.820717,P,-17.88887,S,-17.92458,C,-18.051666,B,-18.192974,3,assistant,1714166231,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,216,217,67,,,,,,,,,,,
82,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR/1B,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Action,27,belirsizlik,chatcmpl-9INENjEHTzWLR6Y0Yf5P2gFRt9EA3,length,0,1,-0.0004931026,1,-0.0004931026,3,-7.7139444,2,-9.980397,Bel,-18.564728,"
",-18.825577,E,-19.664803,**,-21.810661,İ,-21.881716, ,-22.053381,4,-22.41818,Bu,-23.002684,I,-23.01177,"

",-23.149881,Since,-23.495756,Sorry,-23.765055,Ö,-24.165106,The,-24.188278,0,-24.208887,-,-24.209501,Ç,-24.857107,1,assistant,1714166231,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,300,301,67,,,,,,,,,,,
83,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,30,patlamış mısır,chatcmpl-9INEO01FGAMIKu5bnuFzIKOj1UvFF,length,0,1,-5.5122365e-07,1,-5.5122365e-07,2,-14.491153,"
",-20.862026,**,-21.154987, ,-21.374592,İ,-21.476086,3,-22.015797,Sorry,-23.420961,I,-24.456598,"

",-25.028423,E,-25.361084,Bu,-25.582573,１,-25.980148,​,-26.008743,,-26.02867,The,-26.04419,-,-26.058292,Ç,-26.208424,A,-26.225449,Ö,-26.249508,1,assistant,1714166232,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,384,385,67,,,,,,,,,,,
84,2,Ullman Expansion,59,1C-TR/22,1C-TR,22,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,35,patlamış mısır,chatcmpl-9INEODioQpyghN228LPN9904Sre8u,length,0,1,-0.0013949996,1,-0.0013949996,2,-6.579089,**,-12.643796,E,-13.422055,İ,-17.36426,Ç,-17.772139,3,-17.94839,"
",-18.292074, ,-18.492727,`,-18.673037,0,-18.855024,Bu,-19.389603,\(,-19.495369,Po,-19.555529,Ö,-19.709156,ç,-20.13065,C,-20.39338,P,-20.455568,Pat,-20.562494,4,-20.598436,1,assistant,1714166232,gpt-4-turbo-2024-04-09,chat.completion,fp_0e47b86dd9,1,273,274,68,,,,,,,,,,,
85,2,Ullman Expansion,59,1C-TR/22,1C-TR,22,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,37,patlamış mısır,chatcmpl-9INEPAYEkTTAk6o5sNh0uEqeR1KdM,length,0,1,-0.00554654,1,-0.00554654,2,-5.1973495,E,-17.803082,"
",-18.235008,3,-18.492876,İ,-19.662493,**,-19.761227, ,-20.19243,0,-22.258493,Ç,-22.377548,4,-22.382973,Bu,-22.829727,"

",-22.90658,​,-22.996605,-,-22.99701,I,-23.104992,Ö,-23.160534,B,-23.27312,Sorry,-23.66571,Se,-23.735203,1,assistant,1714166233,gpt-4-turbo-2024-04-09,chat.completion,fp_0e47b86dd9,1,351,352,68,,,,,,,,,,,
86,2,Ullman Expansion,59,1C-TR/22,1C-TR,22,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,40,patlamış mısır,chatcmpl-9INEWTfgQTcgvKSnJVYDMyRNTkf9Y,length,0,1,-1.0325924e-05,1,-1.0325924e-05,2,-11.482528,"
",-19.538597, ,-20.366537,3,-20.368841,**,-20.455683,İ,-21.077065,I,-23.111063,-,-23.938082,4,-23.979033,E,-24.050074,１,-24.109167,"

",-24.303467,​,-24.357534,0,-24.366169,Sorry,-24.816458,ı,-24.98998,The,-25.197523,Ç,-25.312761,`,-25.485794,1,assistant,1714166240,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,435,436,68,,,,,,,,,,,
87,2,Ullman Expansion,60,1D-TR/22,1D-TR,22,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,45,patlamış mısır,chatcmpl-9INEXEPDBIfPTf3JQ82x9X7FqgSLC,length,0,1,-0.2649072,1,-0.2649072,2,-1.4579462,**,-12.141261,E,-13.208602,Et,-13.689284,"
",-14.518363,İ,-16.157518,Po,-16.265482,3,-17.238434, ,-17.418093,\(,-17.536629,Pat,-18.298445,B,-18.389961,Ç,-18.449745,Bu,-18.469614,`,-18.507359,S,-18.7312,The,-18.789919,Y,-19.025055,***,-19.132732,1,assistant,1714166241,gpt-4-turbo-2024-04-09,chat.completion,fp_ea6eb70039,1,210,211,69,,,,,,,,,,,
