,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_bytes,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_9_bytes,choices_0_logprobs_content_0_top_logprobs_18_bytes,choices_0_logprobs_content_0_top_logprobs_10_bytes,choices_0_logprobs_content_0_top_logprobs_12_bytes,choices_0_logprobs_content_0_top_logprobs_17_bytes,choices_0_logprobs_content_0_top_logprobs_19_bytes
40,1,Ullman Replication,41,2B-EN/11,2B-EN,11,2B,Unexpected Transfer,Relationship,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it on the basket. He leaves the room and goes to school. While John is away, Mark takes the cat off the basket and puts it on the box. Mark leaves the room and goes to work. John comes back from school and enters the room. John looks around the room. He doesn’t know what happened in the room when he was away.",English,Ullman Replication: 2B Q1 (English),English,,,5_EN/2B,1,English,You are a helpful assistant.,0,5_EN/2B,5,John thinks that the cat is on the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Thought,69,box,chatcmpl-9IMFVhW8IOmYFAPz1vRHg9krsTB3c,length,0,2,-0.3473419,2,-0.3473419,1,-1.2263988,3,-10.130531, ,-11.636898,The,-11.808432,**,-12.585917,Please,-12.7309065,Answer,-12.824851,0,-12.851004,"
",-13.147002,Sorry,-13.307721,4,-13.421088,You,-14.057279,"

",,-14.225683,-,-14.3185425,This,-14.553394,I,-14.662454,#,-14.928308,<|end|>,-15.015563,5,-15.042595,2,assistant,1714162457,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,155,156,40,,,,,,,
41,1,Ullman Replication,42,2B-TR/12,2B-TR,12,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Replication: 2B Q1 (Turkish),Turkish,,,5_TR-1/2B,2,Turkish,Yardımsever bir asistansın.,0,5_TR-1/2B,5,Can kedinin {CEVAP} üstünde olduğunu düşünüyor.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Thought,73,kutunun,chatcmpl-9IMFVt2ObT4ifjYogIUV8YK1bMpKu,length,0,2,-0.43653476,2,-0.43653476,1,-1.0567626,3,-5.9702435,K,-6.258091,Do,-8.383993,Can,-8.480869,C,-8.569975,4,-8.633026,İ,-8.752653,Y,-9.328796,5,-10.041267,Ö,-10.045311,0,-10.196133,O,,-10.346725,{,-10.493395,CE,-10.593025,B,-10.6238785,Ben,-10.716461,\xc5,-10.865017,E,-10.866737,2,assistant,1714162457,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,229,230,41,,,,,,,
42,1,Ullman Replication,43,2B-TR/13,2B-TR,13,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: 2B Q1 (Turkish, FBV Zan)",Turkish,1.0,,5_TR-2/2B,2,Turkish,Yardımsever bir asistansın.,0,5_TR-2/2B,5,Can kedinin {CEVAP} üstünde olduğunu zannediyor.,"kutunun, sepetin",Closed-ended,Turkish,1.0,,1,Thought,74,kutunun,chatcmpl-9IMFWMm69zk2ubT7PZGprrCmwjwwY,length,0,2,-0.40680304,2,-0.40680304,1,-1.1177958,3,-5.465416,K,-6.5218887,4,-7.467127,Can,-8.656734,İ,-9.45862,5,-9.484146,C,-9.803146,Do,-9.885887,Y,-9.92531, ,-10.300348,{,-10.495163,O,,-10.528114,M,-10.750877,6,-10.793388,R,-10.85339,(,-10.854555,\xc5,-10.910738,B,-10.936455,2,assistant,1714162458,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,227,228,42,,,,,,,
43,1,Ullman Replication,44,2B-EN/14,2B-EN,14,2B,Unexpected Transfer,Relationship,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it on the basket. He leaves the room and goes to school. While John is away, Mark takes the cat off the basket and puts it on the box. Mark leaves the room and goes to work. John comes back from school and enters the room. John looks around the room. He doesn’t know what happened in the room when he was away.",English,Ullman Replication: 2B Q2 (English),English,,,6_EN/2B,1,English,You are a helpful assistant.,0,6_EN/2B,6,John will look for the cat on the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Action,70,box,chatcmpl-9IMFWiazsONW6LqgrzR37SRNZAQyC,length,0,1,-0.46987092,1,-0.46987092,2,-0.9811281,3,-11.28901,The,-12.960558,0,-13.385151, ,-13.678259,4,-13.856712,Answer,-14.011702,**,-14.261186,"
",-14.315876,Please,-14.567081,-,-14.858748,"

",-14.883045,You,,-14.914468,<|end|>,-15.340691,Sorry,-15.341617,This,-15.424564,I,-15.516876,#,-15.646014,5,-15.681826,1,assistant,1714162458,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,155,156,43,,,,,,,
44,1,Ullman Replication,45,2B-TR/15,2B-TR,15,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,Ullman Replication: 2B Q2 (Turkish),Turkish,,,6_TR/2B,2,Turkish,Yardımsever bir asistansın.,0,6_TR/2B,6,Can kediyi {CEVAP} üstünde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,75,kutunun,chatcmpl-9IMFXPWVHN7D3M5P7D5kZaXAqvVvF,length,0,1,-0.3041066,1,-0.3041066,2,-1.5216225,Can,-3.1801805,K,-6.7097178,3,-7.5571165,4,-9.895925,C,-10.109479,M,-10.174254,İ,-10.232585,O,-10.401027,Y,-10.404382,0,-10.479554,5,-10.553847,Od,,-10.768363,{,-10.835958,B,-10.981532,6,-10.984952,Ben,-11.116151,7,-11.277774,Ç,-11.280583,1,assistant,1714162459,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,225,226,44,,,,,,,
45,1,Ullman Replication,46,2D-EN/16,2D-EN,16,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Replication: 2D Q1 (English),English,,,5_EN/2D,1,English,You are a helpful assistant.,0,5_EN/2D,5,Mark thinks that the cat is in the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Thought,87,box,chatcmpl-9IMFX8qnH0lNlP3QQmV4Z1cCeVxWQ,length,0,1,-0.5533888,1,-0.5533888,2,-0.85585994,3,-10.323181, ,-11.2845745,The,-11.635982,**,-12.148079,"
",-12.820855,0,-13.165479,4,-13.463754,Answer,-13.62329,"

",-13.828912,-,-13.876268,Please,-14.04737,Sorry,,-14.083962,You,-14.401628,#,-14.574346,```,-14.632531,This,-14.689132,I,-14.797889,5,-14.907606,1,assistant,1714162459,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,150,151,45,,,,,,,
46,1,Ullman Replication,47,2D-TR/17,2D-TR,17,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Replication: 2D Q1 (Turkish),Turkish,,,5_TR-1/2D,2,Turkish,Yardımsever bir asistansın.,0,5_TR-1/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu düşünüyor.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Thought,91,kutunun,chatcmpl-9IMFYN09KfmSV7yzWywSJLME3882k,length,0,2,-0.37342978,2,-0.37342978,1,-1.1816268,Do,-6.2652984,K,-6.727529,3,-7.529062,C,-8.698891,R,-9.089991,İ,-9.15374,Y,-9.165131,{,-9.512342,4,-9.616737,M,-9.727835,CE,-9.969065,**,,-10.112448,Ben,-10.272331,5,-10.278097, ,-10.770748,Top,-10.925594,0,-10.999552,B,-11.006325,2,assistant,1714162460,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,218,219,46,,,,,,,
47,1,Ullman Replication,48,2D-TR/18,2D-TR,18,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Replication: 2D Q1 (Turkish, FBV Zan)",Turkish,1.0,,5_TR-2/2D,2,Turkish,Yardımsever bir asistansın.,0,5_TR-2/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu zannediyor.,"kutunun, sepetin",Closed-ended,Turkish,1.0,,1,Thought,92,kutunun,chatcmpl-9IMFYqnVZy2obmJNYdQotRj7oVIyT,length,0,2,-0.6237766,2,-0.6237766,1,-0.7787258,Do,-6.389079,3,-6.864171,K,-7.331258,{,-8.00969,4,-8.926394,C,-8.94493,Y,-9.133517,R,-9.204461,M,-9.218068,(,-9.370322, ,-9.571967,İ,,-9.600266,5,-9.633033,CE,-9.675212,0,-10.030763,**,-10.746409,6,-10.768083,Son,-10.812741,2,assistant,1714162460,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,216,217,47,,,,,,,
48,1,Ullman Replication,49,2D-EN/19,2D-EN,19,2D,Unexpected Transfer,The Other,"In the room there are John, Mark, a cat, a box, and a basket. John takes the cat and puts it in the basket. He leaves the room and goes to school. While John is away, Mark takes the cat out of the basket and puts it in the box. Mark leaves the room and goes to work. John and Mark come back and enter the room. They don’t know what happened in the room when they were away.",English,Ullman Replication: 2D Q2 (English),English,,,6_EN/2D,1,English,You are a helpful assistant.,0,6_EN/2D,6,Mark will look for the cat in the {RESPONSE}.,"box, basket",Closed-ended,English,,,1,Action,88,box,chatcmpl-9IMFZfqtCEM951UEkSZqBr13o3Tkl,length,0,1,-0.16991912,1,-0.16991912,2,-1.8563625,3,-12.014314, ,-12.3671665,The,-12.830857,Answer,-13.065961,**,-13.353839,4,-14.286768,0,-14.322773,Please,-14.431801,"
",-14.553768,You,-14.771923,-,-14.9468355,"

",,-15.122085,Sorry,-15.156681,I,-15.330426,5,-15.484321,#,-15.614489,Correct,-15.629737,A,-15.712091,1,assistant,1714162461,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,150,151,48,,,,,,,
49,1,Ullman Replication,50,2D-TR/20,2D-TR,20,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,Ullman Replication: 2D Q2 (Turkish),Turkish,,,6_TR/2D,2,Turkish,Yardımsever bir asistansın.,0,6_TR/2D,6,Mehmet kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,93,kutunun,chatcmpl-9IMFZB8MVSuHWwoP0tTw2qYNMdBQq,length,0,1,-0.58911246,1,-0.58911246,2,-0.8219902,M,-5.511922,K,-7.0756235,3,-8.75154,Do,-9.095435,İ,-9.748078,{,-10.129563,Can,-10.375831,C,-10.397706,4,-10.592376,Y,-10.605693,Mer,-10.97622,Ç,,-11.0531645,B,-11.085464,Me,-11.090486,Ö,-11.308614, ,-11.383393,0,-11.398091,5,-11.402368,1,assistant,1714162461,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,214,215,49,,,,,,,
50,1,Ullman Replication,93,1-TR/45,1-TR,45,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Replication: Universal 1 Q1 (Turkish, FBV San)",Turkish,,1.0,1_TR-3,2,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,166,çikolata,chatcmpl-9IMFZ35PJG0V7ZJs2L5wyKsOpRIzL,length,0,2,-0.25714362,2,-0.25714362,1,-1.4975344,CE,-7.709109,3,-8.14265,C,-8.150195,Y,-8.190337,R,-8.211198,İ,-8.365539,Bu,-8.972672,E,-9.112546,Ç,-9.184489,0,-9.372348,As,-9.831088,Ce,,-9.849372, ,-10.077842,"""",-10.079473,B,-10.098752,Ö,-10.162292,Do,-10.322188,Tor,-10.322722,2,assistant,1714162461,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,199,200,50,,,,,,,
51,1,Ullman Replication,94,1A-TR/45,1A-TR,45,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,"Ullman Replication: Universal 1 Q1 (Turkish, FBV San)",Turkish,,1.0,1_TR-3,2,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,168,patlamış mısır,chatcmpl-9IMFaxBDJL4Mg8cQ0C0jyk1S3ThiA,length,0,1,-0.6627415,1,-0.6627415,2,-0.7302235,E,-7.6309824,Y,-8.056083,3,-8.150615,Do,-8.333484,Ç,-8.796325,İ,-8.811799,Tor,-8.826884,Bu,-8.895423,0,-9.137162,C,-9.266803,R,-9.511348,B,,-9.9060335,Ö,-9.983447,Pat,-10.01307,"""",-10.019073,Ben,-10.494687,As,-10.512141,Bur,-10.676759,1,assistant,1714162462,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,218,219,51,,,,,,,
52,1,Ullman Replication,95,1B-TR/71,1B-TR,71,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Replication: 1B Q2 (Turkish),Turkish,,,2_TR/1B,2,Turkish,Yardımsever bir asistansın.,0,2_TR/1B,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Action,27,belirsizlik,chatcmpl-9IMFaDS6Zcev8T2oGCIE9pQE5WUVd,length,0,2,-0.044989243,2,-0.044989243,1,-3.287728,3,-5.1375833,Y,-8.65804,Ç,-9.43658,CE,-9.465728,**,-9.473956,C,-9.78642,İ,-9.830783,E,-10.397639,Ben,-10.685355,4,-11.011897,(,-11.030465,[,,-11.463916, ,-11.484267,Ö,-11.51126,{,-11.524243,-,-11.571305,R,-11.651116,"""",-11.761867,2,assistant,1714162462,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,225,226,52,,,,,,,
53,1,Ullman Replication,96,1C-TR/45,1C-TR,45,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,"Ullman Replication: Universal 1 Q1 (Turkish, FBV San)",Turkish,,1.0,1_TR-3,2,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,172,patlamış mısır,chatcmpl-9IMFbXsjQNOzkgucFcvlpf8r5WQgl,length,0,1,-0.47235987,1,-0.47235987,2,-0.980613,Do,-8.397286,E,-8.601392,Tor,-8.778865,3,-8.890933,C,-9.0875845,0,-9.400779,Y,-9.727038,İ,-9.770694,Po,-9.97651,Bu,-10.309842,**,-10.636622,CE,,-10.701959,Ö,-10.84324,R,-10.86036,{,-10.997256,As,-11.07377,Ç,-11.133883,Pat,-11.144029,1,assistant,1714162463,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,272,273,53,,,,,,,
54,1,Ullman Replication,97,1D-TR/45,1D-TR,45,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,"Ullman Replication: Universal 1 Q1 (Turkish, FBV San)",Turkish,,1.0,1_TR-3,2,Turkish,Yardımsever bir asistansın.,0,1_TR-3,1,Ezgi torbanın {CEVAP} dolu olduğunu sanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,1.0,1,Belief,174,patlamış mısır,chatcmpl-9IMFbXKyoJUA0URbHaMZSIqQKaUlW,length,0,2,-0.35106054,2,-0.35106054,1,-1.2530056,E,-5.3260474,Tor,-6.2785907,3,-7.4822707,Y,-7.818168,Po,-8.083239,R,-8.210512,C,-8.4016285,0,-8.451403,İ,-8.547226,"""",-8.645102,Do,-8.749353,Ç,,-9.201052,B,-9.426138,{,-9.48757,4,-9.566715, ,-9.6494255,Tek,-9.661921,"""E",-9.783628,2,assistant,1714162463,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,209,210,54,,,,,,,
55,1,Ullman Replication,103,2-TR/46,2-TR,46,2,Unexpected Transfer,Base 2,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: Universal 2 Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,176,sepetin,chatcmpl-9IMFbPr70ZRFwTCoZbQE6AkzIp9As,length,0,2,-0.3627048,2,-0.3627048,1,-1.200275,K,-6.8004966,3,-7.427589,Do,-8.178879,İ,-9.040596,**,-9.079035,C,-9.334896,R,-9.463228,Y,-9.478506,{,-9.486025,4,-9.815338, ,-10.049173,B,,-10.1356735,(,-10.232189,Can,-10.378294,M,-10.86113,CE,-10.863562,5,-10.882217,Bu,-10.913759,2,assistant,1714162463,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,210,211,55,,,,,,,
56,1,Ullman Replication,104,2A-TR/62,2A-TR,62,2A,Unexpected Transfer,Transparent,"Odada Can, Mehmet, bir kedi, bir şeffaf plastik kutu, ve bir de şeffaf sandık var. Can kediyi alıyor ve sandığın içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sandıktan çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: 2A Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3/2A,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3/2A,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sandığın",Closed-ended,Turkish,,1.0,1,Thought,202,kutunun,chatcmpl-9IMFcX0S5WHKfhIdROFfPQ8WvhH8a,length,0,2,-0.6824568,2,-0.6824568,1,-0.72680265,3,-5.3493347,K,-6.020149,{,-7.52569,C,-7.5841312,4,-7.8100033,İ,-7.9616165,0,-7.9651546,R,-8.23465,**,-8.43885,CE,-8.690123,Do,-8.93248,5,,-9.015928, ,-9.242004,Y,-9.439075,Top,-9.719877,6,-9.851891,O,-9.890528,B,-9.976791,2,assistant,1714162464,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,219,220,56,,,,,,,
57,1,Ullman Replication,105,2C-TR/46,2C-TR,46,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: Universal 2 Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,179,kutunun,chatcmpl-9IMFcC71cL6DeN2iGuPcaADbn5sab,length,0,2,-0.5174432,2,-0.5174432,1,-0.9158025,Do,-6.5553174,3,-7.0163655,K,-7.6809735,C,-8.964579,**,-9.10153,Y,-9.136684,R,-9.602552,İ,-9.625187, ,-9.863182,{,-10.038269,4,-10.238243,M,,-10.24799,(,-10.286251,CE,-10.994539,5,-11.02652,B,-11.035496,Bu,-11.103523,Son,-11.1307335,2,assistant,1714162464,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,243,244,57,,,,,,,
58,1,Ullman Replication,106,2B-TR/47,2B-TR,47,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Replication: 2B Q1 (Turkish, FBV San)",Turkish,,1.0,5_TR-3/2B,2,Turkish,Yardımsever bir asistansın.,0,5_TR-3/2B,5,Can kedinin {CEVAP} üstünde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,178,kutunun,chatcmpl-9IMFd5EobKuVVBaMOiYECsSKjrJom,length,0,2,-0.32055315,2,-0.32055315,1,-1.3071617,3,-6.4501367,K,-6.8795495,4,-8.700121,Can,-9.172855,İ,-9.259806,C,-9.690794,Y,-9.779543,Do,-9.82296,5,-10.059883,B,-10.329529, ,-10.393221,O,,-10.686672,Ö,-10.759787,{,-10.829884,Ben,-10.962616,Sen,-10.994276,Bu,-11.0150585,\xc5,-11.018726,2,assistant,1714162465,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,227,228,58,,,,,,,
