,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_bytes,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_17_bytes,choices_0_logprobs_content_0_top_logprobs_6_bytes,choices_0_logprobs_content_0_top_logprobs_18_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_19_bytes
85,2,Ullman Expansion,59,1C-TR/22,1C-TR,22,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,37,patlamış mısır,chatcmpl-9IN1XjF7LG4ZzgX7Yj73GaMeFOxha,length,0,2,-0.58082104,2,-0.58082104,1,-0.8200712, ,-10.135667,Y,-10.96163,3,-11.059315,"
",-11.401754,Pat,-11.682294,0,-12.06278,Ç,-12.3294325,4,-12.431444,"""",-12.650243,{,-12.773493,İ,-12.8203335,B,,-12.910906,-,-12.927604,**,-13.273987,E,-13.37073,Tor,-13.375177,5,-13.555688,K,-13.61841,2,assistant,1714165435,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,351,352,68,,,,,,
86,2,Ullman Expansion,59,1C-TR/22,1C-TR,22,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,40,patlamış mısır,chatcmpl-9IN1XQQseiSiPvNzv7bdbdUCPd4cQ,length,0,1,-0.5970727,1,-0.5970727,2,-0.7997247, ,-10.437193,Ç,-10.844274,3,-11.189635,Pat,-11.598952,0,-11.733257,İ,-12.372106,"
",-12.706045,B,-12.921845,Y,-12.946922,Ö,-12.963246,4,-13.349744,ş,,-13.382853,-,-13.491628,"""",-13.514084,**,-13.726628,pat,-13.809476,E,-13.883797,ç,-13.900702,1,assistant,1714165435,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,435,436,68,,,,,,
87,2,Ullman Expansion,60,1D-TR/22,1D-TR,22,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,45,patlamış mısır,chatcmpl-9IN1X9lXydgaVkRKrKqlg1m81Y47n,length,0,2,-0.34509522,2,-0.34509522,1,-1.260817,E,-5.6694093,3,-6.9125905,0,-7.248091,Tor,-7.8030972,İ,-7.952971,Y,-8.174737,R,-8.382623,"""",-8.449513,Ç,-8.5974455,Po,-8.719409,4,-9.07525,{,,-9.139356,C,-9.35942,B,-9.380263,Bu,-9.413571,5,-9.655515,6,-9.657176,Ö,-9.825913,2,assistant,1714165435,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,210,211,69,,,,,,
88,2,Ullman Expansion,60,1D-TR/22,1D-TR,22,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,47,patlamış mısır,chatcmpl-9IN1YZx7mUmZJb1II0s2OECbrSLMJ,length,0,1,-0.615335,1,-0.615335,2,-0.7777343, ,-11.011856,Y,-11.427753,3,-11.450394,E,-12.156422,{,-12.250946,Pat,-12.2542305,0,-12.482132,"""",-12.839649,Ç,-12.8511505,B,-13.050928,"
",-13.082277,4,,-13.3018265,**,-13.307774,-,-13.371571,İ,-13.609896,C,-13.763706,(,-13.8149185,A,-13.988966,1,assistant,1714165436,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,288,289,69,,,,,,
89,2,Ullman Expansion,60,1D-TR/22,1D-TR,22,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,50,patlamış mısır,chatcmpl-9IN1YHE31WYAqp1IjTl3k786nN6bo,length,0,1,-0.09995946,1,-0.09995946,2,-2.3539553,0,-10.952067, ,-10.995229,Pat,-11.372907,Ç,-11.398064,B,-11.467467,3,-11.589843,Y,-12.102221,E,-12.16128,"
",-12.407893,Bu,-12.460444,Ö,-12.502437,İ,,-12.5026045,pat,-13.320891,"""",-13.44257,-,-13.6178,A,-13.618837,S,-13.789955,4,-14.096714,1,assistant,1714165436,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,372,373,69,,,,,,
90,2,Ullman Expansion,61,1-TR/23,1-TR,23,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2, 2_TR, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-2,1,Ezgi torbanın {CEVAP} dolu olduğunu zannediyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,1.0,,1,Belief,6,çikolata,chatcmpl-9IN1Y53EJg0qpyTxTinxYjNzJzCFu,length,0,2,-0.65300745,2,-0.65300745,1,-0.75354,R,-6.316454,Bu,-6.743149,Y,-6.8331757,3,-7.268446,C,-7.2796097,İ,-7.3414364,E,-7.8743877,Tor,-8.494091,B,-8.525579,Ben,-8.589413,CE,-8.775793,Ç,,-8.864361,Bur,-9.062206,"""",-9.117176,Ö,-9.138081,0,-9.144936,Po,-9.512972,4,-9.623436,2,assistant,1714165436,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,199,200,70,,,,,,
91,2,Ullman Expansion,61,1-TR/23,1-TR,23,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2, 2_TR, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,7,çikolata,chatcmpl-9IN1ZgfW64YyxLCdag7bgKf2QBB23,length,0,1,-0.3405232,1,-0.3405232,2,-1.2431397, ,-10.647387,Ç,-10.920446,Y,-10.92499,3,-11.286393,0,-12.185973,E,-12.349395,"
",-12.521921,4,-12.791516,İ,-12.993791,{,-13.077036,Pat,-13.148908,"""",,-13.362455,5,-13.394541,C,-13.541485,-,-13.56492,B,-13.578309,Ö,-13.826946,y,-13.857786,1,assistant,1714165437,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,277,278,70,,,,,,
92,2,Ullman Expansion,61,1-TR/23,1-TR,23,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2, 2_TR, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,10,patlamış mısır,chatcmpl-9IN1ZgGA8Goc7bSN3NsF3mmeAf1gf,length,0,1,-0.014714217,1,-0.014714217,2,-4.2323713,Ç,-10.823009,Pat,-11.58265,0,-12.018458,B,-12.061852,Ö,-12.069087,Y,-12.129163,Bu,-12.340965, ,-12.538891,3,-12.661068,İ,-12.994418,E,-13.299902,"
",,-13.302978,Ben,-13.341754,Tek,-13.514492,pat,-13.7161875,A,-14.107943,S,-14.243827,Do,-14.45467,1,assistant,1714165437,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,361,362,70,,,,,,
93,2,Ullman Expansion,62,1A-TR/23,1A-TR,23,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2, 2_TR, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-2,1,Ezgi torbanın {CEVAP} dolu olduğunu zannediyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,1.0,,1,Belief,16,patlamış mısır,chatcmpl-9IN1a64lFD9hTZS8sNazfmYxK5rg7,length,0,1,-0.52451813,1,-0.52451813,2,-0.90361893,Y,-7.7586527,3,-7.892638,E,-8.081269,Tor,-8.41755,Bu,-8.460273,0,-8.476308,İ,-8.737321,Po,-8.989388,"""",-9.403077,Do,-9.51283,R,-9.515893,Ç,,-9.610745,B,-9.644252,C,-9.682822,Pat,-9.880511, ,-10.143847,Ö,-10.164506,4,-10.259076,1,assistant,1714165438,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,218,219,71,,,,,,
94,2,Ullman Expansion,62,1A-TR/23,1A-TR,23,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2, 2_TR, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,17,patlamış mısır,chatcmpl-9IN1aMEDby1RhcK9SlsI9H2y10WnQ,length,0,1,-0.09972741,1,-0.09972741,2,-2.3555086,"
",-11.197407, ,-11.621739,Y,-11.759263,3,-11.779466,Ç,-12.380539,0,-12.9173565,E,-13.154203,"""",-13.256059,4,-13.283916,{,-13.672695,**,-13.996331,İ,,-14.028583,5,-14.093319,-,-14.141979,y,-14.278687,B,-14.340852,Ö,-14.341354,"

",-14.4965105,1,assistant,1714165438,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,296,297,71,,,,,,
95,2,Ullman Expansion,62,1A-TR/23,1A-TR,23,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2, 2_TR, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,20,patlamış mısır,chatcmpl-9IN1aY1425HdGEKB5ze4Q0IgkxNyh,length,0,1,-0.041465003,1,-0.041465003,2,-3.2062333,Ç,-10.058545,Pat,-11.372144, ,-11.525111,"
",-12.536102,B,-12.575217,İ,-12.710116,3,-12.786875,Ö,-12.787057,pat,-12.80547,0,-12.856579,Y,-12.929943,Bu,,-13.12512,ç,-13.476303,Tek,-13.818719,E,-13.955383,**,-14.241669,"""",-14.437777,Ben,-14.454595,1,assistant,1714165438,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,380,381,71,,,,,,
96,2,Ullman Expansion,63,1B-TR/74,1B-TR,74,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,"Ullman Expansion: 1B (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2/1B, 2_TR/1B, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-2/1B,1,Ezgi torbanın {CEVAP} dolu olduğunu zannediyor.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,1.0,,1,Belief,26,belirsizlik,chatcmpl-9IN1bTLwtkpsO4SxizNQyioyoQuwk,length,0,2,-0.04516107,2,-0.04516107,1,-3.4874694,3,-4.3512697,R,-8.831386,Ç,-8.850724,Y,-9.5488405,**,-9.70733,İ,-10.643529,Do,-10.700479,E,-10.826882,C,-10.883563,4,-10.980685,CE,-11.12552,Bu,,-11.380189,Ben,-11.517978, ,-11.554694,"""",-11.588584,(,-11.722867,Bur,-11.864013,Ce,-12.031232,2,assistant,1714165439,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,215,216,72,,,,,,
97,2,Ullman Expansion,63,1B-TR/74,1B-TR,74,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,"Ullman Expansion: 1B (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2/1B, 2_TR/1B, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR/1B,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Action,27,belirsizlik,chatcmpl-9IN1b3Ce9uN59zP63Q5g7VzgKrCJR,length,0,2,-0.15836297,2,-0.15836297,1,-1.9354187,3,-6.212278, ,-10.329229,Y,-11.474382,4,-12.044623,"
",-12.350725,İ,-12.4332075,Ç,-12.498556,5,-12.88689,0,-12.949729,-,-13.066956,B,-13.571118,E,,-13.676877,**,-13.8664875,Tek,-13.983283,Bu,-14.003823,ş,-14.152284,K,-14.248729,"""",-14.254047,2,assistant,1714165439,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,299,300,72,,,,,,
98,2,Ullman Expansion,63,1B-TR/74,1B-TR,74,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,"Ullman Expansion: 1B (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2/1B, 2_TR/1B, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,30,patlamış mısır,chatcmpl-9IN1bP9nDraynIuFYe4vs9xKppL7d,length,0,2,-0.019558415,2,-0.019558415,1,-3.9540563,3,-8.823582, ,-11.608482,Ç,-11.731073,B,-12.465453,Ben,-12.838864,"
",-12.956636,Y,-13.241929,İ,-13.457222,4,-13.870156,Bu,-13.915919,\xc5,-13.955191,0,,-14.21509,Tek,-14.243602,-,-14.243977,Pat,-14.360719,A,-14.449681,Ö,-14.482314,Bel,-14.538575,2,assistant,1714165439,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,383,384,72,,,,,,
99,2,Ullman Expansion,64,1C-TR/23,1C-TR,23,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2, 2_TR, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-2,1,Ezgi torbanın {CEVAP} dolu olduğunu zannediyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,1.0,,1,Belief,36,patlamış mısır,chatcmpl-9IN1cCwOJJ4vVtFtJtAWj7K5dzqGL,length,0,1,-0.60115284,1,-0.60115284,2,-0.79823726,3,-8.3780365,0,-8.495857,Y,-8.829613,Tor,-9.103245,Bu,-9.160646,E,-9.196045,İ,-9.242054,**,-9.602896,{,-9.637354,Pat,-10.062374,CE,-10.062975,Po,,-10.182264,R,-10.214258,Do,-10.253332,Ö,-10.278511,Ç,-10.429461,As,-10.579895,B,-10.643749,1,assistant,1714165440,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,272,273,73,,,,,,
100,2,Ullman Expansion,64,1C-TR/23,1C-TR,23,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2, 2_TR, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,37,patlamış mısır,chatcmpl-9IN1c3r5xm1o6f6TqaU6TeibfUAPb,length,0,2,-0.45212895,2,-0.45212895,1,-1.0116172, ,-10.811544,"
",-11.179846,3,-11.547003,Y,-11.581164,Pat,-11.968738,Ç,-12.239547,0,-12.624489,İ,-12.834709,4,-13.104452,-,-13.309134,**,-13.338679,"""",,-13.347567,{,-13.76533,E,-13.834297,B,-14.174134,Ö,-14.19855,5,-14.210896,"

",-14.284088,2,assistant,1714165440,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,350,351,73,,,,,,
101,2,Ullman Expansion,64,1C-TR/23,1C-TR,23,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV Zan)",Turkish,1.0,,"1_TR-2, 2_TR, 3_TR-2, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,40,patlamış mısır,chatcmpl-9IN1dgYRkUv3LS4vyHqtsFlIjD4in,length,0,1,-0.028439172,1,-0.028439172,2,-3.5763404,Pat,-11.2424345,Ç,-11.365262, ,-11.68296,Ö,-12.552235,İ,-13.125421,0,-13.129225,3,-13.286608,B,-13.423817,Y,-13.530531,pat,-13.835646,Bu,-13.883627,"
",,-13.8919735,E,-14.045273,**,-14.170218,A,-14.295571,Tor,-14.574804,ç,-14.631286,"""",-14.6607685,1,assistant,1714165441,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,434,435,73,,,,,,
