,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_bytes,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_8_bytes,choices_0_logprobs_content_0_top_logprobs_18_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_17_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes,choices_0_logprobs_content_0_top_logprobs_16_bytes,choices_0_logprobs_content_0_top_logprobs_9_bytes
71,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,34,popcorn,chatcmpl-9IN3iSi9SjaLNCopZqO8bWvkGUZc4,length,0,1,-0.04985816,1,-0.04985816,2,-3.023779, ,-12.24195,3,-12.437186,0,-12.760703,4,-13.763351,-,-14.352875,5,-14.477312,**,-14.756143,１,-14.880371,7,-15.4075,9,-15.692812,I,-15.732517,6,-15.751345,Sorry,-15.999039,8,-16.045328,The,-16.179537,"
",-16.217354,ERROR,-16.364937,A,,-16.399605,1,assistant,1714165570,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,256,257,63,,,,,,,
72,2,Ullman Expansion,55,1D-EN/21,1D-EN,21,1D,Unexpected Contents,Late Label,Sam fills a bag with popcorn and closes it. There is no chocolate in the bag. Sam writes a label and puts it on the bag. Sam looks at the bag. She cannot see what is inside the bag. Sam reads the label. The label says the bag has chocolate in it.,English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,41,popcorn,chatcmpl-9IN3jWHXzK4UXfLXmsBRjD7wjJCA7,length,0,1,-0.0019272094,1,-0.0019272094,2,-6.26982,0,-11.08714, ,-12.050626,**,-12.810914,3,-13.118926,-,-14.145969,"
",-14.194135,The,-14.870108,7,-15.068638,Answer,-15.192119,I,-15.265629,#,-15.365183,`,-15.376359,Sorry,-15.413783,5,-15.424375,\,-15.435278,4,-15.700929,You,-15.800179,9,,-15.99868,1,assistant,1714165571,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,117,118,64,,,,,,,
73,2,Ullman Expansion,55,1D-EN/21,1D-EN,21,1D,Unexpected Contents,Late Label,Sam fills a bag with popcorn and closes it. There is no chocolate in the bag. Sam writes a label and puts it on the bag. Sam looks at the bag. She cannot see what is inside the bag. Sam reads the label. The label says the bag has chocolate in it.,English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,42,popcorn,chatcmpl-9IN3kMmP6S8OsRkgkl72dO1xEsZPG,length,0,2,-0.5157193,2,-0.5157193,1,-0.90913475,0,-11.129255,3,-11.320112,"
",-11.710583, ,-11.73027,4,-13.635959,-,-13.711997,**,-13.898747,5,-14.377287,"

",-14.707633,The,-14.979401,7,-15.050979,9,-15.353617,{,-15.380451,"""",-15.385998,6,-15.428254,#,-15.582043,２,-15.604238,8,,-15.634293,2,assistant,1714165572,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,164,165,64,,,,,,,
74,2,Ullman Expansion,55,1D-EN/21,1D-EN,21,1D,Unexpected Contents,Late Label,Sam fills a bag with popcorn and closes it. There is no chocolate in the bag. Sam writes a label and puts it on the bag. Sam looks at the bag. She cannot see what is inside the bag. Sam reads the label. The label says the bag has chocolate in it.,English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,44,popcorn,chatcmpl-9IN3kS4mz8ldyY8dFlmWBKs4V1f7L,length,0,1,-0.00027230257,1,-0.00027230257,2,-8.225054,Sorry,-14.263598,0,-14.367555,I,-15.028814,3,-15.240397,**,-15.30752,Incorrect,-15.377293,-,-15.472055, ,-15.862197,The,-16.098227,You,-16.212317,A,-16.22979,Correct,-16.42531,Invalid,-16.43804,Answer,-16.480654,There,-16.701044,１,-16.816639,This,-16.836195,7,,-16.921991,1,assistant,1714165572,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,216,217,64,,,,,,,
75,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,5,çikolata,chatcmpl-9IN3lX1DFAGGLhvh3f8bTunsiPMH0,length,0,2,-0.44432458,2,-0.44432458,1,-1.0333024,Y,-7.8962193,E,-8.243862,R,-8.312233,Bu,-8.353693,İ,-8.49,C,-8.746626,3,-8.795397,Tor,-9.01372,0,-9.046476,Do,-9.408615,CE,-9.423164, ,-9.586145,Ç,-9.607368,B,-9.610498,"""",-9.764553,As,-9.867531,Ben,-9.895996,Po,,-9.934568,2,assistant,1714165573,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,200,201,65,,,,,,,
76,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,7,çikolata,chatcmpl-9IN3lRRB81R4Xm5HeB2jqqMSO5NDr,length,0,2,-0.13999227,2,-0.13999227,1,-2.0367646, ,-10.226974,Ç,-10.487298,Y,-11.034978,3,-11.123829,"
",-11.427233,{,-11.743051,E,-12.155496,4,-12.317134,İ,-12.350466,B,-12.50247,0,-12.56337,"""",-12.889747,C,-12.960571,-,-12.982645,Pat,-13.29604,5,-13.299915,Se,-13.436136,Ö,,-13.492471,2,assistant,1714165573,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,278,279,65,,,,,,,
77,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,10,patlamış mısır,chatcmpl-9IN3lDpw6M52al4om7N38xRtM1WVd,length,0,1,-0.17515627,1,-0.17515627,2,-1.8291308,Ç,-10.246734, ,-10.656453,B,-11.498462,Pat,-12.133935,Y,-12.3343525,Bu,-12.355728,"
",-12.454583,3,-12.581095,0,-12.5842285,İ,-12.630463,Ö,-12.986501,Ben,-13.75288,A,-13.831621,E,-13.88422,\xc5,-14.123154,"""",-14.412653,S,-14.453274,K,,-14.521613,1,assistant,1714165573,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,362,363,65,,,,,,,
78,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,15,patlamış mısır,chatcmpl-9IN3mj5t68iXCybcZtHiHvvBeZxx9,length,0,1,-0.5111923,1,-0.5111923,2,-0.9228306,E,-7.207775,3,-7.840206,C,-8.601233,Bu,-8.646143,Y,-8.651491,İ,-8.771702,R,-9.215979,Tor,-9.344685,Pat,-9.411528,0,-9.537914,Ç,-9.606966,Do,-9.686382,"""",-9.786606,Ö,-9.904123,Ben,-10.303696,Bur,-10.33392,B,-10.429987,As,,-10.618031,1,assistant,1714165574,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,219,220,66,,,,,,,
79,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,17,patlamış mısır,chatcmpl-9IN3mD4e8Elc0tWRYvF4iDl7dx5wT,length,0,1,-0.16793893,1,-0.16793893,2,-1.867625, ,-10.350259,3,-11.21964,"
",-11.858752,Y,-11.944284,4,-12.555885,"""",-12.874704,0,-12.882545,Ç,-12.9596405,E,-13.137907,{,-13.210609,5,-13.364827,-,-13.606858,Pat,-13.817707,B,-13.875696,C,-13.9449215,İ,-14.116012,(,-14.128808,**,,-14.135632,1,assistant,1714165574,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,297,298,66,,,,,,,
80,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,20,patlamış mısır,chatcmpl-9IN3n8gLffb1UP0vWYyHsfoCr3xlg,length,0,1,-0.056359444,1,-0.056359444,2,-2.9057858, ,-10.536115,Ç,-11.253362,Pat,-11.799957,"
",-11.977461,3,-12.3401575,0,-12.40362,Ö,-12.572604,İ,-12.803033,Y,-12.944407,B,-13.120139,E,-13.565014,"""",-13.750423,pat,-14.026239,**,-14.068708,ş,-14.076871,Tek,-14.118327,ç,-14.271471,A,,-14.374972,1,assistant,1714165575,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,381,382,66,,,,,,,
81,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1/1B,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Belief,25,belirsizlik,chatcmpl-9IN3nQ6pT7Vw2LDkTIhTYL927QlAB,length,0,2,-0.045204934,2,-0.045204934,1,-3.698136,3,-3.9742076,Y,-9.135715,Ç,-9.175044,R,-9.285619,**,-9.626193,E,-10.334132,C,-10.478168,Bu,-10.71808,İ,-10.86621,Ben,-11.118686, ,-11.1503,4,-11.499566,"""",-11.512877,[,-11.679971,Do,-11.692874,(,-11.789855,Bur,-11.939317,B,,-12.010882,2,assistant,1714165575,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,216,217,67,,,,,,,
82,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR/1B,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Action,27,belirsizlik,chatcmpl-9IN3o7cOIZD7uf3uCAzqkKms1cXsT,length,0,2,-0.055836152,2,-0.055836152,1,-2.9557786,3,-6.1237016, ,-10.449074,4,-11.969702,"
",-11.997944,Y,-12.092711,İ,-12.21799,0,-13.08753,5,-13.118338,Ç,-13.202477,-,-13.209812,y,-13.782572,E,-13.874591,**,-14.06724,ş,-14.097202,"""",-14.336019,{,-14.424197,6,-14.569328,B,,-14.585587,2,assistant,1714165576,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,300,301,67,,,,,,,
83,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,30,patlamış mısır,chatcmpl-9IN3oHvE0PQmCLpK0QP03WRxVHxxm,length,0,2,-0.02536152,2,-0.02536152,1,-3.691133,3,-10.684012,B,-11.0989065,Ç,-11.535495, ,-11.798413,Ben,-12.350406,İ,-12.360244,Bu,-12.389689,"
",-12.467782,\xc5,-12.596917,Pat,-12.7447,Y,-12.911045,Ik,-13.538391,Ö,-13.631921,A,-13.905264,E,-13.938748,Bur,-14.009271,0,-14.054565,-,,-14.20115,2,assistant,1714165576,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,384,385,67,,,,,,,
84,2,Ullman Expansion,59,1C-TR/22,1C-TR,22,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,35,patlamış mısır,chatcmpl-9IN3ovSLVJPqbcH1a8s50vbAay5tp,length,0,1,-0.37063724,1,-0.37063724,2,-1.1780369,E,-8.314725,0,-8.44764,3,-8.65451,Tor,-8.780967,Bu,-8.82722,C,-8.954278,İ,-9.258164,**,-9.512513,{,-9.637418,Do,-9.639567,Y,-9.756505,R,-10.204492,Po,-10.29444,Ö,-10.421254,As,-10.459931,Ben,-10.543445,CE,-10.750854,B,,-10.815953,1,assistant,1714165576,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,273,274,68,,,,,,,
85,2,Ullman Expansion,59,1C-TR/22,1C-TR,22,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,37,patlamış mısır,chatcmpl-9IN3pdUVmVYxfWSlrjHMXLqR38AlS,length,0,2,-0.30481866,2,-0.30481866,1,-1.3370261, ,-10.566732,Y,-11.444089,Pat,-11.486472,{,-11.627313,3,-11.719201,"
",-11.935369,0,-12.402614,Ç,-12.489373,"""",-12.71187,-,-12.757263,İ,-12.922272,4,-13.19627,**,-13.289468,B,-13.312963,E,-13.575736,C,-13.807272,(,-13.934177,K,,-13.985726,2,assistant,1714165577,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,351,352,68,,,,,,,
86,2,Ullman Expansion,59,1C-TR/22,1C-TR,22,1C,Unexpected Contents,Testimony,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “patlamış mısır” yerine “çikolata” yazıyor.  Odaya girmeden önce, Ezgi’nin arkadaşı ona “poşetin içinde patlamış mısır var, etiketi görmezden gel” diyor.  Ezgi arkadaşına inanıyor. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi poşetin içinde çikolata olduğunu belirten etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,40,patlamış mısır,chatcmpl-9IN3puGD3WMMhIwUTrmdZqJeWVyhT,length,0,1,-0.4882058,1,-0.4882058,2,-0.95154464,Ç,-10.654876, ,-10.690511,Pat,-11.024485,3,-11.5164585,0,-12.075665,İ,-12.391315,B,-12.589568,Ö,-12.649936,Y,-12.6606865,"
",-12.835141,pat,-12.973331,ş,-13.292701,4,-13.547604,-,-13.584086,**,-13.662218,E,-13.734699,\xc5,-13.776626,"""",,-13.780954,1,assistant,1714165577,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,435,436,68,,,,,,,
87,2,Ullman Expansion,60,1D-TR/22,1D-TR,22,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,45,patlamış mısır,chatcmpl-9IN3qe9jh2B7MRP0uGYiFMLT6o3OH,length,0,1,-0.6614778,1,-0.6614778,2,-0.7361791,E,-6.1844597,Tor,-6.9300365,Po,-8.13599,0,-8.58366,3,-8.654139,Y,-8.830471,İ,-8.999058,"""",-9.005846,R,-9.615778,Bu,-9.707796,{,-9.737282,Ç,-9.753546,B,-9.772448,"""E",-9.901365,C,-9.92561, ,-10.008419,Do,-10.600536,**,,-10.602661,1,assistant,1714165578,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,210,211,69,,,,,,,
88,2,Ullman Expansion,60,1D-TR/22,1D-TR,22,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,47,patlamış mısır,chatcmpl-9IN3qqnyQRqtxklidB22AM9vSbKmJ,length,0,2,-0.17851712,2,-0.17851712,1,-1.8117244, ,-10.797561,3,-10.804233,"
",-11.608507,"""",-11.901829,Y,-12.09864,E,-12.263067,0,-12.465475,4,-12.718918,{,-12.874326,Pat,-13.025466,-,-13.078133,**,-13.159599,Ç,-13.220971,(,-13.256818,12,-13.374974,B,-13.711097,İ,-13.735695,5,,-13.773155,2,assistant,1714165578,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,288,289,69,,,,,,,
