,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_bytes,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_9_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes,choices_0_logprobs_content_0_top_logprobs_17_bytes,choices_0_logprobs_content_0_top_logprobs_12_bytes,choices_0_logprobs_content_0_top_logprobs_18_bytes
63,2,Ullman Expansion,52,1A-EN/21,1A-EN,21,1A,Unexpected Contents,Transparent,"Here is a bag filled with popcorn. There is no chocolate in the bag. The bag is made of transparent plastic, so you can see what is inside. Yet, the label on the bag says ’chocolate’ and not “popcorn.” Sam finds the bag. She had never seen the bag before. Sam reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,11,popcorn,chatcmpl-9IMDUO2xAPNrIyEoFIvZa7CbQ5D2B,length,0,2,-0.032775886,2,-0.032775886,1,-3.4358444,3,-11.342966, ,-11.459917,"
",-12.537889,0,-12.6177635,-,-12.816359,**,-12.831797,The,-13.815409,4,-14.078383,Answer,-14.292659,"

",-14.432433,#,-14.460482,5,-15.125288,I,-15.215184,Please,-15.225165,"""",-15.301824,This,-15.442928,*,-15.465077,(,,-15.537544,2,assistant,1714162332,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,126,127,61,,,,,,
64,2,Ullman Expansion,52,1A-EN/21,1A-EN,21,1A,Unexpected Contents,Transparent,"Here is a bag filled with popcorn. There is no chocolate in the bag. The bag is made of transparent plastic, so you can see what is inside. Yet, the label on the bag says ’chocolate’ and not “popcorn.” Sam finds the bag. She had never seen the bag before. Sam reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,12,popcorn,chatcmpl-9IMDV6qqD5t0OGyanQG13C5GBMFbZ,length,0,2,-0.031854283,2,-0.031854283,1,-3.4632108,3,-11.316674,0,-13.036202, ,-13.329683,4,-13.517864,"
",-13.826372,5,-14.489774,-,-14.6579,２,-15.026591,7,-15.437807,6,-15.571429,9,-15.614732,"

",-15.713518,**,-15.828474,The,-15.989368,8,-16.032675,,-16.166788,I,-16.602304,"""",,-16.768194,2,assistant,1714162333,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,173,174,61,,,,,,
65,2,Ullman Expansion,52,1A-EN/21,1A-EN,21,1A,Unexpected Contents,Transparent,"Here is a bag filled with popcorn. There is no chocolate in the bag. The bag is made of transparent plastic, so you can see what is inside. Yet, the label on the bag says ’chocolate’ and not “popcorn.” Sam finds the bag. She had never seen the bag before. Sam reads the label.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,14,popcorn,chatcmpl-9IMDV5gsZNjk14pbrBBFOAYPNl8wt,length,0,1,-0.0001878055,1,-0.0001878055,2,-8.589932,**,-14.526835,0,-15.535494,3,-15.897928,Sorry,-15.956773,I,-16.271694,You,-16.32228, ,-16.342945,-,-16.510612,5,-17.09861,4,-17.324219,The,-17.412382,Thank,-17.603779,Answer,-17.610939,This,-17.612303,Correct,-17.61894,A,-17.646652,9,-17.664696,１,,-17.789284,1,assistant,1714162333,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,225,226,61,,,,,,
66,2,Ullman Expansion,53,1B-EN/72,1B-EN,72,1B,Unexpected Contents,Uninformative,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam cannot read. Sam looks at the label.",English,Ullman Expansion: 1B (English),English,,,"1_EN/1B, 2_EN/1B, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN/1B,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate, uncertainty",Closed-ended,English,,,1,Belief,21,uncertainty,chatcmpl-9IMDWj7XmsbhaoDjXLF0EKhItAO2q,length,0,2,-0.41479263,2,-0.41479263,3,-1.1628453,1,-3.6150851,4,-12.234243, ,-12.388355,"
",-14.553324,5,-14.858623,-,-15.056204,0,-15.150213,<|end|>,-15.219418,**,-15.617018,6,-16.122295,The,-16.245968,"

",-16.264736,I,-16.337158,#,-16.46541,7,-16.604052,(,-16.683054,*,-16.769255,{,,-16.873213,2,assistant,1714162334,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,127,128,62,,,,,,
67,2,Ullman Expansion,53,1B-EN/72,1B-EN,72,1B,Unexpected Contents,Uninformative,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam cannot read. Sam looks at the label.",English,Ullman Expansion: 1B (English),English,,,"1_EN/1B, 2_EN/1B, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN/1B,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate, uncertainty",Closed-ended,English,,,1,Action,22,uncertainty,chatcmpl-9IMDWE5q6pI1rn9Oc7lLkreQGtQDk,length,0,1,-0.041867834,1,-0.041867834,2,-3.2269473,3,-6.6420226, ,-12.257931,4,-12.997196,0,-13.076667,**,-13.971137,-,-14.008996,"
",-14.154124,I,-14.370823,5,-14.441295,The,-14.969229,RESP,-15.053311,１,-15.080875,7,-15.152878,You,-15.599593,9,-15.617656,8,-15.651452,Sorry,-15.773551,!,,-15.801801,1,assistant,1714162334,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,177,178,62,,,,,,
68,2,Ullman Expansion,53,1B-EN/72,1B-EN,72,1B,Unexpected Contents,Uninformative,"Here is a bag filled with popcorn. There is no chocolate in the bag. Yet, the label on the bag says “chocolate” and not “popcorn.” Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam cannot read. Sam looks at the label.",English,Ullman Expansion: 1B (English),English,,,"1_EN/1B, 2_EN/1B, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,24,popcorn,chatcmpl-9IMDWywyhOHhqFqgrIaycX8n4AFLT,length,0,1,-0.0008938324,1,-0.0008938324,2,-7.022409,3,-14.268685, ,-15.4116535,0,-15.604808,-,-16.358946,Sorry,-16.611372,**,-16.756292,I,-17.216692,#,-17.28557,"
",-17.526834,4,-17.57754,１,-17.777351,5,-17.988302,\xf0\x9f,-18.029547,!,-18.204264,The,-18.222315,Correct,-18.280466,A,-18.49037,This,,-18.53948,1,assistant,1714162334,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,229,230,62,,,,,,
69,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,31,popcorn,chatcmpl-9IMDXBwx06BQTZ3GDYL1yo8pamV3Q,length,0,2,-0.05847639,2,-0.05847639,1,-2.869708,3,-10.184663, ,-11.25058,0,-11.58023,**,-12.250762,-,-12.952422,4,-13.041634,"
",-13.393621,5,-13.774928,The,-14.0467415,7,-14.411705,#,-14.516772,6,-14.547083,Please,-14.865518,​,-14.941591,"""",-15.027234,9,-15.079251,\,-15.109431,Answer,,-15.195704,2,assistant,1714162335,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,157,158,63,,,,,,
70,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,32,popcorn,chatcmpl-9IMDXmW3g8m5FoYYvRyKxk4nI7UNm,length,0,2,-0.006023957,2,-0.006023957,1,-5.1172566,3,-12.12449,"
",-12.6866865, ,-13.492238,4,-14.378786,２,-15.014605,0,-15.152354,"

",-15.171602,-,-15.441097,5,-15.657933,The,-15.695953,,-16.005291,**,-16.168043,6,-16.606102,9,-16.685257,7,-16.737923,I,-16.898949,8,-17.277386,#,,-17.415289,2,assistant,1714162335,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,204,205,63,,,,,,
71,2,Ullman Expansion,54,1C-EN/21,1C-EN,21,1C,Unexpected Contents,Testimony,"Here is a bag filled with popcorn. There is no chocolate in the bag. The label on the bag says “chocolate”, rather than “popcorn.” Before coming into the room, Sam’s friend told her ‘the bag in the room has popcorn in it, ignore the label’. Sam believes her friend. Sam finds the bag. She had never seen the bag before. She cannot see what is inside the bag. Sam reads the label, which says the bag has chocolate in it.",English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,34,popcorn,chatcmpl-9IMDYOrDwo9oWZTrcoJC1oE1N6p6D,length,0,1,-0.31431887,1,-0.31431887,2,-1.3104699,3,-12.087508, ,-12.1967535,0,-13.429116,4,-13.594945,"
",-14.045643,5,-14.249977,-,-14.606624,**,-14.892985,１,-14.932961,6,-15.411762,２,-15.447479,7,-15.540167,I,-15.615374,9,-15.640698,8,-15.94616,The,-16.027567,ERROR,-16.10804,A,,-16.380035,1,assistant,1714162336,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,256,257,63,,,,,,
72,2,Ullman Expansion,55,1D-EN/21,1D-EN,21,1D,Unexpected Contents,Late Label,Sam fills a bag with popcorn and closes it. There is no chocolate in the bag. Sam writes a label and puts it on the bag. Sam looks at the bag. She cannot see what is inside the bag. Sam reads the label. The label says the bag has chocolate in it.,English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,0,1_EN,1,She believes that the bag is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Belief,41,popcorn,chatcmpl-9IMDYHH0UTdonKg3DYBH1OzWxdbVl,length,0,1,-0.010829683,1,-0.010829683,2,-4.5341067,0,-10.777449,3,-12.544762, ,-12.780514,**,-13.307274,-,-13.778169,"
",-14.678585,#,-14.962455,The,-15.30677,Sorry,-15.559958,Answer,-15.658426,4,-15.770699,I,-15.786207,You,-15.925827,"""",-16.015213,!,-16.123915,7,-16.178745,\,-16.191265,*,,-16.258274,1,assistant,1714162336,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,117,118,64,,,,,,
73,2,Ullman Expansion,55,1D-EN/21,1D-EN,21,1D,Unexpected Contents,Late Label,Sam fills a bag with popcorn and closes it. There is no chocolate in the bag. Sam writes a label and puts it on the bag. Sam looks at the bag. She cannot see what is inside the bag. Sam reads the label. The label says the bag has chocolate in it.,English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,1,2_EN,2,She is delighted to have found this bag. She loves eating {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,1,Action,42,popcorn,chatcmpl-9IMDZ3K7OO4amxgz1sujNIa8cD6FO,length,0,1,-0.5385937,1,-0.5385937,2,-0.87612766,0,-11.080803,3,-12.086865,"
",-12.324638, ,-12.500923,**,-13.703862,-,-14.10996,4,-14.47763,The,-14.879665,"

",-14.88754,5,-14.946673,{,-15.373076,7,-15.526817,#,-15.551557,"""",-15.5863495,9,-15.6425295,!,-15.707252,I,-15.809704,No,,-16.04696,1,assistant,1714162337,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,164,165,64,,,,,,
74,2,Ullman Expansion,55,1D-EN/21,1D-EN,21,1D,Unexpected Contents,Late Label,Sam fills a bag with popcorn and closes it. There is no chocolate in the bag. Sam writes a label and puts it on the bag. Sam looks at the bag. She cannot see what is inside the bag. Sam reads the label. The label says the bag has chocolate in it.,English,Ullman Expansion: Universal 1 (English),English,,,"1_EN, 2_EN, 3_EN, 4_EN",3,English,You are a helpful assistant.,3,4_EN,4,She opens the bag and looks inside. She can clearly see that it is full of {RESPONSE}.,"popcorn, chocolate",Closed-ended,English,,,0,Reality,44,popcorn,chatcmpl-9IMDZvWfNJ5M5zrw3m2Dr6McomEdY,length,0,1,-0.006112821,1,-0.006112821,2,-5.1015606,0,-13.094779,**,-13.435948, ,-14.123428,3,-14.486113,-,-15.496499,Sorry,-16.202976,4,-16.31087,I,-16.32102,"
",-16.400316,The,-16.505339,5,-16.652643,#,-16.659357,Invalid,-16.680353,9,-16.727865,RESP,-16.7296,Incorrect,-16.755316,ERROR,-16.761557,１,,-16.858624,1,assistant,1714162337,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,216,217,64,,,,,,
75,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,5,çikolata,chatcmpl-9IMDavhD28eh7Dxxn6pUTvfOLsos5,length,0,2,-0.27193996,2,-0.27193996,1,-1.4439943,CE,-8.053919,İ,-8.387808,Y,-8.57704,C,-8.601133,R,-8.794014,3,-8.825293,Bu,-9.214296,Do,-9.650934,0,-9.729328,E,-9.791914,Ç,-9.8792305,As,-10.068687,"""",-10.101486, ,-10.303225,B,-10.4474945,Ce,-10.4946785,Po,-10.646276,**,,-10.760061,2,assistant,1714162338,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,200,201,65,,,,,,
76,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,7,çikolata,chatcmpl-9IMDa8N5nV7VIr0izzKQ2FfO9KL7c,length,0,1,-0.50682956,1,-0.50682956,2,-0.9227002, ,-10.498967,Y,-10.872886,3,-11.232032,Ç,-11.560544,E,-11.850616,"
",-11.865872,0,-11.934324,{,-11.985689,İ,-12.134809,Pat,-12.328098,B,-12.334309,4,-12.566713,Ö,-13.290321,-,-13.304459,"""",-13.3098955,C,-13.521635,Bu,-13.569316,K,,-13.569976,1,assistant,1714162338,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,278,279,65,,,,,,
77,2,Ullman Expansion,56,1-TR/22,1-TR,22,1,Unexpected Contents,Base 1,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,10,patlamış mısır,chatcmpl-9IMDaETl2rzl1AzEBDJHzl3dc1WAj,length,0,1,-0.034657102,1,-0.034657102,2,-3.384234,Ç,-10.666385,B,-10.890273, ,-11.262874,Pat,-11.306474,0,-11.39732,Bu,-11.402379,Y,-11.57815,3,-11.795488,Ö,-11.904657,İ,-12.297348,E,-12.688161,Ben,-12.858178,A,-13.156318,"
",-13.344058,S,-13.579289,Tek,-13.696289,Ü,-13.816133,pat,,-13.859583,1,assistant,1714162338,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,362,363,65,,,,,,
78,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Belief,15,patlamış mısır,chatcmpl-9IMDbCCwY1tQZHcH7sCtz7nTcem5s,length,0,2,-0.68373793,2,-0.68373793,1,-0.70749205,E,-7.6944,Do,-8.419267,Y,-8.633025,3,-8.70651,İ,-8.848916,Ç,-8.947965,C,-8.972526,0,-9.040233,Bu,-9.166398,R,-9.550187,**,-9.640647,"""",-9.774718,Pat,-10.016885,Tor,-10.187045, ,-10.199172,B,-10.247924,Po,-10.574479,As,,-10.659146,2,assistant,1714162339,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,219,220,66,,,,,,
79,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,1,Action,17,patlamış mısır,chatcmpl-9IMDbpfkKX93BNrlQs7yEtr5Nlgyp,length,0,1,-0.059674572,1,-0.059674572,2,-2.8498642, ,-10.847598,Y,-11.575669,3,-11.859267,"
",-12.157822,Ç,-12.481502,0,-12.955236,B,-12.961944,4,-12.993098,E,-13.090334,{,-13.157012,İ,-13.456852,Pat,-13.570103,"""",-13.587509,5,-13.887881,Ö,-13.995672,Bu,-14.009307,C,-14.026283,A,,-14.174776,1,assistant,1714162339,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,297,298,66,,,,,,
80,2,Ullman Expansion,57,1A-TR/22,1A-TR,22,1A,Unexpected Contents,Transparent,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Poşet, şeffaf plastikten yapılmış, o yüzden içinde ne olduğu görülebiliyor. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Ezgi etiketi okuyor.",Turkish,Ullman Expansion: Universal 1 (Turkish),Turkish,,,"1_TR-1, 2_TR, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,20,patlamış mısır,chatcmpl-9IMDcn6eMSdcXAUslJjRRZfrPrJrA,length,0,1,-0.013123644,1,-0.013123644,2,-4.348094,Ç,-10.692159,Pat,-11.372718, ,-11.8820305,0,-11.910878,Y,-11.950676,Ö,-12.042195,B,-12.236382,3,-12.339474,İ,-12.566609,E,-12.689761,Bu,-12.822469,pat,-12.920681,A,-13.603904,Ben,-13.64434,S,-14.120246,**,-14.134045,"
",-14.141645,ş,,-14.152024,1,assistant,1714162340,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,381,382,66,,,,,,
81,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,0,1_TR-1/1B,1,Ezgi torbanın {CEVAP} dolu olduğuna inanıyor.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Belief,25,belirsizlik,chatcmpl-9IMDcjEIJk68vxlxhrbTExy0cP8Bu,length,0,2,-0.04260173,2,-0.04260173,1,-3.4217274,3,-4.835517,R,-8.488006,Y,-8.686955,Ben,-9.615439,E,-9.693219,Ç,-9.695519,**,-9.714919,İ,-9.728667, ,-10.109584,Bu,-10.266681,"""",-10.483718,4,-10.571784,C,-10.612121,CE,-10.848453,(,-10.908935,[,-11.056514,Do,-11.132619,B,,-11.176316,2,assistant,1714162340,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,216,217,67,,,,,,
82,2,Ullman Expansion,58,1B-TR/73,1B-TR,73,1B,Unexpected Contents,Uninformative,"İçi patlamış mısır dolu bir poşet var. Poşetin içinde çikolata yok. Ancak poşetin üzerindeki etikette “çikolata” yazıyor, “patlamış mısır” değil. Ezgi poşeti buluyor. Bu poşeti daha önce hiç görmemişti. Poşetin içinde ne olduğunu göremiyor. Ezgi okuyamıyor. Ezgi etikete bakıyor.",Turkish,Ullman Expansion: 1B (Turkish),Turkish,,,"1_TR-1/1B, 2_TR/1B, 3_TR-1, 4_TR",4,Turkish,Yardımsever bir asistansın.,1,2_TR/1B,2,Ezgi bu torbayı bulduğu için çok mutlu. O {CEVAP} yemeyi çok sever.,"patlamış mısır, çikolata, belirsizlik",Closed-ended,Turkish,,,1,Action,27,belirsizlik,chatcmpl-9IMDcmCzmEDwRFHyFHFQkQPD1kEQK,length,0,2,-0.015712542,2,-0.015712542,1,-4.2374325,3,-6.804611, ,-11.764841,Y,-11.970034,4,-12.815811,İ,-12.875916,Ç,-13.481358,0,-13.512691,5,-13.55102,E,-13.75161,B,-13.763165,"
",-13.895161,Ben,-14.068864,-,-14.1589155,Se,-14.1738,Bu,-14.602074,**,-14.755221,Tek,-14.910654,O,,-15.076729,2,assistant,1714162340,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,300,301,67,,,,,,
